ID	Distance	Compared_with	Profilers	SampleID	Colour	Matrix
S340	0.166421	Truth_Taxonomic_abundance	Kraken2	Oral5	Oral	rJSD
S341	0.116818	Truth_Taxonomic_abundance	Kraken2	Skin1	Skin	rJSD
S342	0.116411	Truth_Taxonomic_abundance	Kraken2	Skin2	Skin	rJSD
S343	0.160422	Truth_Taxonomic_abundance	Kraken2	Skin3	Skin	rJSD
S344	0.168142	Truth_Taxonomic_abundance	Kraken2	Skin4	Skin	rJSD
S345	0.122234	Truth_Taxonomic_abundance	Kraken2	Skin5	Skin	rJSD
S346	0.105761	Truth_Taxonomic_abundance	Kraken2	Vaginal1	Vaginal	rJSD
S347	0.164115	Truth_Taxonomic_abundance	Kraken2	Vaginal2	Vaginal	rJSD
S348	0.144184	Truth_Taxonomic_abundance	Kraken2	Vaginal3	Vaginal	rJSD
S349	0.0983181	Truth_Taxonomic_abundance	Kraken2	Vaginal4	Vaginal	rJSD
S350	0.216685	Truth_Taxonomic_abundance	Kraken2	Vaginal5	Vaginal	rJSD
S351	0.102594	Truth_Taxonomic_abundance	mOTUs2	Building1	Building	rJSD
S352	0.0798925	Truth_Taxonomic_abundance	mOTUs2	Building2	Building	rJSD
S353	0.112473	Truth_Taxonomic_abundance	mOTUs2	Building3	Building	rJSD
S354	0.083551	Truth_Taxonomic_abundance	mOTUs2	Building4	Building	rJSD
S355	0.048999	Truth_Taxonomic_abundance	mOTUs2	Building5	Building	rJSD
S356	0.0866669	Truth_Taxonomic_abundance	mOTUs2	Gut1	Gut	rJSD
S357	0.0783354	Truth_Taxonomic_abundance	mOTUs2	Gut2	Gut	rJSD
S358	0.0607727	Truth_Taxonomic_abundance	mOTUs2	Gut3	Gut	rJSD
S359	0.11921	Truth_Taxonomic_abundance	mOTUs2	Gut4	Gut	rJSD
S360	0.136877	Truth_Taxonomic_abundance	mOTUs2	Gut5	Gut	rJSD
S361	0.106835	Truth_Taxonomic_abundance	mOTUs2	Oral1	Oral	rJSD
S362	0.093086	Truth_Taxonomic_abundance	mOTUs2	Oral2	Oral	rJSD
S363	0.108068	Truth_Taxonomic_abundance	mOTUs2	Oral3	Oral	rJSD
S364	0.124934	Truth_Taxonomic_abundance	mOTUs2	Oral4	Oral	rJSD
S365	0.159032	Truth_Taxonomic_abundance	mOTUs2	Oral5	Oral	rJSD
S366	0.0895486	Truth_Taxonomic_abundance	mOTUs2	Skin1	Skin	rJSD
S367	0.173266	Truth_Taxonomic_abundance	mOTUs2	Skin2	Skin	rJSD
S368	0.17189	Truth_Taxonomic_abundance	mOTUs2	Skin3	Skin	rJSD
S369	0.0549753	Truth_Taxonomic_abundance	mOTUs2	Skin4	Skin	rJSD
S370	0.074685	Truth_Taxonomic_abundance	mOTUs2	Skin5	Skin	rJSD
S371	0.047501	Truth_Taxonomic_abundance	mOTUs2	Vaginal1	Vaginal	rJSD
S372	0.0456863	Truth_Taxonomic_abundance	mOTUs2	Vaginal2	Vaginal	rJSD
S373	0.101451	Truth_Taxonomic_abundance	mOTUs2	Vaginal3	Vaginal	rJSD
S374	0.0416349	Truth_Taxonomic_abundance	mOTUs2	Vaginal4	Vaginal	rJSD
S375	0.0327999	Truth_Taxonomic_abundance	mOTUs2	Vaginal5	Vaginal	rJSD
S376	0.0955935	Truth_Taxonomic_abundance	MPA2	Building1	Building	rJSD
S377	0.0530237	Truth_Taxonomic_abundance	MPA2	Building2	Building	rJSD
S378	0.0510547	Truth_Taxonomic_abundance	MPA2	Building3	Building	rJSD
S379	0.032124	Truth_Taxonomic_abundance	MPA2	Building4	Building	rJSD
S380	0.0541392	Truth_Taxonomic_abundance	MPA2	Building5	Building	rJSD
S381	0.0581804	Truth_Taxonomic_abundance	MPA2	Gut1	Gut	rJSD
S382	0.105221	Truth_Taxonomic_abundance	MPA2	Gut2	Gut	rJSD
S383	0.121298	Truth_Taxonomic_abundance	MPA2	Gut3	Gut	rJSD
S384	0.107008	Truth_Taxonomic_abundance	MPA2	Gut4	Gut	rJSD
S385	0.0749817	Truth_Taxonomic_abundance	MPA2	Gut5	Gut	rJSD
S386	0.106513	Truth_Taxonomic_abundance	MPA2	Oral1	Oral	rJSD
S387	0.103627	Truth_Taxonomic_abundance	MPA2	Oral2	Oral	rJSD
S388	0.0881305	Truth_Taxonomic_abundance	MPA2	Oral3	Oral	rJSD
S389	0.0699257	Truth_Taxonomic_abundance	MPA2	Oral4	Oral	rJSD
S390	0.0928294	Truth_Taxonomic_abundance	MPA2	Oral5	Oral	rJSD
S391	0.102783	Truth_Taxonomic_abundance	MPA2	Skin1	Skin	rJSD
S392	0.203731	Truth_Taxonomic_abundance	MPA2	Skin2	Skin	rJSD
S393	0.0783562	Truth_Taxonomic_abundance	MPA2	Skin3	Skin	rJSD
S394	0.106334	Truth_Taxonomic_abundance	MPA2	Skin4	Skin	rJSD
S395	0.0531727	Truth_Taxonomic_abundance	MPA2	Skin5	Skin	rJSD
S396	0.0395146	Truth_Taxonomic_abundance	MPA2	Vaginal1	Vaginal	rJSD
S397	0.0824453	Truth_Taxonomic_abundance	MPA2	Vaginal2	Vaginal	rJSD
S398	0.0718188	Truth_Taxonomic_abundance	MPA2	Vaginal3	Vaginal	rJSD
S399	0.0457588	Truth_Taxonomic_abundance	MPA2	Vaginal4	Vaginal	rJSD
S400	0.20352	Truth_Taxonomic_abundance	MPA2	Vaginal5	Vaginal	rJSD
S401	0.088438259	Truth_Sequence_abundance	Bracken	Building1	Building	L1
S402	0.059170269	Truth_Sequence_abundance	Bracken	Building2	Building	L1
S403	0.057532853	Truth_Sequence_abundance	Bracken	Building3	Building	L1
S404	0.041664066	Truth_Sequence_abundance	Bracken	Building4	Building	L1
S405	0.103199233	Truth_Sequence_abundance	Bracken	Building5	Building	L1
S406	0.148607795	Truth_Sequence_abundance	Bracken	Gut1	Gut	L1
S407	0.131877671	Truth_Sequence_abundance	Bracken	Gut2	Gut	L1
S408	0.115124947	Truth_Sequence_abundance	Bracken	Gut3	Gut	L1
S409	0.175471866	Truth_Sequence_abundance	Bracken	Gut4	Gut	L1
S410	0.083775276	Truth_Sequence_abundance	Bracken	Gut5	Gut	L1
S411	0.060925181	Truth_Sequence_abundance	Bracken	Oral1	Oral	L1
S412	0.05460816	Truth_Sequence_abundance	Bracken	Oral2	Oral	L1
S413	0.116088691	Truth_Sequence_abundance	Bracken	Oral3	Oral	L1
S414	0.048186692	Truth_Sequence_abundance	Bracken	Oral4	Oral	L1
S415	0.079845481	Truth_Sequence_abundance	Bracken	Oral5	Oral	L1
S416	0.049850101	Truth_Sequence_abundance	Bracken	Skin1	Skin	L1
S417	0.048938771	Truth_Sequence_abundance	Bracken	Skin2	Skin	L1
S418	0.040763797	Truth_Sequence_abundance	Bracken	Skin3	Skin	L1
S419	0.055488707	Truth_Sequence_abundance	Bracken	Skin4	Skin	L1
S420	0.03532471	Truth_Sequence_abundance	Bracken	Skin5	Skin	L1
S421	0.005530852	Truth_Sequence_abundance	Bracken	Vaginal1	Vaginal	L1
S422	0.046374828	Truth_Sequence_abundance	Bracken	Vaginal2	Vaginal	L1
S423	0.042394988	Truth_Sequence_abundance	Bracken	Vaginal3	Vaginal	L1
S424	0.034147877	Truth_Sequence_abundance	Bracken	Vaginal4	Vaginal	L1
S425	0.065698302	Truth_Sequence_abundance	Bracken	Vaginal5	Vaginal	L1
S426	0.135592087	Truth_Sequence_abundance	Kraken2	Building1	Building	L1
S427	0.076702711	Truth_Sequence_abundance	Kraken2	Building2	Building	L1
S428	0.093955437	Truth_Sequence_abundance	Kraken2	Building3	Building	L1
S429	0.087583772	Truth_Sequence_abundance	Kraken2	Building4	Building	L1
S430	0.120336417	Truth_Sequence_abundance	Kraken2	Building5	Building	L1
S431	0.161976301	Truth_Sequence_abundance	Kraken2	Gut1	Gut	L1
S432	0.133661571	Truth_Sequence_abundance	Kraken2	Gut2	Gut	L1
S433	0.099334111	Truth_Sequence_abundance	Kraken2	Gut3	Gut	L1
S434	0.172575336	Truth_Sequence_abundance	Kraken2	Gut4	Gut	L1
S435	0.106723824	Truth_Sequence_abundance	Kraken2	Gut5	Gut	L1
S436	0.122196509	Truth_Sequence_abundance	Kraken2	Oral1	Oral	L1
S437	0.072507234	Truth_Sequence_abundance	Kraken2	Oral2	Oral	L1
S438	0.123480917	Truth_Sequence_abundance	Kraken2	Oral3	Oral	L1
S439	0.129119992	Truth_Sequence_abundance	Kraken2	Oral4	Oral	L1
S440	0.143973753	Truth_Sequence_abundance	Kraken2	Oral5	Oral	L1
S441	0.097622017	Truth_Sequence_abundance	Kraken2	Skin1	Skin	L1
S442	0.100014859	Truth_Sequence_abundance	Kraken2	Skin2	Skin	L1
S443	0.143026903	Truth_Sequence_abundance	Kraken2	Skin3	Skin	L1
S444	0.162711243	Truth_Sequence_abundance	Kraken2	Skin4	Skin	L1
S445	0.080509318	Truth_Sequence_abundance	Kraken2	Skin5	Skin	L1
S446	0.02788197	Truth_Sequence_abundance	Kraken2	Vaginal1	Vaginal	L1
S447	0.12955117	Truth_Sequence_abundance	Kraken2	Vaginal2	Vaginal	L1
S448	0.0954	Truth_Sequence_abundance	Kraken2	Vaginal3	Vaginal	L1
S449	0.109200001	Truth_Sequence_abundance	Kraken2	Vaginal4	Vaginal	L1
S450	0.213699998	Truth_Sequence_abundance	Kraken2	Vaginal5	Vaginal	L1
S451	0.285027098	Truth_Sequence_abundance	mOTUs2	Building1	Building	L1
S452	0.294773255	Truth_Sequence_abundance	mOTUs2	Building2	Building	L1
S453	0.275647941	Truth_Sequence_abundance	mOTUs2	Building3	Building	L1
S454	0.287000725	Truth_Sequence_abundance	mOTUs2	Building4	Building	L1
S455	0.281692443	Truth_Sequence_abundance	mOTUs2	Building5	Building	L1
S456	0.240924524	Truth_Sequence_abundance	mOTUs2	Gut1	Gut	L1
S457	0.368324972	Truth_Sequence_abundance	mOTUs2	Gut2	Gut	L1
S458	0.316151604	Truth_Sequence_abundance	mOTUs2	Gut3	Gut	L1
S459	0.354308209	Truth_Sequence_abundance	mOTUs2	Gut4	Gut	L1
S460	0.31051497	Truth_Sequence_abundance	mOTUs2	Gut5	Gut	L1
S461	0.261771056	Truth_Sequence_abundance	mOTUs2	Oral1	Oral	L1
S462	0.260143532	Truth_Sequence_abundance	mOTUs2	Oral2	Oral	L1
S463	0.321586839	Truth_Sequence_abundance	mOTUs2	Oral3	Oral	L1
S464	0.306540968	Truth_Sequence_abundance	mOTUs2	Oral4	Oral	L1
S465	0.334677077	Truth_Sequence_abundance	mOTUs2	Oral5	Oral	L1
S466	0.304423183	Truth_Sequence_abundance	mOTUs2	Skin1	Skin	L1
S467	0.391767136	Truth_Sequence_abundance	mOTUs2	Skin2	Skin	L1
S468	0.383856698	Truth_Sequence_abundance	mOTUs2	Skin3	Skin	L1
S469	0.301445516	Truth_Sequence_abundance	mOTUs2	Skin4	Skin	L1
S470	0.250937732	Truth_Sequence_abundance	mOTUs2	Skin5	Skin	L1
S471	0.309117929	Truth_Sequence_abundance	mOTUs2	Vaginal1	Vaginal	L1
S472	0.362555558	Truth_Sequence_abundance	mOTUs2	Vaginal2	Vaginal	L1
S473	0.415280655	Truth_Sequence_abundance	mOTUs2	Vaginal3	Vaginal	L1
S474	0.247880181	Truth_Sequence_abundance	mOTUs2	Vaginal4	Vaginal	L1
S475	0.382144416	Truth_Sequence_abundance	mOTUs2	Vaginal5	Vaginal	L1
S476	0.383533127	Truth_Sequence_abundance	MPA2	Building1	Building	L1
S477	0.247281685	Truth_Sequence_abundance	MPA2	Building2	Building	L1
S478	0.251559007	Truth_Sequence_abundance	MPA2	Building3	Building	L1
S479	0.262472166	Truth_Sequence_abundance	MPA2	Building4	Building	L1
S480	0.288473223	Truth_Sequence_abundance	MPA2	Building5	Building	L1
S481	0.312584287	Truth_Sequence_abundance	MPA2	Gut1	Gut	L1
S482	0.349024167	Truth_Sequence_abundance	MPA2	Gut2	Gut	L1
S483	0.352679645	Truth_Sequence_abundance	MPA2	Gut3	Gut	L1
S484	0.282638642	Truth_Sequence_abundance	MPA2	Gut4	Gut	L1
S485	0.303785898	Truth_Sequence_abundance	MPA2	Gut5	Gut	L1
S486	0.236838323	Truth_Sequence_abundance	MPA2	Oral1	Oral	L1
S487	0.226287826	Truth_Sequence_abundance	MPA2	Oral2	Oral	L1
S488	0.278101489	Truth_Sequence_abundance	MPA2	Oral3	Oral	L1
S489	0.258614032	Truth_Sequence_abundance	MPA2	Oral4	Oral	L1
S490	0.259044047	Truth_Sequence_abundance	MPA2	Oral5	Oral	L1
S491	0.311706829	Truth_Sequence_abundance	MPA2	Skin1	Skin	L1
S492	0.335272365	Truth_Sequence_abundance	MPA2	Skin2	Skin	L1
S493	0.242507985	Truth_Sequence_abundance	MPA2	Skin3	Skin	L1
S494	0.313621939	Truth_Sequence_abundance	MPA2	Skin4	Skin	L1
S495	0.221797274	Truth_Sequence_abundance	MPA2	Skin5	Skin	L1
S496	0.212494074	Truth_Sequence_abundance	MPA2	Vaginal1	Vaginal	L1
S497	0.289751524	Truth_Sequence_abundance	MPA2	Vaginal2	Vaginal	L1
S498	0.296507464	Truth_Sequence_abundance	MPA2	Vaginal3	Vaginal	L1
S499	0.195274249	Truth_Sequence_abundance	MPA2	Vaginal4	Vaginal	L1
S500	0.460699966	Truth_Sequence_abundance	MPA2	Vaginal5	Vaginal	L1
S501	0.252288437	Truth_Taxonomic_abundance	Bracken	Building1	Building	L1
S502	0.26803506	Truth_Taxonomic_abundance	Bracken	Building2	Building	L1
S503	0.267121851	Truth_Taxonomic_abundance	Bracken	Building3	Building	L1
S504	0.271882286	Truth_Taxonomic_abundance	Bracken	Building4	Building	L1
S505	0.290812123	Truth_Taxonomic_abundance	Bracken	Building5	Building	L1
S506	0.32220448	Truth_Taxonomic_abundance	Bracken	Gut1	Gut	L1
S507	0.360159303	Truth_Taxonomic_abundance	Bracken	Gut2	Gut	L1
S508	0.336452592	Truth_Taxonomic_abundance	Bracken	Gut3	Gut	L1
S509	0.32684036	Truth_Taxonomic_abundance	Bracken	Gut4	Gut	L1
S510	0.278070367	Truth_Taxonomic_abundance	Bracken	Gut5	Gut	L1
S511	0.229702589	Truth_Taxonomic_abundance	Bracken	Oral1	Oral	L1
S512	0.225199695	Truth_Taxonomic_abundance	Bracken	Oral2	Oral	L1
S513	0.312229233	Truth_Taxonomic_abundance	Bracken	Oral3	Oral	L1
S514	0.272220055	Truth_Taxonomic_abundance	Bracken	Oral4	Oral	L1
S515	0.276344599	Truth_Taxonomic_abundance	Bracken	Oral5	Oral	L1
S516	0.237261607	Truth_Taxonomic_abundance	Bracken	Skin1	Skin	L1
S517	0.223203161	Truth_Taxonomic_abundance	Bracken	Skin2	Skin	L1
S518	0.156597729	Truth_Taxonomic_abundance	Bracken	Skin3	Skin	L1
S519	0.29599381	Truth_Taxonomic_abundance	Bracken	Skin4	Skin	L1
S520	0.235011962	Truth_Taxonomic_abundance	Bracken	Skin5	Skin	L1
S521	0.239427764	Truth_Taxonomic_abundance	Bracken	Vaginal1	Vaginal	L1
S522	0.335979879	Truth_Taxonomic_abundance	Bracken	Vaginal2	Vaginal	L1
S523	0.349044123	Truth_Taxonomic_abundance	Bracken	Vaginal3	Vaginal	L1
S524	0.196831602	Truth_Taxonomic_abundance	Bracken	Vaginal4	Vaginal	L1
S525	0.38439589	Truth_Taxonomic_abundance	Bracken	Vaginal5	Vaginal	L1
S526	0.263788155	Truth_Taxonomic_abundance	Kraken2	Building1	Building	L1
S527	0.27460557	Truth_Taxonomic_abundance	Kraken2	Building2	Building	L1
S528	0.283686563	Truth_Taxonomic_abundance	Kraken2	Building3	Building	L1
S529	0.300304414	Truth_Taxonomic_abundance	Kraken2	Building4	Building	L1
S530	0.319908133	Truth_Taxonomic_abundance	Kraken2	Building5	Building	L1
S531	0.34247943	Truth_Taxonomic_abundance	Kraken2	Gut1	Gut	L1
S532	0.363940921	Truth_Taxonomic_abundance	Kraken2	Gut2	Gut	L1
S533	0.34481584	Truth_Taxonomic_abundance	Kraken2	Gut3	Gut	L1
S534	0.323185354	Truth_Taxonomic_abundance	Kraken2	Gut4	Gut	L1
S535	0.277665035	Truth_Taxonomic_abundance	Kraken2	Gut5	Gut	L1
S536	0.239597609	Truth_Taxonomic_abundance	Kraken2	Oral1	Oral	L1
S537	0.232656835	Truth_Taxonomic_abundance	Kraken2	Oral2	Oral	L1
S538	0.325387415	Truth_Taxonomic_abundance	Kraken2	Oral3	Oral	L1
S539	0.286772381	Truth_Taxonomic_abundance	Kraken2	Oral4	Oral	L1
S540	0.293279481	Truth_Taxonomic_abundance	Kraken2	Oral5	Oral	L1
S541	0.251354353	Truth_Taxonomic_abundance	Kraken2	Skin1	Skin	L1
S542	0.247364751	Truth_Taxonomic_abundance	Kraken2	Skin2	Skin	L1
S543	0.234559191	Truth_Taxonomic_abundance	Kraken2	Skin3	Skin	L1
S544	0.318711324	Truth_Taxonomic_abundance	Kraken2	Skin4	Skin	L1
S545	0.236973828	Truth_Taxonomic_abundance	Kraken2	Skin5	Skin	L1
S546	0.235841202	Truth_Taxonomic_abundance	Kraken2	Vaginal1	Vaginal	L1
S547	0.352943319	Truth_Taxonomic_abundance	Kraken2	Vaginal2	Vaginal	L1
S548	0.343615683	Truth_Taxonomic_abundance	Kraken2	Vaginal3	Vaginal	L1
S549	0.203298964	Truth_Taxonomic_abundance	Kraken2	Vaginal4	Vaginal	L1
S550	0.404206282	Truth_Taxonomic_abundance	Kraken2	Vaginal5	Vaginal	L1
S551	0.17018441	Truth_Taxonomic_abundance	mOTUs2	Building1	Building	L1
S552	0.114346854	Truth_Taxonomic_abundance	mOTUs2	Building2	Building	L1
S553	0.129215855	Truth_Taxonomic_abundance	mOTUs2	Building3	Building	L1
S554	0.097421929	Truth_Taxonomic_abundance	mOTUs2	Building4	Building	L1
S555	0.073359349	Truth_Taxonomic_abundance	mOTUs2	Building5	Building	L1
S556	0.188112211	Truth_Taxonomic_abundance	mOTUs2	Gut1	Gut	L1
S557	0.126947758	Truth_Taxonomic_abundance	mOTUs2	Gut2	Gut	L1
S558	0.114839447	Truth_Taxonomic_abundance	mOTUs2	Gut3	Gut	L1
S559	0.183129655	Truth_Taxonomic_abundance	mOTUs2	Gut4	Gut	L1
S560	0.231469119	Truth_Taxonomic_abundance	mOTUs2	Gut5	Gut	L1
S561	0.196304848	Truth_Taxonomic_abundance	mOTUs2	Oral1	Oral	L1
S562	0.143987421	Truth_Taxonomic_abundance	mOTUs2	Oral2	Oral	L1
S563	0.181672903	Truth_Taxonomic_abundance	mOTUs2	Oral3	Oral	L1
S564	0.166409353	Truth_Taxonomic_abundance	mOTUs2	Oral4	Oral	L1
S565	0.249936933	Truth_Taxonomic_abundance	mOTUs2	Oral5	Oral	L1
S566	0.155061517	Truth_Taxonomic_abundance	mOTUs2	Skin1	Skin	L1
S567	0.252523184	Truth_Taxonomic_abundance	mOTUs2	Skin2	Skin	L1
S568	0.297009632	Truth_Taxonomic_abundance	mOTUs2	Skin3	Skin	L1
S569	0.097629091	Truth_Taxonomic_abundance	mOTUs2	Skin4	Skin	L1
S570	0.107596778	Truth_Taxonomic_abundance	mOTUs2	Skin5	Skin	L1
S571	0.114167499	Truth_Taxonomic_abundance	mOTUs2	Vaginal1	Vaginal	L1
S572	0.099851627	Truth_Taxonomic_abundance	mOTUs2	Vaginal2	Vaginal	L1
S573	0.236437654	Truth_Taxonomic_abundance	mOTUs2	Vaginal3	Vaginal	L1
S574	0.083348998	Truth_Taxonomic_abundance	mOTUs2	Vaginal4	Vaginal	L1
S575	0.06205763	Truth_Taxonomic_abundance	mOTUs2	Vaginal5	Vaginal	L1
S576	0.190568325	Truth_Taxonomic_abundance	MPA2	Building1	Building	L1
S577	0.078508076	Truth_Taxonomic_abundance	MPA2	Building2	Building	L1
S578	0.079555977	Truth_Taxonomic_abundance	MPA2	Building3	Building	L1
S579	0.05678909	Truth_Taxonomic_abundance	MPA2	Building4	Building	L1
S580	0.066250547	Truth_Taxonomic_abundance	MPA2	Building5	Building	L1
S581	0.07896748	Truth_Taxonomic_abundance	MPA2	Gut1	Gut	L1
S582	0.138835801	Truth_Taxonomic_abundance	MPA2	Gut2	Gut	L1
S583	0.148644834	Truth_Taxonomic_abundance	MPA2	Gut3	Gut	L1
S584	0.116438414	Truth_Taxonomic_abundance	MPA2	Gut4	Gut	L1
S585	0.080710761	Truth_Taxonomic_abundance	MPA2	Gut5	Gut	L1
S586	0.113160985	Truth_Taxonomic_abundance	MPA2	Oral1	Oral	L1
S587	0.110632407	Truth_Taxonomic_abundance	MPA2	Oral2	Oral	L1
S588	0.117358949	Truth_Taxonomic_abundance	MPA2	Oral3	Oral	L1
S589	0.097026289	Truth_Taxonomic_abundance	MPA2	Oral4	Oral	L1
S590	0.144862015	Truth_Taxonomic_abundance	MPA2	Oral5	Oral	L1
S591	0.156349297	Truth_Taxonomic_abundance	MPA2	Skin1	Skin	L1
S592	0.340136201	Truth_Taxonomic_abundance	MPA2	Skin2	Skin	L1
S593	0.143301833	Truth_Taxonomic_abundance	MPA2	Skin3	Skin	L1
S594	0.15132701	Truth_Taxonomic_abundance	MPA2	Skin4	Skin	L1
S595	0.073016812	Truth_Taxonomic_abundance	MPA2	Skin5	Skin	L1
S596	0.059884506	Truth_Taxonomic_abundance	MPA2	Vaginal1	Vaginal	L1
S597	0.092473661	Truth_Taxonomic_abundance	MPA2	Vaginal2	Vaginal	L1
S598	0.088562385	Truth_Taxonomic_abundance	MPA2	Vaginal3	Vaginal	L1
S599	0.058537688	Truth_Taxonomic_abundance	MPA2	Vaginal4	Vaginal	L1
S600	0.299481304	Truth_Taxonomic_abundance	MPA2	Vaginal5	Vaginal	L1
S601	0.0504299	Truth_Sequence_abundance	Bracken	Building1	Building	L2
S602	0.0206795	Truth_Sequence_abundance	Bracken	Building2	Building	L2
S603	0.0157945	Truth_Sequence_abundance	Bracken	Building3	Building	L2
S604	0.0107981	Truth_Sequence_abundance	Bracken	Building4	Building	L2
S605	0.0371824	Truth_Sequence_abundance	Bracken	Building5	Building	L2
S606	0.0515731	Truth_Sequence_abundance	Bracken	Gut1	Gut	L2
S607	0.0325505	Truth_Sequence_abundance	Bracken	Gut2	Gut	L2
S608	0.0468487	Truth_Sequence_abundance	Bracken	Gut3	Gut	L2
S609	0.0597118	Truth_Sequence_abundance	Bracken	Gut4	Gut	L2
S610	0.0273187	Truth_Sequence_abundance	Bracken	Gut5	Gut	L2
S611	0.0174262	Truth_Sequence_abundance	Bracken	Oral1	Oral	L2
S612	0.0142909	Truth_Sequence_abundance	Bracken	Oral2	Oral	L2
S613	0.0471929	Truth_Sequence_abundance	Bracken	Oral3	Oral	L2
S614	0.0119085	Truth_Sequence_abundance	Bracken	Oral4	Oral	L2
S615	0.0230363	Truth_Sequence_abundance	Bracken	Oral5	Oral	L2
S616	0.0128055	Truth_Sequence_abundance	Bracken	Skin1	Skin	L2
S617	0.0141674	Truth_Sequence_abundance	Bracken	Skin2	Skin	L2
S618	0.0207339	Truth_Sequence_abundance	Bracken	Skin3	Skin	L2
S619	0.016859	Truth_Sequence_abundance	Bracken	Skin4	Skin	L2
S620	0.0102925	Truth_Sequence_abundance	Bracken	Skin5	Skin	L2
S621	0.00255996	Truth_Sequence_abundance	Bracken	Vaginal1	Vaginal	L2
S622	0.0200144	Truth_Sequence_abundance	Bracken	Vaginal2	Vaginal	L2
S623	0.0302674	Truth_Sequence_abundance	Bracken	Vaginal3	Vaginal	L2
S624	0.0201549	Truth_Sequence_abundance	Bracken	Vaginal4	Vaginal	L2
S625	0.0293015	Truth_Sequence_abundance	Bracken	Vaginal5	Vaginal	L2
S626	0.0521581	Truth_Sequence_abundance	Kraken2	Building1	Building	L2
S627	0.0225799	Truth_Sequence_abundance	Kraken2	Building2	Building	L2
S628	0.0228585	Truth_Sequence_abundance	Kraken2	Building3	Building	L2
S629	0.023112	Truth_Sequence_abundance	Kraken2	Building4	Building	L2
S630	0.0419612	Truth_Sequence_abundance	Kraken2	Building5	Building	L2
S631	0.0567692	Truth_Sequence_abundance	Kraken2	Gut1	Gut	L2
S632	0.0366511	Truth_Sequence_abundance	Kraken2	Gut2	Gut	L2
S633	0.0492801	Truth_Sequence_abundance	Kraken2	Gut3	Gut	L2
S634	0.06605	Truth_Sequence_abundance	Kraken2	Gut4	Gut	L2
S635	0.0330512	Truth_Sequence_abundance	Kraken2	Gut5	Gut	L2
S636	0.0336429	Truth_Sequence_abundance	Kraken2	Oral1	Oral	L2
S637	0.0173105	Truth_Sequence_abundance	Kraken2	Oral2	Oral	L2
S638	0.0507234	Truth_Sequence_abundance	Kraken2	Oral3	Oral	L2
S639	0.0407277	Truth_Sequence_abundance	Kraken2	Oral4	Oral	L2
S640	0.0441921	Truth_Sequence_abundance	Kraken2	Oral5	Oral	L2
S641	0.0239076	Truth_Sequence_abundance	Kraken2	Skin1	Skin	L2
S642	0.0230253	Truth_Sequence_abundance	Kraken2	Skin2	Skin	L2
S643	0.0668642	Truth_Sequence_abundance	Kraken2	Skin3	Skin	L2
S644	0.0497919	Truth_Sequence_abundance	Kraken2	Skin4	Skin	L2
S645	0.0182185	Truth_Sequence_abundance	Kraken2	Skin5	Skin	L2
S646	0.00572049	Truth_Sequence_abundance	Kraken2	Vaginal1	Vaginal	L2
S647	0.0506202	Truth_Sequence_abundance	Kraken2	Vaginal2	Vaginal	L2
S648	0.039498	Truth_Sequence_abundance	Kraken2	Vaginal3	Vaginal	L2
S649	0.0462977	Truth_Sequence_abundance	Kraken2	Vaginal4	Vaginal	L2
S650	0.0931952	Truth_Sequence_abundance	Kraken2	Vaginal5	Vaginal	L2
S651	0.0515079	Truth_Sequence_abundance	mOTUs2	Building1	Building	L2
S652	0.0548036	Truth_Sequence_abundance	mOTUs2	Building2	Building	L2
S653	0.0496549	Truth_Sequence_abundance	mOTUs2	Building3	Building	L2
S654	0.049358	Truth_Sequence_abundance	mOTUs2	Building4	Building	L2
S655	0.0604211	Truth_Sequence_abundance	mOTUs2	Building5	Building	L2
S656	0.0456334	Truth_Sequence_abundance	mOTUs2	Gut1	Gut	L2
S657	0.0767364	Truth_Sequence_abundance	mOTUs2	Gut2	Gut	L2
S658	0.0849976	Truth_Sequence_abundance	mOTUs2	Gut3	Gut	L2
S659	0.0845675	Truth_Sequence_abundance	mOTUs2	Gut4	Gut	L2
S660	0.0694253	Truth_Sequence_abundance	mOTUs2	Gut5	Gut	L2
S661	0.0458432	Truth_Sequence_abundance	mOTUs2	Oral1	Oral	L2
S662	0.0506205	Truth_Sequence_abundance	mOTUs2	Oral2	Oral	L2
S663	0.0620706	Truth_Sequence_abundance	mOTUs2	Oral3	Oral	L2
S664	0.0531831	Truth_Sequence_abundance	mOTUs2	Oral4	Oral	L2
S665	0.0763351	Truth_Sequence_abundance	mOTUs2	Oral5	Oral	L2
S666	0.0551163	Truth_Sequence_abundance	mOTUs2	Skin1	Skin	L2
S667	0.101747	Truth_Sequence_abundance	mOTUs2	Skin2	Skin	L2
S668	0.106761	Truth_Sequence_abundance	mOTUs2	Skin3	Skin	L2
S669	0.0574309	Truth_Sequence_abundance	mOTUs2	Skin4	Skin	L2
S670	0.0517948	Truth_Sequence_abundance	mOTUs2	Skin5	Skin	L2
S671	0.121681	Truth_Sequence_abundance	mOTUs2	Vaginal1	Vaginal	L2
S672	0.107361	Truth_Sequence_abundance	mOTUs2	Vaginal2	Vaginal	L2
S673	0.126783	Truth_Sequence_abundance	mOTUs2	Vaginal3	Vaginal	L2
S674	0.0693655	Truth_Sequence_abundance	mOTUs2	Vaginal4	Vaginal	L2
S675	0.110575	Truth_Sequence_abundance	mOTUs2	Vaginal5	Vaginal	L2
