	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100
S027	0.292942	0.291276	0.314772	0.371597	0.417329	0.26859	0.359779	0.262482	0.339879	0.272548	0.310161	0.351497	0.269795	0.369455	0.323779	0.258619	0.351668	0.395212	0.27812	0.295317	0.271272	0.472925	0.270572	0.343477	0.297813	0.30146	0	0.28764	0.231035	0.403287	0.386478	0.250499	0.400264	0.26165	0.357001	0.269624	0.41164	0.271383	0.317756	0.427733	0.254848	0.36395	0.286587	0.347461	0.265253	0.25222	0.300686	0.385953	0.281813	0.348553	0.283609	0.275554	0.315688	0.258555	0.402112	0.361973	0.351914	0.332183	0.497292	0.353408	0.289985	0.602324	0.356628	0.306865	0.303668	0.269922	0.314122	0.289445	0.312962	0.332972	0.238491	0.300254	0.440141	0.267241	0.317704	0.261615	0.259954	0.279843	0.259531	0.25609	0.393117	0.24005	0.290261	0.285533	0.314422	0.263223	0.385836	0.453917	0.292792	0.280709	0.385579	0.442862	0.453847	0.2807	0.290571	0.323939	0.327731	0.290145	0.282054	0.315137
S028	0.332366	0.342453	0.340868	0.384419	0.4133	0.300556	0.353666	0.283885	0.348283	0.331803	0.324012	0.375091	0.29945	0.372234	0.325367	0.262654	0.389398	0.390895	0.309189	0.336322	0.311101	0.492387	0.263478	0.368514	0.323382	0.320495	0.28764	0	0.288595	0.415463	0.402332	0.276259	0.413493	0.303374	0.377832	0.320362	0.407085	0.295154	0.32099	0.449302	0.260944	0.35818	0.248745	0.314672	0.280153	0.271485	0.300544	0.40141	0.303026	0.350949	0.312309	0.290836	0.318716	0.328748	0.421147	0.341199	0.357445	0.354862	0.500274	0.365533	0.331448	0.590382	0.37998	0.333087	0.331576	0.244443	0.296898	0.29556	0.328091	0.354995	0.258336	0.312014	0.452066	0.262077	0.341308	0.290279	0.280839	0.255454	0.266131	0.277195	0.423021	0.269355	0.28824	0.261927	0.341762	0.27971	0.415309	0.404059	0.287475	0.28655	0.392411	0.471344	0.442642	0.312581	0.315697	0.329929	0.319531	0.313319	0.282934	0.354997
S029	0.281358	0.26776	0.305454	0.378594	0.424962	0.287616	0.36558	0.270473	0.333189	0.26475	0.270169	0.30968	0.305617	0.372111	0.316523	0.262646	0.365679	0.377247	0.27818	0.324149	0.270653	0.47985	0.274988	0.36246	0.285679	0.298357	0.231035	0.288595	0	0.399066	0.375249	0.250283	0.406705	0.291756	0.365495	0.315692	0.393573	0.277774	0.308075	0.431921	0.255046	0.354901	0.2942	0.303455	0.275344	0.251157	0.288442	0.388503	0.289192	0.341543	0.290374	0.288875	0.320915	0.281498	0.395849	0.364959	0.360407	0.35042	0.497121	0.356375	0.319443	0.598827	0.357964	0.327252	0.347217	0.267525	0.307706	0.289778	0.32927	0.33166	0.256301	0.310314	0.431037	0.267612	0.324418	0.27329	0.270996	0.296798	0.257623	0.268659	0.394564	0.258223	0.300187	0.274589	0.24525	0.255514	0.396696	0.425379	0.297746	0.268961	0.381094	0.474447	0.440365	0.308357	0.287285	0.319372	0.33739	0.298467	0.279923	0.296953
S030	0.455045	0.448117	0.371264	0.479844	0.515367	0.416999	0.426317	0.398019	0.453255	0.410042	0.440954	0.444901	0.419734	0.433236	0.407993	0.405766	0.480633	0.494055	0.391506	0.408908	0.439592	0.460921	0.407369	0.474139	0.426834	0.428147	0.403287	0.415463	0.399066	0	0.494127	0.404132	0.476774	0.423208	0.441516	0.432465	0.464182	0.38961	0.428589	0.536005	0.36582	0.457	0.404981	0.457741	0.36574	0.404412	0.431063	0.492862	0.402292	0.427545	0.421261	0.391281	0.41195	0.427678	0.494118	0.447347	0.467926	0.442553	0.583415	0.458141	0.429648	0.673119	0.468485	0.42146	0.432266	0.416742	0.425221	0.420333	0.391251	0.456022	0.407367	0.434996	0.508719	0.399461	0.443136	0.411209	0.3898	0.418115	0.398594	0.400551	0.506885	0.400977	0.417828	0.391417	0.429351	0.384288	0.502334	0.549567	0.373068	0.41506	0.494881	0.563698	0.549367	0.419349	0.403391	0.407051	0.422894	0.412356	0.40972	0.457174
S031	0.438893	0.407099	0.424032	0.480857	0.513422	0.388889	0.448353	0.390081	0.441762	0.422433	0.425361	0.455508	0.411283	0.459764	0.392463	0.358033	0.454603	0.483411	0.412279	0.419099	0.41996	0.549101	0.38157	0.462072	0.414789	0.412966	0.386478	0.402332	0.375249	0.494127	0	0.383061	0.493591	0.401832	0.445726	0.413409	0.488211	0.375688	0.421131	0.524447	0.371847	0.463677	0.405384	0.44303	0.369786	0.384485	0.406208	0.467132	0.369579	0.448794	0.411062	0.402023	0.379608	0.404784	0.411764	0.449535	0.4631	0.439048	0.575656	0.456011	0.431927	0.665776	0.447297	0.420814	0.406682	0.394011	0.41294	0.409798	0.417091	0.417958	0.369993	0.420013	0.524557	0.366832	0.42568	0.381124	0.369049	0.393134	0.385464	0.38449	0.494285	0.361879	0.373567	0.355014	0.431144	0.362658	0.472104	0.539379	0.401493	0.401745	0.472192	0.502445	0.539175	0.406588	0.389768	0.432185	0.439993	0.368535	0.372317	0.438739
S032	0.324263	0.287008	0.298756	0.384729	0.424052	0.27243	0.370957	0.255056	0.334646	0.303692	0.269535	0.340544	0.29515	0.370075	0.318606	0.261988	0.336642	0.392764	0.269604	0.31425	0.312464	0.478782	0.261236	0.351439	0.301713	0.300026	0.250499	0.276259	0.250283	0.404132	0.383061	0	0.39886	0.287292	0.358926	0.310058	0.410911	0.273	0.30991	0.438584	0.246644	0.360226	0.273486	0.328618	0.239881	0.266485	0.271697	0.380433	0.280519	0.33629	0.2764	0.274869	0.301783	0.306539	0.399164	0.339785	0.362988	0.317176	0.498927	0.339006	0.322192	0.577621	0.359302	0.31833	0.324249	0.278189	0.303328	0.283462	0.331095	0.324097	0.260808	0.315198	0.430869	0.262286	0.297717	0.263028	0.265305	0.286182	0.240391	0.271086	0.400039	0.256807	0.271213	0.282943	0.312787	0.265745	0.391725	0.441463	0.289764	0.263951	0.376612	0.471376	0.450882	0.307297	0.27068	0.300887	0.339476	0.27738	0.275178	0.330896
S033	0.450938	0.441096	0.443608	0.484979	0.524721	0.403255	0.456928	0.370023	0.454038	0.429018	0.441109	0.430868	0.427793	0.461586	0.446595	0.382628	0.478165	0.493153	0.422993	0.436201	0.437813	0.549676	0.408443	0.469958	0.415617	0.397633	0.400264	0.413493	0.406705	0.476774	0.493591	0.39886	0	0.407979	0.470762	0.425897	0.492802	0.380548	0.421496	0.528199	0.392614	0.440248	0.408637	0.457783	0.397871	0.388646	0.428992	0.489667	0.418257	0.383634	0.393947	0.414293	0.439336	0.425379	0.501766	0.473081	0.475236	0.459614	0.583451	0.448175	0.407379	0.674528	0.467173	0.429618	0.442543	0.386822	0.428899	0.407736	0.45138	0.451887	0.39616	0.439362	0.529335	0.399065	0.437353	0.416626	0.395162	0.402004	0.381068	0.393853	0.49476	0.389854	0.406118	0.399442	0.439603	0.406396	0.502966	0.550146	0.418836	0.363051	0.491038	0.556922	0.545598	0.43063	0.409258	0.443938	0.452149	0.418296	0.408044	0.449304
S034	0.336141	0.340385	0.343285	0.398649	0.419139	0.277285	0.390867	0.23138	0.355122	0.322397	0.311273	0.368015	0.312176	0.369043	0.342214	0.290875	0.37048	0.391189	0.30589	0.349512	0.31255	0.494202	0.298026	0.378884	0.310768	0.322168	0.26165	0.303374	0.291756	0.423208	0.401832	0.287292	0.407979	0	0.383487	0.309649	0.422247	0.302161	0.321469	0.453956	0.252464	0.370068	0.299424	0.342096	0.28768	0.276324	0.323596	0.403688	0.299274	0.352659	0.287288	0.299791	0.322651	0.304705	0.402868	0.372495	0.343611	0.367134	0.513467	0.354943	0.291625	0.612525	0.372646	0.328133	0.335072	0.290549	0.338507	0.302343	0.346995	0.3072	0.264031	0.326703	0.449003	0.294818	0.338114	0.296097	0.288217	0.28555	0.281239	0.296869	0.355173	0.28261	0.301925	0.304808	0.335027	0.285016	0.410448	0.475262	0.309873	0.28094	0.40573	0.452131	0.459793	0.33289	0.31838	0.320832	0.316534	0.31423	0.294527	0.363401
S035	0.413501	0.402949	0.403748	0.449676	0.48534	0.376692	0.430587	0.347919	0.404814	0.309137	0.392692	0.437223	0.351217	0.435925	0.406507	0.368378	0.446051	0.466887	0.361299	0.38668	0.387281	0.537323	0.32043	0.426869	0.39425	0.361852	0.357001	0.377832	0.365495	0.441516	0.445726	0.358926	0.470762	0.383487	0	0.397524	0.47834	0.362119	0.396199	0.482094	0.352305	0.430659	0.385037	0.413762	0.353847	0.358137	0.379188	0.439064	0.370966	0.403839	0.383708	0.314357	0.392994	0.399342	0.420028	0.43981	0.43941	0.437644	0.538251	0.431913	0.390973	0.651139	0.42842	0.312524	0.423078	0.37832	0.371433	0.375231	0.386454	0.420491	0.348899	0.389649	0.498225	0.325622	0.395449	0.341433	0.352863	0.384723	0.357411	0.358621	0.478485	0.346259	0.364444	0.384598	0.399441	0.365145	0.463983	0.517948	0.366501	0.362942	0.453505	0.534629	0.520092	0.388291	0.373138	0.40088	0.412004	0.387811	0.340827	0.410624
S036	0.360629	0.361869	0.359521	0.38232	0.423337	0.327138	0.39582	0.298787	0.37211	0.332631	0.346486	0.384382	0.322649	0.400094	0.349759	0.304463	0.401932	0.417816	0.332107	0.358548	0.353426	0.503304	0.314822	0.361352	0.34448	0.3409	0.269624	0.320362	0.315692	0.432465	0.413409	0.310058	0.425897	0.309649	0.397524	0	0.440565	0.294205	0.339555	0.467862	0.298149	0.320591	0.299984	0.373537	0.302828	0.304201	0.338194	0.417097	0.314184	0.377987	0.331563	0.320175	0.35696	0.347588	0.432027	0.398182	0.385614	0.390616	0.517244	0.377798	0.339698	0.620322	0.378748	0.345994	0.360048	0.319944	0.347788	0.324082	0.358652	0.349551	0.277276	0.31823	0.464465	0.302443	0.344971	0.298591	0.305534	0.323648	0.30061	0.309609	0.416123	0.291991	0.326341	0.310196	0.352917	0.303223	0.425563	0.472448	0.332958	0.317112	0.417879	0.498122	0.466022	0.341386	0.319512	0.350875	0.352393	0.322272	0.295878	0.352878
S037	0.439792	0.437125	0.351024	0.493164	0.526441	0.415255	0.482031	0.407001	0.450791	0.440995	0.435031	0.472519	0.433552	0.479051	0.435985	0.400432	0.472197	0.429154	0.428872	0.442473	0.444285	0.572769	0.414985	0.474317	0.416599	0.432809	0.41164	0.407085	0.393573	0.464182	0.488211	0.410911	0.492802	0.422247	0.47834	0.440565	0	0.410611	0.422331	0.539175	0.396995	0.445725	0.416472	0.458008	0.406269	0.407003	0.433811	0.468754	0.421819	0.451244	0.413133	0.406665	0.445163	0.4405	0.505095	0.481663	0.475152	0.475107	0.587218	0.405746	0.445504	0.59437	0.477992	0.41667	0.464126	0.416163	0.402802	0.427087	0.452794	0.460994	0.41018	0.422482	0.508102	0.387524	0.446978	0.416263	0.409957	0.426053	0.408801	0.410325	0.506795	0.385222	0.417727	0.429313	0.446823	0.409089	0.507314	0.55478	0.397355	0.415308	0.451779	0.566563	0.554582	0.441742	0.42775	0.448059	0.432289	0.434851	0.412554	0.446184
S038	0.344897	0.336979	0.329432	0.392647	0.429186	0.295872	0.358077	0.248376	0.343121	0.30762	0.328659	0.311326	0.290318	0.372672	0.304711	0.271051	0.380701	0.395453	0.288841	0.331874	0.318772	0.459813	0.279184	0.372948	0.311802	0.286417	0.271383	0.295154	0.277774	0.38961	0.375688	0.273	0.380548	0.302161	0.362119	0.294205	0.410611	0	0.309034	0.445905	0.258418	0.361718	0.300241	0.35367	0.260556	0.259808	0.316621	0.395399	0.269505	0.317164	0.300321	0.280923	0.327173	0.315156	0.396118	0.358484	0.365496	0.367656	0.450533	0.360651	0.331423	0.608915	0.363152	0.302148	0.338011	0.289373	0.315295	0.297743	0.331376	0.344735	0.279591	0.315945	0.446681	0.267153	0.30672	0.293148	0.27266	0.295301	0.264581	0.284026	0.415584	0.262659	0.287951	0.285688	0.321021	0.275545	0.391115	0.463946	0.27009	0.283482	0.395894	0.457211	0.460212	0.312981	0.286615	0.31981	0.329745	0.304477	0.289909	0.347534
S039	0.372489	0.341094	0.354341	0.421021	0.453618	0.318051	0.395346	0.307221	0.343661	0.348465	0.339942	0.376658	0.339859	0.409651	0.361453	0.31022	0.394569	0.42479	0.335685	0.365003	0.323605	0.498336	0.325155	0.39816	0.343842	0.333234	0.317756	0.32099	0.308075	0.428589	0.421131	0.30991	0.421496	0.321469	0.396199	0.339555	0.422331	0.309034	0	0.442939	0.298009	0.393732	0.328183	0.373434	0.312129	0.312271	0.349681	0.397783	0.325641	0.369172	0.328398	0.319752	0.359076	0.344062	0.43956	0.379708	0.389148	0.388681	0.523605	0.382294	0.355503	0.626049	0.394392	0.367902	0.374567	0.320854	0.33683	0.330784	0.344411	0.36339	0.296972	0.355439	0.460303	0.311811	0.336161	0.322404	0.31385	0.325004	0.302396	0.316137	0.417232	0.302323	0.301226	0.32876	0.359482	0.223471	0.429302	0.488306	0.328842	0.297416	0.418216	0.505474	0.475267	0.351994	0.321179	0.365987	0.366004	0.339828	0.313371	0.381607
S040	0.48899	0.478991	0.475842	0.515784	0.53721	0.450905	0.502923	0.439657	0.395511	0.465303	0.450961	0.502079	0.462283	0.514129	0.469983	0.394012	0.512654	0.529042	0.463831	0.469432	0.46568	0.595275	0.438794	0.502892	0.430226	0.463964	0.427733	0.449302	0.431921	0.536005	0.524447	0.438584	0.528199	0.453956	0.482094	0.467862	0.539175	0.445905	0.442939	0	0.432987	0.502165	0.413319	0.493641	0.444447	0.446101	0.459795	0.502001	0.449361	0.481457	0.45273	0.43935	0.470135	0.470084	0.529077	0.508221	0.504426	0.4764	0.608579	0.494955	0.469518	0.694288	0.493387	0.451054	0.491631	0.436721	0.455748	0.441591	0.46941	0.481587	0.432277	0.472959	0.564009	0.417964	0.450871	0.451744	0.437644	0.455606	0.426649	0.409056	0.535067	0.382604	0.457004	0.454259	0.470981	0.423169	0.514595	0.575469	0.453656	0.425349	0.525119	0.589538	0.553836	0.465452	0.45348	0.47229	0.485275	0.445335	0.445524	0.482055
S041	0.330481	0.324704	0.305263	0.367106	0.402274	0.274522	0.351145	0.247563	0.322433	0.304117	0.31355	0.346337	0.297853	0.344202	0.298962	0.258299	0.348893	0.385559	0.274438	0.316601	0.301387	0.472989	0.266841	0.348194	0.294469	0.274572	0.254848	0.260944	0.255046	0.36582	0.371847	0.246644	0.392614	0.252464	0.352305	0.298149	0.396995	0.258418	0.298009	0.432987	0	0.355387	0.26706	0.314742	0.249708	0.253103	0.294655	0.371787	0.254265	0.34373	0.273961	0.258791	0.301693	0.301428	0.393869	0.343074	0.326917	0.333346	0.498618	0.325311	0.319649	0.5785	0.349819	0.288929	0.321604	0.255125	0.297722	0.253199	0.313856	0.319909	0.246836	0.312413	0.435669	0.262073	0.300623	0.25821	0.249034	0.267666	0.235147	0.267666	0.37199	0.24704	0.270076	0.265652	0.321732	0.236952	0.386572	0.42615	0.273112	0.238912	0.363055	0.4644	0.4434	0.30434	0.285444	0.290056	0.310535	0.270319	0.27248	0.311973
S042	0.421474	0.409195	0.402624	0.371169	0.494305	0.378288	0.442655	0.34801	0.415353	0.375076	0.406637	0.43338	0.375776	0.43261	0.402701	0.362672	0.439941	0.460039	0.384723	0.383276	0.391711	0.527158	0.334198	0.442315	0.372703	0.391259	0.36395	0.35818	0.354901	0.457	0.463677	0.360226	0.440248	0.370068	0.430659	0.320591	0.445725	0.361718	0.393732	0.502165	0.355387	0	0.367237	0.411403	0.365596	0.365249	0.382432	0.45485	0.378704	0.411344	0.379164	0.376398	0.398277	0.395825	0.472642	0.439832	0.439346	0.42585	0.557635	0.418048	0.396912	0.637185	0.434264	0.403734	0.420291	0.365045	0.387397	0.356586	0.414755	0.377207	0.350779	0.397106	0.503034	0.368385	0.39298	0.378635	0.366332	0.381934	0.362284	0.37368	0.473966	0.349752	0.352591	0.362697	0.396763	0.368983	0.464325	0.500524	0.374842	0.35646	0.459116	0.51797	0.504091	0.390969	0.378159	0.389868	0.408057	0.392891	0.370741	0.415531
S043	0.351568	0.339233	0.324037	0.397474	0.417099	0.31531	0.385025	0.277636	0.353995	0.323636	0.321368	0.372821	0.315794	0.380161	0.34307	0.238924	0.389429	0.411781	0.323979	0.342145	0.331982	0.495619	0.288287	0.365267	0.326718	0.324325	0.286587	0.248745	0.2942	0.404981	0.405384	0.273486	0.408637	0.299424	0.385037	0.299984	0.416472	0.300241	0.328183	0.413319	0.26706	0.367237	0	0.277712	0.293338	0.274421	0.314896	0.400523	0.291157	0.362981	0.312758	0.289405	0.334763	0.308645	0.408712	0.368252	0.3845	0.361771	0.511149	0.37048	0.336537	0.613166	0.380058	0.321731	0.360955	0.255061	0.328983	0.301137	0.351696	0.346653	0.239253	0.341887	0.453692	0.267938	0.303971	0.294673	0.286947	0.297414	0.252915	0.276315	0.414132	0.267642	0.286448	0.296074	0.344059	0.265749	0.41185	0.467816	0.318221	0.28064	0.409658	0.469537	0.449324	0.312474	0.302218	0.327725	0.317486	0.312145	0.297101	0.340669
S044	0.385833	0.376328	0.379925	0.43831	0.476126	0.347355	0.427026	0.316796	0.399472	0.36484	0.315369	0.346547	0.371192	0.428669	0.386361	0.346126	0.424933	0.444881	0.366243	0.39237	0.382722	0.520731	0.352236	0.424629	0.379571	0.340104	0.347461	0.314672	0.303455	0.457741	0.44303	0.328618	0.457783	0.342096	0.413762	0.373537	0.458008	0.35367	0.373434	0.493641	0.314742	0.411403	0.277712	0	0.350879	0.316318	0.358298	0.440678	0.339854	0.403218	0.360187	0.349265	0.383789	0.383531	0.454596	0.406406	0.418978	0.422297	0.54663	0.41741	0.395671	0.641371	0.416007	0.389296	0.401537	0.32024	0.37105	0.335649	0.39983	0.385094	0.328807	0.387679	0.460167	0.322578	0.391485	0.347489	0.346325	0.35476	0.336121	0.349195	0.461736	0.337035	0.350691	0.369443	0.382487	0.324239	0.454414	0.506707	0.370551	0.346392	0.432689	0.480248	0.505931	0.370801	0.350124	0.361339	0.351059	0.370226	0.358019	0.387292
S045	0.338516	0.305883	0.314761	0.386477	0.43237	0.273114	0.290327	0.271937	0.341676	0.297912	0.317643	0.348548	0.274942	0.362451	0.298734	0.267616	0.365254	0.394736	0.26046	0.325461	0.308777	0.464245	0.267505	0.347038	0.300527	0.303654	0.265253	0.280153	0.275344	0.36574	0.369786	0.239881	0.397871	0.28768	0.353847	0.302828	0.406269	0.260556	0.312129	0.444447	0.249708	0.365596	0.293338	0.350879	0	0.275683	0.30714	0.380402	0.278572	0.348635	0.281728	0.291236	0.295548	0.305961	0.395635	0.358742	0.365308	0.348768	0.501626	0.341134	0.326197	0.591179	0.366137	0.324664	0.331858	0.286031	0.317492	0.279475	0.253457	0.339682	0.262126	0.314235	0.41867	0.262747	0.31377	0.270473	0.238835	0.284431	0.262023	0.281617	0.398881	0.258504	0.279075	0.293716	0.320874	0.26144	0.382159	0.455605	0.242713	0.272795	0.368372	0.479187	0.456162	0.302438	0.270295	0.276094	0.324582	0.279976	0.244595	0.338763
S046	0.321213	0.322388	0.315225	0.389215	0.431253	0.285656	0.365484	0.253749	0.32823	0.30089	0.298794	0.292896	0.303629	0.367852	0.272899	0.264062	0.334667	0.368167	0.239002	0.331199	0.292732	0.478382	0.270534	0.37001	0.278965	0.297039	0.25222	0.271485	0.251157	0.404412	0.384485	0.266485	0.388646	0.276324	0.358137	0.304201	0.407003	0.259808	0.312271	0.446101	0.253103	0.365249	0.274421	0.316318	0.275683	0	0.282039	0.382277	0.293184	0.348935	0.263736	0.277374	0.302278	0.304472	0.403277	0.369335	0.345687	0.30793	0.502135	0.341549	0.313216	0.584101	0.329844	0.308118	0.324981	0.27672	0.305739	0.295951	0.329982	0.336779	0.25971	0.28873	0.418976	0.26864	0.320406	0.264527	0.256976	0.290783	0.245114	0.269443	0.399811	0.25565	0.251318	0.285561	0.311825	0.269781	0.34431	0.417046	0.29042	0.253282	0.384971	0.449989	0.451824	0.304546	0.284911	0.330499	0.320982	0.301666	0.26848	0.326101
S047	0.320661	0.33212	0.356664	0.415833	0.452487	0.303271	0.403825	0.310554	0.363101	0.345147	0.32273	0.382502	0.334817	0.399039	0.339657	0.307406	0.397019	0.40781	0.309412	0.352819	0.334065	0.502035	0.279738	0.398244	0.337773	0.344101	0.300686	0.300544	0.288442	0.431063	0.406208	0.271697	0.428992	0.323596	0.379188	0.338194	0.433811	0.316621	0.349681	0.459795	0.294655	0.382432	0.314896	0.358298	0.30714	0.282039	0	0.412173	0.315926	0.344158	0.311456	0.315744	0.349762	0.350981	0.431808	0.392157	0.399433	0.385858	0.525939	0.368132	0.363866	0.602711	0.379266	0.361548	0.369862	0.315284	0.302547	0.327205	0.355236	0.354601	0.285166	0.354103	0.448786	0.307829	0.353037	0.31554	0.3031	0.320972	0.279816	0.299239	0.430925	0.289349	0.315834	0.328502	0.345384	0.281534	0.404833	0.47834	0.331006	0.307714	0.392236	0.477337	0.482304	0.350334	0.327347	0.357388	0.369539	0.326037	0.320552	0.36751
S048	0.4367	0.4319	0.419827	0.466903	0.511725	0.398723	0.45299	0.379098	0.409697	0.395721	0.416963	0.454145	0.371223	0.464675	0.432606	0.386085	0.449312	0.462219	0.395145	0.424991	0.42374	0.551432	0.397061	0.411619	0.407393	0.411743	0.385953	0.40141	0.388503	0.492862	0.467132	0.380433	0.489667	0.403688	0.439064	0.417097	0.468754	0.395399	0.397783	0.502001	0.371787	0.45485	0.400523	0.440678	0.380402	0.382277	0.412173	0	0.370631	0.446266	0.399471	0.398028	0.418999	0.405017	0.479766	0.454554	0.438007	0.441633	0.572693	0.393473	0.418416	0.577654	0.44794	0.426807	0.425757	0.399145	0.398898	0.388676	0.42317	0.433413	0.383296	0.427042	0.510505	0.379539	0.419055	0.390708	0.315195	0.402356	0.376914	0.38862	0.491454	0.356274	0.395831	0.406439	0.429725	0.375789	0.483343	0.537633	0.406188	0.395743	0.439075	0.551825	0.521327	0.410177	0.351711	0.416339	0.400358	0.40653	0.394063	0.426113
S049	0.352404	0.336563	0.33295	0.403056	0.439253	0.303884	0.372765	0.283016	0.356335	0.329473	0.332509	0.365004	0.270437	0.377808	0.331652	0.287013	0.387426	0.402448	0.31186	0.344925	0.335173	0.492036	0.296117	0.35053	0.32079	0.319508	0.281813	0.303026	0.289192	0.402292	0.369579	0.280519	0.418257	0.299274	0.370966	0.314184	0.421819	0.269505	0.325641	0.449361	0.254265	0.378704	0.291157	0.339854	0.278572	0.293184	0.315926	0.370631	0	0.341914	0.3106	0.296161	0.326644	0.317074	0.399733	0.375408	0.364625	0.328081	0.512198	0.365345	0.335021	0.604158	0.368654	0.328656	0.350588	0.293132	0.317018	0.299948	0.314305	0.355319	0.286315	0.321795	0.44836	0.270527	0.321652	0.30322	0.280107	0.309207	0.278389	0.257316	0.356906	0.275448	0.281243	0.312	0.340958	0.28267	0.409571	0.465314	0.307928	0.290811	0.361613	0.483311	0.460786	0.320473	0.286438	0.33851	0.331095	0.310098	0.296979	0.351195
S050	0.349754	0.396436	0.368798	0.447419	0.48044	0.351879	0.430233	0.330857	0.386002	0.36041	0.387979	0.407985	0.362168	0.407545	0.390507	0.350872	0.430794	0.403723	0.357187	0.373634	0.382189	0.517329	0.353583	0.421374	0.37116	0.369645	0.348553	0.350949	0.341543	0.427545	0.448794	0.33629	0.383634	0.352659	0.403839	0.377987	0.451244	0.317164	0.369172	0.481457	0.34373	0.411344	0.362981	0.403218	0.348635	0.348935	0.344158	0.446266	0.341914	0	0.361752	0.335927	0.289501	0.37888	0.455806	0.420271	0.42515	0.422271	0.53261	0.41445	0.377568	0.641109	0.411281	0.369522	0.393947	0.355018	0.367549	0.362736	0.390258	0.397377	0.345033	0.389721	0.454102	0.344312	0.389065	0.336551	0.339792	0.356726	0.329032	0.35088	0.460776	0.341926	0.347416	0.362737	0.379876	0.33653	0.457488	0.505227	0.356053	0.338962	0.438393	0.516721	0.507768	0.37807	0.368446	0.380181	0.402722	0.358627	0.351635	0.399368
S051	0.344355	0.34455	0.329681	0.39987	0.443168	0.318795	0.376022	0.296859	0.341896	0.327987	0.329586	0.367629	0.303873	0.376733	0.296504	0.263322	0.378584	0.401562	0.293916	0.343734	0.301506	0.494778	0.296267	0.385144	0.316652	0.269941	0.283609	0.312309	0.290374	0.421261	0.411062	0.2764	0.393947	0.287288	0.383708	0.331563	0.413133	0.300321	0.328398	0.45273	0.273961	0.379164	0.312758	0.360187	0.281728	0.263736	0.311456	0.399471	0.3106	0.361752	0	0.289777	0.333486	0.315021	0.41941	0.35958	0.385475	0.375475	0.516045	0.346729	0.343	0.591802	0.37852	0.337986	0.359614	0.274865	0.312631	0.321457	0.346502	0.360576	0.264672	0.340341	0.445243	0.283122	0.333095	0.304888	0.277353	0.306457	0.257993	0.297677	0.403622	0.25623	0.288936	0.308866	0.337341	0.287651	0.334515	0.471749	0.32187	0.280623	0.394147	0.485674	0.462461	0.327514	0.310302	0.325235	0.358823	0.310712	0.305834	0.351031
S052	0.342608	0.336396	0.314051	0.399147	0.436624	0.296282	0.384701	0.271322	0.344971	0.292511	0.326067	0.362341	0.294755	0.371057	0.322588	0.277042	0.381822	0.398807	0.292035	0.319707	0.32562	0.47742	0.273136	0.328167	0.322085	0.290682	0.275554	0.290836	0.288875	0.391281	0.402023	0.274869	0.414293	0.299791	0.314357	0.320175	0.406665	0.280923	0.319752	0.43935	0.258791	0.376398	0.289405	0.349265	0.291236	0.277374	0.315744	0.398028	0.296161	0.335927	0.289777	0	0.331108	0.32283	0.397174	0.356919	0.326624	0.367126	0.512774	0.342233	0.340143	0.597871	0.369163	0.297116	0.353327	0.286422	0.311351	0.294426	0.34117	0.349721	0.276965	0.332154	0.446997	0.281307	0.314113	0.277364	0.275618	0.294546	0.250654	0.273561	0.419352	0.259973	0.300392	0.286125	0.33416	0.275515	0.38036	0.448065	0.277413	0.282382	0.401056	0.483344	0.449437	0.322805	0.302601	0.331963	0.342532	0.295673	0.293823	0.356704
S053	0.302211	0.365612	0.324903	0.424986	0.45676	0.331864	0.386838	0.319797	0.36966	0.356209	0.354141	0.375634	0.343483	0.387046	0.351984	0.305863	0.39579	0.406095	0.324992	0.361249	0.347759	0.511952	0.307345	0.389901	0.346583	0.351142	0.315688	0.318716	0.320915	0.41195	0.379608	0.301783	0.439336	0.322651	0.392994	0.35696	0.445163	0.327173	0.359076	0.470135	0.301693	0.398277	0.334763	0.383789	0.295548	0.302278	0.349762	0.418999	0.326644	0.289501	0.333486	0.331108	0	0.340619	0.426718	0.398776	0.395535	0.377222	0.526371	0.394803	0.358176	0.6266	0.398417	0.351351	0.359332	0.317013	0.334952	0.337664	0.357796	0.370894	0.304871	0.332495	0.46491	0.315329	0.358018	0.30414	0.309176	0.327987	0.311278	0.330506	0.429394	0.304437	0.334438	0.329001	0.348673	0.321653	0.435181	0.47737	0.315791	0.327476	0.421507	0.481653	0.484627	0.352952	0.334379	0.344983	0.375521	0.309918	0.320915	0.374037
