SampleID	vaginal_1	vaginal_2	vaginal_3	vaginal_4	vaginal_5	vaginal_6	vaginal_7	vaginal_8	vaginal_9	vaginal_10	vaginal_11	vaginal_12	vaginal_13	vaginal_14	vaginal_15	vaginal_16	vaginal_17	vaginal_18	vaginal_19	vaginal_20	vaginal_21	vaginal_22	vaginal_23	vaginal_24	vaginal_25	vaginal_26	vaginal_27	vaginal_28	vaginal_29	vaginal_30	vaginal_31	vaginal_32	vaginal_33	vaginal_34	vaginal_35	vaginal_36	vaginal_37	vaginal_38	vaginal_39	vaginal_40	vaginal_41	vaginal_42	vaginal_43	vaginal_44	vaginal_45	vaginal_46	vaginal_47	vaginal_48	vaginal_49	vaginal_50	vaginal_51	vaginal_52	vaginal_53	vaginal_54	vaginal_55	vaginal_56	vaginal_57	vaginal_58	vaginal_59	vaginal_60	vaginal_61	vaginal_62	vaginal_63	vaginal_64	vaginal_65	vaginal_66	vaginal_67	vaginal_68	vaginal_69	vaginal_70	vaginal_71	vaginal_72	vaginal_73	vaginal_74	vaginal_75	vaginal_76	vaginal_77	vaginal_78	vaginal_79	vaginal_80	vaginal_81	vaginal_82	vaginal_83	vaginal_84	vaginal_85	vaginal_86	vaginal_87	vaginal_88	vaginal_89	vaginal_90	vaginal_91	vaginal_92	vaginal_93	vaginal_94	vaginal_95	vaginal_96	vaginal_97	vaginal_98	vaginal_99	vaginal_100
vaginal_26	0.917449	0.930264	0.950251	0.908925	0.970566	0.973101	0.983274	0.753942	0.831717	0.868989	0.905118	0.750396	0.87712	0.924345	0.94423	0.861382	0.925624	0.985633	0.886888	0.931357	0.975432	0.748849	0.87829	0.948986	0.927012	0	0.903965	0.915278	0.858645	0.951282	0.978454	0.849032	0.794152	0.889517	0.857564	0.929762	0.968218	0.72672	0.864344	0.953255	0.840824	0.920929	0.881985	0.77543	0.885961	0.812462	0.94784	0.917826	0.87777	0.930556	0.793874	0.79457	0.945761	0.967808	0.875362	0.911718	0.911248	0.924133	0.96198	0.839825	0.888635	0.979282	0.834643	0.906029	0.954323	0.854101	0.891763	0.802521	0.905207	0.868992	0.886148	0.934719	0.942119	0.810985	0.979987	0.884567	0.897689	0.930944	0.85503	0.859667	0.984553	0.905702	0.918876	0.828499	0.91378	0.883026	0.855501	1	0.9403	0.90225	0.979381	0.943104	0.990385	0.814219	0.875281	0.857412	0.942023	0.921805	0.890936	0.817171
vaginal_27	0.855006	0.883845	0.886119	0.852072	0.964556	0.830331	0.939374	0.852088	0.881946	0.839256	0.906921	0.879177	0.831739	0.91616	0.910168	0.870882	0.891421	0.939011	0.717716	0.821452	0.823662	0.956801	0.874412	0.836013	0.89006	0.903965	0	0.89904	0.824864	0.972167	0.931701	0.885115	0.907563	0.819883	0.906364	0.810889	0.93147	0.856842	0.920968	0.945294	0.865831	0.968122	0.876615	0.904804	0.885792	0.773184	0.867649	0.904735	0.906796	0.940706	0.911576	0.868085	0.894573	0.736596	0.953813	0.955575	0.930668	0.852639	0.922262	0.949433	0.753528	0.916269	0.887497	0.798866	0.862737	0.807688	0.939362	0.889395	0.837411	0.8507	0.805022	0.883526	0.974873	0.892575	0.948929	0.736853	0.8362	0.905608	0.890983	0.765836	0.926182	0.776398	0.941019	0.868638	0.854072	0.897992	0.868955	0.901069	0.890575	0.933905	0.966026	0.920116	0.935212	0.705369	0.866753	0.97014	0.908557	0.884885	0.884426	0.889321
vaginal_28	0.780553	0.896998	0.9187	0.940164	0.954177	0.857076	0.872005	0.913513	0.861865	0.969467	0.888119	0.949795	0.844686	0.936772	0.844845	0.80056	0.945772	0.841139	0.855825	0.886173	0.863687	0.995642	0.742111	0.900988	0.891261	0.915278	0.89904	0	0.889982	0.961423	0.945253	0.865137	0.936045	0.884057	0.875794	0.884766	0.890345	0.917258	0.863001	0.933861	0.862489	0.910102	0.792345	0.843733	0.84713	0.815728	0.880067	0.88354	0.933733	0.914982	0.931552	0.886462	0.827226	0.910129	0.99299	0.886306	0.886946	0.870021	0.934122	0.911867	0.85307	0.767573	0.96185	0.882649	0.857599	0.712148	0.827607	0.863545	0.853495	0.926479	0.833244	0.858181	0.956416	0.752206	0.928823	0.874236	0.839672	0.741758	0.826673	0.82536	0.986252	0.885232	0.822926	0.745112	0.904656	0.878682	0.950365	0.807598	0.789778	0.883122	0.868591	0.929834	0.969892	0.863204	0.908995	0.906123	0.849209	0.900553	0.817531	0.9736
vaginal_29	0.868402	0.781998	0.874951	0.880954	0.940801	0.839853	0.913266	0.844644	0.813015	0.794133	0.828837	0.793949	0.912324	0.817557	0.839664	0.811782	0.938608	0.888929	0.80344	0.903299	0.86416	0.955757	0.84026	0.947582	0.823617	0.858645	0.824864	0.889982	0	0.929923	0.943329	0.711396	0.94701	0.874111	0.902826	0.945935	0.9055	0.894154	0.804557	0.957386	0.792478	0.828387	0.894285	0.788022	0.88898	0.786739	0.8371	0.837273	0.866613	0.928056	0.921959	0.884695	0.923716	0.799229	0.922457	0.884321	0.924942	0.854364	0.924687	0.910251	0.817853	0.901456	0.890687	0.91763	0.955965	0.71991	0.881061	0.871751	0.845127	0.821156	0.887953	0.903359	0.88628	0.899469	0.951193	0.802558	0.858389	0.931654	0.84079	0.85954	0.901492	0.872844	0.942834	0.82914	0.719449	0.783754	0.965905	0.883993	0.915149	0.871253	0.892372	0.940514	0.96073	0.863137	0.892259	0.882611	0.963145	0.917197	0.893245	0.801066
vaginal_30	1	1	0.749058	0.975856	0.978852	0.9476	0.813488	0.931089	0.958	0.889735	0.98944	0.951786	0.929026	0.90206	0.79903	0.991534	1	0.967037	0.822102	0.9383	0.99041	0.908867	0.956864	1	0.950813	0.951282	0.972167	0.961423	0.929923	0	1	0.98187	0.896961	1	0.891054	0.9904	0.891223	0.881643	0.942722	1	0.904437	0.948179	0.944441	0.967694	0.798354	0.969095	0.96322	1	0.914676	0.817685	0.988309	0.859042	0.901677	0.963923	0.92933	0.948494	0.971925	0.933098	0.993449	0.942016	0.957574	0.988024	0.983056	0.912141	0.936154	0.98118	0.916076	0.992335	0.779935	0.985479	1	0.952979	0.853126	0.948806	1	0.932432	0.926171	0.968949	0.983625	0.932548	0.993847	0.987589	0.947445	0.928963	0.887215	0.954211	1	1	0.754155	0.991712	1	1	1	0.920605	0.94069	0.840439	0.936252	0.900199	0.946969	1
vaginal_31	0.957342	0.892886	0.921817	1	1	0.906762	0.938601	0.968739	0.987896	1	0.988081	0.990193	0.965207	0.923629	0.817293	0.904091	0.858038	0.964463	0.987504	0.913712	0.942391	0.909277	0.924734	0.997241	0.954061	0.978454	0.931701	0.945253	0.943329	1	0	0.957847	0.971346	0.934731	0.891136	0.944807	0.964463	0.900936	0.97477	0.991822	0.949284	1	0.961192	0.947915	0.89334	0.952621	0.921225	0.924593	0.902165	0.991301	1	0.992184	0.855188	0.876548	0.803829	0.93437	0.996507	0.939323	1	1	0.987581	1	0.919944	0.931216	0.878437	0.958656	0.965999	1	0.918835	0.893665	0.88781	0.949598	1	0.848481	0.960685	0.893013	0.893409	0.906732	0.978048	0.922261	0.994231	0.821247	0.816988	0.842667	0.987003	0.913768	0.918476	1	0.918024	0.991338	0.926009	0.89911	1	0.868003	0.851582	1	0.991744	0.837096	0.858244	0.972691
vaginal_32	0.922769	0.792584	0.871456	0.904302	0.97413	0.85071	0.975646	0.817168	0.843154	0.856782	0.798131	0.889558	0.906564	0.882932	0.880831	0.827667	0.906266	0.971326	0.815736	0.87115	0.921728	0.994154	0.792536	0.915472	0.912235	0.849032	0.885115	0.865137	0.711396	0.98187	0.957847	0	0.934238	0.847666	0.855857	0.882759	0.986526	0.896502	0.833355	0.926937	0.799566	0.853704	0.780574	0.837391	0.7975	0.891573	0.838348	0.863309	0.848278	0.943982	0.872535	0.869663	0.87092	0.906481	0.925769	0.853468	0.938129	0.853791	0.927583	0.876894	0.897074	0.898309	0.928544	0.941729	0.844827	0.8067	0.899661	0.850802	0.902387	0.818904	0.833207	0.891122	0.890364	0.890104	0.886832	0.795736	0.863905	0.875001	0.818193	0.867861	0.950852	0.863969	0.830091	0.879945	0.857626	0.85722	0.885412	0.901713	0.903716	0.832895	0.907045	0.947477	0.959755	0.888418	0.866448	0.810913	0.963337	0.862421	0.864038	0.896873
vaginal_33	0.940109	0.973365	0.972222	0.910096	1	0.917565	0.902669	0.830309	0.952615	0.935763	0.990082	0.762093	0.976901	0.909566	0.972222	0.915311	0.975313	0.955456	0.904176	0.916249	0.973605	0.819092	0.954948	0.954272	0.899046	0.794152	0.907563	0.936045	0.94701	0.896961	0.971346	0.934238	0	0.943578	0.936384	0.945171	0.925424	0.767701	0.880197	0.954679	0.909831	0.901806	0.892564	0.983402	0.926426	0.831267	0.95816	0.919841	0.971343	0.84306	0.883305	0.961527	0.956984	0.922831	0.951793	0.991004	0.985191	0.930648	0.942679	0.889278	0.834432	1	0.896835	0.909786	0.952349	0.89056	0.942406	0.915895	0.974891	0.952858	0.919324	0.961655	0.977087	0.883573	0.971329	0.963566	0.927026	0.925188	0.93196	0.853884	0.954226	0.94541	0.884933	0.870073	0.928669	0.954223	1	1	0.930975	0.893599	0.961203	0.989374	0.963425	0.913484	0.846422	0.987102	0.973671	0.936535	0.912774	0.955609
vaginal_34	0.900867	0.916107	0.930767	0.940034	0.966006	0.870574	1	0.747312	0.908517	0.910223	0.861263	0.951266	0.928433	0.852612	0.940495	0.930867	0.827697	0.904609	0.936528	0.98843	0.849393	0.979722	0.899883	0.965141	0.880471	0.889517	0.819883	0.884057	0.874111	1	0.934731	0.847666	0.943578	0	0.964103	0.859649	0.961459	0.934171	0.844717	0.951838	0.719862	0.865648	0.857196	0.764237	0.888933	0.896048	0.922047	0.932839	0.874871	0.92641	0.878161	0.912208	0.866334	0.756608	0.896397	0.869279	0.851861	0.892038	0.978379	0.86561	0.891108	0.945812	0.933392	0.910626	0.904958	0.827902	0.984035	0.853002	0.943425	0.80287	0.841891	0.855552	0.979576	0.950281	0.917919	0.809154	0.877628	0.847969	0.90696	0.96321	0.822222	0.912094	0.891999	0.928306	0.863207	0.867671	0.968581	1	0.918424	0.819888	0.969298	0.893201	0.904308	0.930819	0.92375	0.838278	0.77873	0.901048	0.889367	0.994981
vaginal_35	0.943142	0.922104	0.90339	0.883013	0.946834	0.919095	0.938793	0.876134	0.895224	0.781668	0.896849	0.971222	0.871844	0.917297	0.919075	0.952689	0.95091	0.983168	0.812229	0.877976	0.848429	0.926834	0.726727	0.919563	0.897012	0.857564	0.906364	0.875794	0.902826	0.891054	0.891136	0.855857	0.936384	0.964103	0	0.967126	0.982962	0.895264	0.911113	0.92584	0.892576	0.875835	0.958003	0.886392	0.861759	0.92806	0.847341	0.884934	0.861867	0.912927	0.939744	0.837103	0.865698	0.945814	0.865095	0.942315	0.966656	0.983353	0.887616	0.935239	0.823135	0.994919	0.921407	0.759639	0.970408	0.912614	0.852137	0.910884	0.826777	0.949485	0.846988	0.883241	0.915985	0.742735	0.895154	0.871973	0.811242	0.940277	0.931228	0.911636	0.993847	0.872723	0.818797	0.953916	0.888868	0.91085	0.927032	0.942818	0.853914	0.913394	0.974271	0.978532	0.97533	0.87015	0.887482	0.939192	0.922735	0.917561	0.820851	0.932025
vaginal_36	0.899584	0.917826	0.951724	0.89892	0.882496	0.885431	0.950712	0.83566	0.901029	0.85416	0.854977	0.915267	0.858323	0.962722	0.923617	0.869128	0.925385	0.940868	0.938683	0.945397	0.970464	0.950793	0.900143	0.850156	0.967415	0.929762	0.810889	0.884766	0.945935	0.9904	0.944807	0.882759	0.945171	0.859649	0.967126	0	0.990791	0.818035	0.884598	0.977338	0.886633	0.790144	0.805619	0.977128	0.88113	0.866833	0.870968	0.941734	0.851149	0.945139	0.937	0.89372	0.978173	0.891404	0.947257	0.988832	0.929418	0.929968	0.918908	0.8458	0.876648	0.957389	0.856032	0.911367	0.882288	0.878665	0.932435	0.902384	0.932546	0.900951	0.775327	0.815687	0.971849	0.893889	0.850806	0.846829	0.878513	0.86477	0.885132	0.934235	0.854771	0.834693	0.912603	0.804306	0.866729	0.885094	0.933543	0.956304	0.934025	0.902078	0.956492	0.965185	0.926763	0.8904	0.845563	0.922741	0.871745	0.880481	0.814879	0.925068
vaginal_37	0.936938	0.935642	0.796915	0.984456	0.984448	0.950712	0.984274	0.962096	0.95414	0.991415	0.924603	0.994866	0.972009	0.95141	0.947536	0.929521	0.933148	0.868219	0.905907	0.933092	0.9884	1	0.937354	0.967372	0.888876	0.968218	0.93147	0.890345	0.9055	0.891223	0.964463	0.986526	0.925424	0.961459	0.982962	0.990791	0	0.957864	0.939095	0.96873	0.960012	0.904763	0.938701	0.979121	0.960813	0.936239	0.976342	0.900549	0.979851	0.941004	0.924333	0.959887	0.981234	0.977177	0.97499	1	0.963747	0.97737	0.994878	0.819518	0.898167	0.797396	0.994552	0.901116	1	0.957224	0.870644	0.981761	0.987595	0.977508	0.977184	0.925183	0.940922	0.885945	0.986253	0.934795	0.937005	0.95834	0.977614	0.90287	0.960461	0.85599	0.94252	0.984229	0.965363	0.962852	0.98773	1	0.880103	0.963988	0.845635	0.979335	1	0.963074	0.960961	0.977973	0.907811	0.981699	0.950109	0.939602
vaginal_38	0.947044	0.965982	0.936728	0.991496	0.984547	0.916961	0.883163	0.735601	0.873784	0.854712	0.921777	0.715312	0.877766	0.900522	0.842564	0.882157	0.943341	0.908716	0.867833	0.94234	0.846939	0.775096	0.885069	0.981346	0.922899	0.72672	0.856842	0.917258	0.894154	0.881643	0.900936	0.896502	0.767701	0.934171	0.895264	0.818035	0.957864	0	0.813447	0.958848	0.849221	0.929178	0.907858	0.931013	0.793174	0.774157	0.916629	0.95709	0.773152	0.846269	0.912835	0.867264	0.9476	0.873232	0.94168	0.914716	0.961942	0.958833	0.875423	0.914063	0.891791	0.994218	0.903305	0.864932	0.877039	0.860317	0.914571	0.891697	0.891086	0.898356	0.91903	0.916004	0.96735	0.884331	0.90603	0.910227	0.876843	0.89479	0.844781	0.868841	0.988065	0.821746	0.876219	0.845801	0.841351	0.890197	0.876256	0.971998	0.823607	0.903225	0.905511	0.908014	0.893972	0.881802	0.784036	0.935185	0.888509	0.881582	0.899352	0.941265
vaginal_39	0.964667	0.832233	0.952449	0.980314	0.965603	0.868369	0.950709	0.813474	0.83952	0.923481	0.850301	0.856076	0.956812	0.9536	0.925793	0.897321	0.901629	0.935607	0.897562	0.942228	0.88025	0.889567	0.919829	0.953014	0.910128	0.864344	0.920968	0.863001	0.804557	0.942722	0.97477	0.833355	0.880197	0.844717	0.911113	0.884598	0.939095	0.813447	0	0.948235	0.860507	0.935598	0.879856	0.883407	0.877036	0.854478	0.898106	0.851003	0.860306	0.930331	0.927301	0.855603	0.96432	0.887225	0.998813	0.903512	0.944865	0.926299	0.961627	0.816096	0.881604	0.993771	0.903023	0.967844	0.931587	0.830131	0.868661	0.916559	0.885292	0.872458	0.865965	0.909554	0.883784	0.910682	0.816237	0.890221	0.889524	0.83698	0.863462	0.85821	0.876749	0.884898	0.855696	0.808246	0.890236	0.654476	0.948571	0.974381	0.864505	0.789089	0.961107	0.98988	0.962092	0.900873	0.838812	0.97591	0.93991	0.941576	0.877606	0.983384
vaginal_40	1	0.984027	0.983158	0.963953	0.941696	0.961285	0.934788	0.953406	0.808852	0.965472	0.866154	0.989525	0.946748	1	0.946521	0.86649	0.991911	1	0.982807	0.930639	0.931775	1	0.917409	0.982807	0.920301	0.953255	0.945294	0.933861	0.957386	1	0.991822	0.926937	0.954679	0.951838	0.92584	0.977338	0.96873	0.958848	0.948235	0	0.933524	0.971329	0.834405	0.985242	0.968446	0.989649	0.967601	0.949977	0.931676	0.960606	0.956716	0.914706	0.924849	0.945819	0.954086	1	0.979314	0.903742	0.967552	0.945874	0.918369	0.980444	0.970492	0.914426	1	0.8982	0.932676	0.900826	0.937021	0.944742	0.951199	0.950898	0.994993	0.925823	0.874115	0.964685	0.951591	0.972006	0.956743	0.906413	0.961117	0.838587	0.961017	0.943786	0.963462	0.895637	0.942572	0.980444	0.960342	0.864767	0.991822	0.976482	0.933026	0.959369	0.967005	0.940788	0.960762	0.895119	0.955577	0.933936
vaginal_41	0.958737	0.93973	0.906814	0.849035	0.90982	0.821852	0.922567	0.81912	0.804074	0.94773	0.93638	0.919594	0.962308	0.827673	0.845602	0.903668	0.864547	0.917317	0.837977	0.923681	0.907025	0.931231	0.89298	0.936132	0.90289	0.840824	0.865831	0.862489	0.792478	0.904437	0.949284	0.799566	0.909831	0.719862	0.892576	0.886633	0.960012	0.849221	0.860507	0.933524	0	0.880389	0.857923	0.750194	0.833768	0.898551	0.860134	0.821494	0.795569	0.963175	0.897989	0.815643	0.856936	0.896746	0.918429	0.798863	0.89253	0.855005	0.983378	0.821606	0.906566	0.885062	0.900153	0.891764	0.871167	0.785847	0.902153	0.777721	0.881744	0.823599	0.810838	0.943918	0.959834	0.925998	0.873451	0.792341	0.807949	0.837647	0.831813	0.859928	0.890421	0.892898	0.819609	0.854993	0.888595	0.727163	0.979614	0.903389	0.86097	0.798059	0.918339	0.957396	0.884873	0.923862	0.911328	0.838757	0.882821	0.811644	0.886786	0.898667
vaginal_42	0.989333	0.981667	0.947054	0.753613	0.985908	0.896056	0.961888	0.818603	0.89837	0.848118	0.979306	0.95698	0.892153	0.891217	0.921176	0.921557	0.933435	0.938212	0.976301	0.914332	0.885166	0.986243	0.783146	1	0.914899	0.920929	0.968122	0.910102	0.828387	0.948179	1	0.853704	0.901806	0.865648	0.875835	0.790144	0.904763	0.929178	0.935598	0.971329	0.880389	0	0.853961	0.908284	0.92662	0.940386	0.871246	0.97956	0.955085	0.960322	0.948034	0.918596	0.902201	0.911796	0.949177	0.986243	0.959893	0.910651	0.961807	0.90881	0.931799	0.924619	0.964061	0.942498	0.949948	0.903589	0.858613	0.820132	0.937105	0.855596	0.894434	0.911908	0.954294	0.989041	0.963078	0.954594	0.960529	0.952936	0.969801	0.932545	0.975215	0.877684	0.898856	0.875518	0.832494	0.966714	0.969549	0.929349	0.917799	0.930162	0.933815	0.933117	0.928969	0.948086	0.939849	0.853411	0.920615	0.990587	0.936871	0.965907
vaginal_43	0.953131	0.892564	0.896211	0.949742	0.912137	0.949629	0.957547	0.797123	0.854288	0.858402	0.849319	0.936311	0.840819	0.926736	0.913989	0.656726	0.903259	0.982734	0.937221	0.903372	0.912128	0.989253	0.850096	0.953129	0.929949	0.881985	0.876615	0.792345	0.894285	0.944441	0.961192	0.780574	0.892564	0.857196	0.958003	0.805619	0.938701	0.907858	0.879856	0.834405	0.857923	0.853961	0	0.797118	0.872525	0.887642	0.86719	0.945049	0.85139	0.948633	0.914505	0.843757	0.889159	0.751667	0.919894	0.923709	0.952294	0.882202	0.900827	0.890409	0.872617	0.969997	0.935062	0.882204	0.957123	0.809352	0.930619	0.877922	0.932748	0.896032	0.744486	0.939376	0.949874	0.839713	0.826101	0.855223	0.877691	0.883355	0.791338	0.858384	0.940814	0.803725	0.832853	0.774735	0.887472	0.816373	0.918464	0.956859	0.94992	0.85014	0.989832	0.925752	0.902359	0.873353	0.829469	0.814888	0.850134	0.910374	0.880078	0.880284
vaginal_44	0.900729	0.949687	0.902119	0.911459	0.986634	0.869386	0.974882	0.857617	0.831108	0.893692	0.877351	0.88655	0.947784	0.90162	0.913827	0.926201	0.907733	0.952217	0.920153	0.943375	0.922738	0.880407	0.910656	0.98851	0.981045	0.77543	0.904804	0.843733	0.788022	0.967694	0.947915	0.837391	0.983402	0.764237	0.886392	0.977128	0.979121	0.931013	0.883407	0.985242	0.750194	0.908284	0.797118	0	0.956589	0.851385	0.8706	0.872672	0.860874	0.941736	0.97191	0.898781	0.924056	0.928955	0.935012	0.771637	0.961132	0.977964	0.99075	0.950264	0.969093	0.997149	0.941897	0.959746	0.952766	0.841672	0.910961	0.793543	0.93347	0.755736	0.865152	0.965426	0.929678	0.890067	0.988196	0.837967	0.908068	0.922132	0.885901	0.901782	0.989423	0.887411	0.914589	0.986547	0.896458	0.800864	0.981206	0.962293	0.974517	0.917251	0.966033	0.848111	0.991454	0.926776	0.903862	0.782348	0.819862	0.936216	0.939774	0.919739
vaginal_45	0.954876	0.802672	0.885008	0.963007	0.993639	0.840403	0.733638	0.91125	0.942876	0.888119	0.881296	0.878176	0.840168	0.888139	0.809523	0.869696	0.891046	0.943317	0.792383	0.920424	0.874222	0.91503	0.835055	0.917819	0.881349	0.885961	0.885792	0.84713	0.88898	0.798354	0.89334	0.7975	0.926426	0.888933	0.861759	0.88113	0.960813	0.793174	0.877036	0.968446	0.833768	0.92662	0.872525	0.956589	0	0.927517	0.868242	0.905018	0.826312	0.925771	0.83836	0.938526	0.830742	0.86371	0.891782	0.919534	0.896447	0.895266	0.974828	0.89498	0.894015	0.92928	0.931984	0.923001	0.882873	0.882907	0.958562	0.802798	0.732839	0.927663	0.842348	0.8915	0.812854	0.83915	0.865599	0.830037	0.764264	0.856802	0.808934	0.929962	0.962675	0.861684	0.869242	0.887827	0.883507	0.822853	0.833391	0.975528	0.758727	0.854433	0.897687	0.981213	0.893097	0.849296	0.794462	0.764558	0.911885	0.831162	0.77742	0.906371
vaginal_46	0.795114	0.910758	0.875357	0.971493	0.986634	0.889757	0.926217	0.769661	0.789323	0.871523	0.866912	0.678593	0.9267	0.872915	0.85668	0.838027	0.875471	0.778023	0.707945	0.914792	0.862782	0.909469	0.848717	0.985796	0.844745	0.812462	0.773184	0.815728	0.786739	0.969095	0.952621	0.891573	0.831267	0.896048	0.92806	0.866833	0.936239	0.774157	0.854478	0.989649	0.898551	0.940386	0.887642	0.851385	0.927517	0	0.807273	0.904337	0.933228	0.900144	0.839872	0.881396	0.814549	0.860212	0.947262	0.969703	0.903299	0.824772	0.964037	0.922063	0.790237	0.89636	0.775607	0.870223	0.880137	0.854673	0.90825	0.931518	0.883517	0.87133	0.859606	0.848377	0.901652	0.901174	0.923529	0.813658	0.843648	0.886759	0.790754	0.796921	0.934799	0.868427	0.811668	0.850649	0.804065	0.89123	0.896708	0.904752	0.872987	0.869536	0.959539	0.896106	0.969494	0.795806	0.787095	0.976994	0.885082	0.915236	0.806004	0.893255
vaginal_47	0.863392	0.884922	0.927033	0.959378	0.949109	0.771748	0.992844	0.941507	0.899505	0.922214	0.866908	0.90962	0.963517	0.917944	0.936864	0.910782	0.880738	0.896337	0.801133	0.851457	0.862437	0.917606	0.749247	0.988523	0.902482	0.94784	0.867649	0.880067	0.8371	0.96322	0.921225	0.838348	0.95816	0.922047	0.847341	0.870968	0.976342	0.916629	0.898106	0.967601	0.860134	0.871246	0.86719	0.8706	0.868242	0.807273	0	0.911347	0.856417	0.867025	0.888398	0.83507	0.873797	0.928198	0.952652	0.957628	0.967476	0.938152	0.989868	0.915963	0.930853	0.975858	0.873816	0.938812	0.967109	0.847431	0.801223	0.897124	0.88741	0.884844	0.789966	0.906774	0.919136	0.937338	0.925095	0.824161	0.867917	0.812862	0.861408	0.854535	0.971401	0.802991	0.836879	0.902871	0.837062	0.853105	0.95335	0.980498	0.891853	0.886944	0.91373	0.870032	0.953087	0.911992	0.857334	0.961114	0.958641	0.895954	0.89155	0.9126
vaginal_48	0.948097	0.952998	0.946415	0.858878	0.994489	0.912027	0.960524	0.868553	0.808436	0.901498	0.859216	0.961452	0.916974	0.879979	0.997057	0.909369	0.949082	0.888115	0.899428	0.883088	0.953298	0.957307	0.956418	0.853754	0.893773	0.917826	0.904735	0.88354	0.837273	1	0.924593	0.863309	0.919841	0.932839	0.884934	0.941734	0.900549	0.95709	0.851003	0.949977	0.821494	0.97956	0.945049	0.872672	0.905018	0.904337	0.911347	0	0.883766	0.964126	0.897188	0.949021	0.944771	0.93712	0.934534	0.909973	0.909137	0.943842	0.959754	0.90993	0.8581	0.904331	0.891511	0.946853	0.859813	0.87828	0.89292	0.94614	0.946966	0.841191	0.907139	0.978974	0.960396	0.839243	0.894354	0.85149	0.813531	0.945158	0.86106	0.922939	0.918013	0.869705	0.894575	0.967613	0.952793	0.787049	0.942834	0.98331	0.937074	0.963214	0.890217	0.988567	0.931409	0.927467	0.828654	0.895621	0.877833	0.951285	0.901485	0.927667
vaginal_49	0.952512	0.907663	0.900786	0.985656	0.968398	0.905954	0.94204	0.895968	0.936494	0.906849	0.860109	0.927424	0.816373	0.888684	0.890146	0.879241	0.979146	0.951205	0.885306	0.929965	0.944686	0.958208	0.89313	0.821952	0.901344	0.87777	0.906796	0.933733	0.866613	0.914676	0.902165	0.848278	0.971343	0.874871	0.861867	0.851149	0.979851	0.773152	0.860306	0.931676	0.795569	0.955085	0.85139	0.860874	0.826312	0.933228	0.856417	0.883766	0	0.911507	0.893014	0.825618	0.87295	0.875651	0.910327	0.950088	0.916102	0.871623	0.982273	0.84282	0.877251	0.917705	0.895114	0.907407	0.889064	0.822132	0.881755	0.857311	0.851777	0.876856	0.883664	0.864344	0.938029	0.843896	0.875253	0.878575	0.853197	0.88686	0.865576	0.847282	0.818174	0.895207	0.844257	0.94686	0.888374	0.84975	0.926533	0.961731	0.887258	0.889552	0.877489	0.942771	0.89082	0.846205	0.829231	0.93455	0.888275	0.861587	0.921697	0.917228
vaginal_50	0.81962	0.972289	0.875018	1	0.995873	0.90585	0.984693	0.872064	0.863577	0.864081	0.971952	0.943783	0.909345	0.872052	0.930763	0.961587	0.942893	0.880078	0.89852	0.910003	0.962732	0.938119	0.915488	0.974875	0.911143	0.930556	0.940706	0.914982	0.928056	0.817685	0.991301	0.943982	0.84306	0.92641	0.912927	0.945139	0.941004	0.846269	0.930331	0.960606	0.963175	0.960322	0.948633	0.941736	0.925771	0.900144	0.867025	0.964126	0.911507	0	0.90649	0.840758	0.77635	0.93194	0.945063	0.927057	0.960327	0.967576	0.959735	0.954836	0.911089	0.978271	0.926576	0.86961	0.94114	0.958372	0.900267	0.961632	0.948752	0.909766	0.950298	0.973646	0.91216	0.918094	0.976201	0.893941	0.903884	0.898285	0.857609	0.926245	0.979729	0.949803	0.878265	0.950568	0.895134	0.914882	0.974794	0.960709	0.918313	0.887879	0.927543	0.93155	0.978179	0.902654	0.975678	0.951316	0.984616	0.904192	0.895723	0.956
vaginal_51	0.875345	0.923389	0.916337	0.924491	0.940542	0.963232	0.923737	0.956794	0.895629	0.893023	0.898725	0.9558	0.881505	0.871449	0.876618	0.864234	0.881038	0.935705	0.818979	0.90609	0.766754	0.97505	0.896033	0.98653	0.914133	0.793874	0.911576	0.931552	0.921959	0.988309	1	0.872535	0.883305	0.878161	0.939744	0.937	0.924333	0.912835	0.927301	0.956716	0.897989	0.948034	0.914505	0.97191	0.83836	0.839872	0.888398	0.897188	0.893014	0.90649	0	0.79817	0.910337	0.878757	0.928617	0.913239	0.951483	0.95123	0.981616	0.842928	0.90643	0.941568	0.910654	0.925236	0.908014	0.867991	0.884967	0.988131	0.919095	0.888218	0.794722	0.942052	0.918871	0.893233	0.930091	0.866062	0.887045	0.868554	0.767883	0.911799	0.948774	0.773498	0.795671	0.944661	0.86651	0.910256	0.647656	0.981327	0.963182	0.862309	0.896129	0.962119	0.785356	0.928457	0.931042	0.8843	0.975538	0.903316	0.924297	0.926733
