SampleID	skin_1	skin_2	skin_3	skin_4	skin_5	skin_6	skin_7	skin_8	skin_9	skin_10	skin_11	skin_12	skin_13	skin_14	skin_15	skin_16	skin_17	skin_18	skin_19	skin_20	skin_21	skin_22	skin_23	skin_24	skin_25	skin_26	skin_27	skin_28	skin_29	skin_30	skin_31	skin_32	skin_33	skin_34	skin_35	skin_36	skin_37	skin_38	skin_39	skin_40	skin_41	skin_42	skin_43	skin_44	skin_45	skin_46	skin_47	skin_48	skin_49	skin_50	skin_51	skin_52	skin_53	skin_54	skin_55	skin_56	skin_57	skin_58	skin_59	skin_60	skin_61	skin_62	skin_63	skin_64	skin_65	skin_66	skin_67	skin_68	skin_69	skin_70	skin_71	skin_72	skin_73	skin_74	skin_75	skin_76	skin_77	skin_78	skin_79	skin_80	skin_81	skin_82	skin_83	skin_84	skin_85	skin_86	skin_87	skin_88	skin_89	skin_90	skin_91	skin_92	skin_93	skin_94	skin_95	skin_96	skin_97	skin_98	skin_99	skin_100
skin_26	0.845409	0.882397	0.87513	0.851556	0.855741	0.893356	0.849087	0.808543	0.923136	0.922197	0.859794	0.844225	0.858622	0.850181	0.877001	0.849389	0.851219	0.882048	0.875813	0.881889	0.767491	0.85687	0.880066	0.762945	0.85749	0	0.908669	0.848797	0.842364	0.850634	0.815574	0.853894	0.862701	0.820714	0.873751	0.832127	0.925384	0.766197	0.881917	0.815636	0.824694	0.901704	0.91294	0.822981	0.83741	0.831657	0.880054	0.883662	0.862521	0.825298	0.802305	0.89347	0.823987	0.789103	0.859556	0.840481	0.919606	0.843077	0.87211	0.823094	0.9269	0.86712	0.904679	0.84831	0.820757	0.79916	0.914121	0.911102	0.892776	0.840484	0.915644	0.871862	0.867251	0.876898	0.803366	0.806151	0.888987	0.880708	0.863716	0.777556	0.849023	0.862501	0.894203	0.862673	0.88547	0.802101	0.767718	0.848956	0.861001	0.88647	0.908657	0.881963	0.861102	0.840924	0.843139	0.880529	0.844348	0.844482	0.91281	0.771992
skin_27	0.826868	0.771793	0.858252	0.890866	0.907605	0.867376	0.825965	0.823786	0.894165	0.887288	0.814105	0.913506	0.848775	0.852025	0.858947	0.874869	0.893178	0.89709	0.848033	0.866321	0.78188	0.810416	0.873117	0.841535	0.890239	0.908669	0	0.838171	0.887026	0.879886	0.910896	0.825845	0.839055	0.92024	0.932941	0.843777	0.92178	0.832115	0.852734	0.869204	0.905132	0.871356	0.927329	0.80245	0.776677	0.88654	0.935381	0.883392	0.921397	0.783129	0.929468	0.843866	0.855567	0.833663	0.866739	0.888452	0.893769	0.88868	0.894393	0.845639	0.8641	0.885398	0.897127	0.867767	0.885428	0.897407	0.872781	0.894466	0.833369	0.86551	0.930129	0.905671	0.835026	0.860567	0.82249	0.794904	0.885827	0.928137	0.881232	0.874913	0.894039	0.864237	0.823302	0.885661	0.849255	0.809294	0.815359	0.851117	0.829914	0.88241	0.819302	0.860561	0.871383	0.872476	0.840534	0.919165	0.859799	0.872964	0.935392	0.882849
skin_28	0.831354	0.888138	0.886292	0.879614	0.854826	0.881723	0.81184	0.886112	0.956015	0.883104	0.867504	0.840384	0.860177	0.817259	0.834492	0.890913	0.882695	0.834403	0.862979	0.870137	0.815294	0.853605	0.842335	0.893732	0.932935	0.848797	0.838171	0	0.933241	0.883434	0.888381	0.862016	0.854881	0.86328	0.852081	0.85304	0.894278	0.797507	0.890763	0.877286	0.898289	0.875025	0.833478	0.789072	0.834369	0.854426	0.897955	0.901944	0.879925	0.815797	0.839976	0.846729	0.879292	0.848436	0.843147	0.86591	0.89208	0.832242	0.833259	0.896255	0.855966	0.906566	0.87118	0.786122	0.802068	0.89246	0.891816	0.897806	0.841953	0.898098	0.912975	0.849442	0.671307	0.845902	0.876029	0.878527	0.889845	0.890344	0.925936	0.861862	0.884388	0.851912	0.895886	0.860504	0.903099	0.809208	0.840384	0.91944	0.842742	0.870211	0.852061	0.915645	0.861069	0.841783	0.835617	0.904352	0.777649	0.851634	0.907056	0.877448
skin_29	0.890259	0.869818	0.859791	0.904754	0.898829	0.824244	0.848996	0.86361	0.896053	0.858077	0.817928	0.863798	0.849182	0.893092	0.847314	0.90724	0.885485	0.8949	0.836884	0.861011	0.823655	0.883606	0.859789	0.750865	0.880775	0.842364	0.887026	0.933241	0	0.86427	0.89516	0.851323	0.867027	0.866939	0.811803	0.799293	0.809441	0.873189	0.879651	0.827494	0.807604	0.889556	0.876024	0.819322	0.859546	0.923549	0.858691	0.862037	0.814783	0.911157	0.865376	0.852994	0.855088	0.818753	0.846547	0.844906	0.864948	0.891247	0.867399	0.91598	0.878394	0.846564	0.908537	0.889614	0.815488	0.867433	0.899723	0.913837	0.86565	0.850281	0.862364	0.872602	0.865579	0.829148	0.845302	0.870414	0.847556	0.898227	0.89442	0.919702	0.850788	0.903615	0.857785	0.84051	0.881445	0.884189	0.8678	0.8408	0.818773	0.965747	0.881778	0.850554	0.89274	0.76884	0.82333	0.8338	0.88085	0.838429	0.842499	0.860929
skin_30	0.85126	0.863145	0.797385	0.869843	0.86843	0.84434	0.757348	0.892387	0.92921	0.838274	0.859349	0.853937	0.920382	0.870877	0.861043	0.904875	0.826225	0.895066	0.843636	0.871271	0.811544	0.841234	0.915635	0.88309	0.833849	0.850634	0.879886	0.883434	0.86427	0	0.892515	0.785884	0.915456	0.87903	0.925919	0.881267	0.85177	0.868621	0.860399	0.866887	0.902473	0.88041	0.85673	0.835036	0.885375	0.862479	0.85018	0.882551	0.883728	0.867039	0.927566	0.81188	0.881881	0.804976	0.886163	0.882408	0.830862	0.850158	0.847466	0.848544	0.884648	0.85758	0.891436	0.843297	0.86232	0.884883	0.883741	0.869614	0.900272	0.857818	0.905942	0.846514	0.864417	0.812154	0.896191	0.880275	0.890545	0.828089	0.915502	0.825929	0.870357	0.832112	0.869906	0.910318	0.862467	0.833293	0.826022	0.852066	0.829316	0.846681	0.951447	0.795553	0.823916	0.861848	0.862554	0.870655	0.855604	0.891474	0.853727	0.82568
skin_31	0.864721	0.933352	0.883239	0.880872	0.896076	0.903808	0.835882	0.899137	0.911268	0.858438	0.880419	0.897225	0.898008	0.841483	0.889283	0.906	0.895631	0.893953	0.863862	0.815543	0.816643	0.941782	0.919865	0.91164	0.936985	0.815574	0.910896	0.888381	0.89516	0.892515	0	0.866638	0.879521	0.847838	0.929166	0.878473	0.890442	0.874853	0.896473	0.884973	0.844253	0.875155	0.910721	0.892294	0.919773	0.932691	0.910134	0.914732	0.871173	0.925071	0.897326	0.826521	0.912595	0.878088	0.876629	0.875363	0.927361	0.79076	0.863998	0.896897	0.930495	0.889862	0.89565	0.881649	0.855165	0.898574	0.912822	0.916973	0.887178	0.846694	0.968171	0.925227	0.904772	0.870883	0.890036	0.889794	0.905884	0.916034	0.869529	0.837659	0.954352	0.887018	0.936265	0.957363	0.920107	0.916228	0.87956	0.91042	0.909657	0.943206	0.953558	0.885967	0.867479	0.879283	0.887525	0.931714	0.915927	0.903632	0.896571	0.863474
skin_32	0.811183	0.824701	0.893746	0.82702	0.908005	0.87091	0.789342	0.876425	0.922508	0.856507	0.802408	0.848886	0.892563	0.894383	0.853157	0.884995	0.835875	0.889429	0.831066	0.888347	0.828983	0.868037	0.809312	0.826664	0.87683	0.853894	0.825845	0.862016	0.851323	0.785884	0.866638	0	0.879569	0.893657	0.911589	0.848655	0.874654	0.815601	0.812745	0.869201	0.898175	0.856526	0.895315	0.811052	0.875238	0.864306	0.890268	0.836323	0.873236	0.874074	0.834121	0.888756	0.821961	0.879804	0.845677	0.877012	0.830318	0.845219	0.812802	0.796927	0.83135	0.868446	0.850212	0.833251	0.890104	0.866348	0.872124	0.829017	0.864264	0.809879	0.90086	0.933017	0.842455	0.838505	0.892823	0.835196	0.901376	0.844201	0.856516	0.792527	0.863079	0.80479	0.874574	0.876922	0.842365	0.817371	0.915148	0.890253	0.849491	0.916303	0.876308	0.844505	0.850855	0.843235	0.800956	0.832141	0.830418	0.779574	0.811955	0.837796
skin_33	0.82781	0.762313	0.886467	0.922966	0.918761	0.880315	0.883687	0.886397	0.919647	0.903609	0.842905	0.853795	0.882443	0.858877	0.841165	0.868079	0.9124	0.924651	0.836584	0.91316	0.824102	0.90808	0.848246	0.893152	0.924138	0.862701	0.839055	0.854881	0.867027	0.915456	0.879521	0.879569	0	0.843229	0.895701	0.89651	0.885696	0.811387	0.887788	0.809307	0.886941	0.863105	0.900672	0.843769	0.868147	0.88124	0.904229	0.900377	0.833768	0.826163	0.904003	0.912707	0.822757	0.892425	0.890004	0.861354	0.913092	0.902736	0.830639	0.86842	0.902735	0.93576	0.880578	0.84239	0.906932	0.916734	0.943093	0.850955	0.945891	0.897924	0.892485	0.879622	0.896695	0.872793	0.862494	0.90399	0.898506	0.938381	0.858308	0.925714	0.915231	0.884737	0.921967	0.885958	0.864683	0.921837	0.898063	0.895591	0.876808	0.915266	0.873323	0.897148	0.836772	0.815073	0.890406	0.918781	0.922638	0.880834	0.912811	0.880032
skin_34	0.901165	0.881744	0.887148	0.869299	0.93635	0.872049	0.882489	0.780517	0.904391	0.925469	0.865418	0.941634	0.869995	0.894717	0.878219	0.885875	0.823802	0.833351	0.87773	0.902797	0.861792	0.889989	0.92652	0.879456	0.911026	0.820714	0.92024	0.86328	0.866939	0.87903	0.847838	0.893657	0.843229	0	0.913273	0.842686	0.880756	0.859439	0.915194	0.762884	0.829049	0.900792	0.902273	0.853141	0.845912	0.894369	0.936884	0.858947	0.917713	0.946892	0.863615	0.876592	0.862245	0.856422	0.87032	0.855813	0.903647	0.837083	0.857233	0.904616	0.905206	0.899664	0.85149	0.88622	0.855571	0.836142	0.884097	0.933667	0.898622	0.908193	0.855587	0.870154	0.847552	0.873605	0.873925	0.90644	0.883268	0.88644	0.957769	0.900946	0.955365	0.946346	0.917636	0.888122	0.925757	0.861968	0.900688	0.905848	0.861943	0.8894	0.918615	0.929697	0.903487	0.825833	0.876582	0.855636	0.862047	0.781888	0.890079	0.844283
skin_35	0.911016	0.885585	0.922075	0.862601	0.939858	0.84735	0.883135	0.910472	0.878803	0.857173	0.860942	0.904148	0.910907	0.906121	0.848694	0.914572	0.952983	0.940029	0.897887	0.921649	0.90321	0.906171	0.852463	0.883328	0.927802	0.873751	0.932941	0.852081	0.811803	0.925919	0.929166	0.911589	0.895701	0.913273	0	0.876241	0.900824	0.860701	0.908871	0.883641	0.773826	0.915534	0.811697	0.878817	0.8869	0.916471	0.877454	0.884747	0.883121	0.931934	0.876573	0.942397	0.878238	0.93303	0.847019	0.89198	0.966584	0.884572	0.868087	0.909337	0.913731	0.914179	0.93853	0.846002	0.869588	0.884952	0.874123	0.897516	0.890662	0.891656	0.920671	0.839006	0.861578	0.941726	0.874945	0.885055	0.88543	0.893834	0.892111	0.891496	0.898937	0.877684	0.953044	0.916707	0.887027	0.874505	0.869817	0.850461	0.776362	0.904566	0.851704	0.863885	0.910261	0.873124	0.816973	0.909358	0.864977	0.901637	0.955146	0.922888
skin_36	0.813857	0.818153	0.896873	0.864413	0.864585	0.878059	0.861959	0.873935	0.912639	0.850044	0.847405	0.839209	0.836614	0.83844	0.816241	0.890571	0.879262	0.92771	0.846943	0.86905	0.884078	0.856678	0.835482	0.807479	0.907666	0.832127	0.843777	0.85304	0.799293	0.881267	0.878473	0.848655	0.89651	0.842686	0.876241	0	0.845106	0.811901	0.860358	0.839372	0.872347	0.781428	0.889669	0.83383	0.842904	0.838026	0.804567	0.873899	0.86358	0.847513	0.869405	0.844601	0.824619	0.871894	0.870013	0.841981	0.92016	0.853594	0.884803	0.842192	0.93591	0.809974	0.885919	0.897512	0.873478	0.849035	0.845933	0.916262	0.788955	0.88845	0.892006	0.868151	0.820193	0.823766	0.870563	0.835323	0.882842	0.894857	0.940967	0.835867	0.8483	0.902717	0.862752	0.863507	0.937187	0.853157	0.806136	0.83282	0.793651	0.864685	0.882654	0.845508	0.895652	0.82984	0.808302	0.85791	0.863161	0.797189	0.828586	0.792784
skin_37	0.828669	0.851004	0.804167	0.937491	0.917883	0.838116	0.825402	0.862915	0.911576	0.859024	0.865262	0.8296	0.877015	0.914544	0.879741	0.896695	0.887611	0.860361	0.887067	0.869139	0.904565	0.81847	0.933008	0.812219	0.942483	0.925384	0.92178	0.894278	0.809441	0.85177	0.890442	0.874654	0.885696	0.880756	0.900824	0.845106	0	0.881338	0.876288	0.932229	0.895439	0.877524	0.897448	0.849672	0.884056	0.863805	0.884212	0.865621	0.818844	0.940145	0.908613	0.883969	0.9191	0.922926	0.895286	0.882779	0.947394	0.848612	0.849786	0.904151	0.934325	0.88864	0.908154	0.827074	0.832969	0.928936	0.922342	0.888859	0.929781	0.905179	0.88807	0.901183	0.892133	0.818011	0.941197	0.918945	0.875394	0.902559	0.885132	0.894348	0.887267	0.922882	0.799558	0.92347	0.868158	0.9103	0.869846	0.909219	0.921975	0.918003	0.820034	0.842433	0.882128	0.911464	0.833306	0.887127	0.857314	0.879981	0.930556	0.844884
skin_38	0.882069	0.893516	0.877012	0.904369	0.925385	0.874565	0.840361	0.815947	0.894209	0.899806	0.884311	0.839489	0.860995	0.861937	0.790835	0.856853	0.914431	0.9096	0.88135	0.919819	0.871008	0.90514	0.892724	0.895233	0.943817	0.766197	0.832115	0.797507	0.873189	0.868621	0.874853	0.815601	0.811387	0.859439	0.860701	0.811901	0.881338	0	0.903889	0.884572	0.875921	0.835721	0.949406	0.895651	0.878865	0.859843	0.918316	0.866429	0.958721	0.899707	0.816061	0.905966	0.857609	0.791025	0.920909	0.865969	0.885216	0.838737	0.871131	0.781332	0.907618	0.904017	0.913971	0.882956	0.896474	0.878597	0.896319	0.861184	0.918831	0.810843	0.929713	0.916815	0.856902	0.880508	0.842818	0.796989	0.893447	0.89604	0.863866	0.897937	0.911114	0.891773	0.920291	0.858438	0.885215	0.772197	0.866814	0.888478	0.879255	0.852934	0.899697	0.866384	0.801089	0.8667	0.85966	0.93539	0.876648	0.86902	0.93583	0.894813
skin_39	0.868218	0.827902	0.869191	0.822013	0.932399	0.912615	0.865237	0.847231	0.856157	0.866744	0.83112	0.856041	0.860798	0.870524	0.883151	0.878285	0.876532	0.86576	0.8133	0.885643	0.861902	0.822804	0.898262	0.81357	0.924371	0.881917	0.852734	0.890763	0.879651	0.860399	0.896473	0.812745	0.887788	0.915194	0.908871	0.860358	0.876288	0.903889	0	0.845524	0.869592	0.921816	0.867263	0.804758	0.847816	0.875711	0.903543	0.89339	0.849505	0.813173	0.923602	0.885404	0.856822	0.931079	0.903662	0.884904	0.899692	0.873678	0.859424	0.900853	0.87244	0.848961	0.916695	0.848969	0.892621	0.86571	0.937895	0.894407	0.909451	0.842948	0.936837	0.796435	0.866955	0.895449	0.892621	0.912317	0.885334	0.832631	0.902238	0.80016	0.854557	0.874926	0.826422	0.888397	0.833041	0.871884	0.90877	0.896048	0.802407	0.890422	0.911001	0.874544	0.863102	0.905815	0.850232	0.856204	0.868098	0.836946	0.892809	0.844805
skin_40	0.814769	0.70488	0.863649	0.872044	0.80491	0.810217	0.860919	0.794339	0.844531	0.816413	0.845877	0.840427	0.841369	0.749265	0.848071	0.870425	0.821888	0.905979	0.758985	0.856555	0.845226	0.835651	0.85633	0.842051	0.903026	0.815636	0.869204	0.877286	0.827494	0.866887	0.884973	0.869201	0.809307	0.762884	0.883641	0.839372	0.932229	0.884572	0.845524	0	0.809306	0.887188	0.84044	0.856119	0.862965	0.857999	0.866699	0.831877	0.852013	0.834232	0.865397	0.839385	0.779087	0.865924	0.87093	0.89684	0.860926	0.861738	0.775301	0.81356	0.834168	0.856355	0.870619	0.782067	0.819349	0.814519	0.840728	0.905331	0.888745	0.827584	0.840294	0.802112	0.828262	0.825177	0.803659	0.807125	0.867994	0.909251	0.873365	0.82745	0.854199	0.860459	0.848336	0.853022	0.817807	0.807321	0.804876	0.829915	0.775951	0.828361	0.813521	0.848826	0.812672	0.688912	0.862598	0.900322	0.839127	0.847321	0.854991	0.811821
skin_41	0.913443	0.888925	0.897624	0.89999	0.902437	0.887578	0.887531	0.87503	0.945659	0.894211	0.836528	0.873665	0.865291	0.891134	0.859386	0.842451	0.911194	0.920507	0.852659	0.88482	0.927463	0.879154	0.897014	0.901474	0.891941	0.824694	0.905132	0.898289	0.807604	0.902473	0.844253	0.898175	0.886941	0.829049	0.773826	0.872347	0.895439	0.875921	0.869592	0.809306	0	0.924237	0.883457	0.874043	0.928813	0.854065	0.914279	0.915188	0.902636	0.882458	0.891842	0.900566	0.859938	0.902759	0.840893	0.872313	0.886644	0.875907	0.857824	0.878459	0.845389	0.887802	0.902456	0.874032	0.82417	0.814939	0.878319	0.922088	0.905529	0.885364	0.908142	0.885342	0.843967	0.8991	0.913574	0.856505	0.878379	0.918515	0.957698	0.866843	0.906398	0.876693	0.918088	0.907316	0.875964	0.846071	0.923075	0.845445	0.814844	0.88763	0.847167	0.920427	0.905005	0.781452	0.888401	0.829672	0.847989	0.880988	0.862802	0.933383
skin_42	0.833403	0.848084	0.897878	0.903689	0.91755	0.890575	0.804006	0.923042	0.835499	0.901506	0.793901	0.813395	0.854226	0.891301	0.887598	0.860338	0.887856	0.90794	0.864155	0.803833	0.841133	0.887389	0.835801	0.868617	0.927658	0.901704	0.871356	0.875025	0.889556	0.88041	0.875155	0.856526	0.863105	0.900792	0.915534	0.781428	0.877524	0.835721	0.921816	0.887188	0.924237	0	0.912192	0.831814	0.860632	0.868736	0.871346	0.828625	0.813955	0.837972	0.876811	0.876607	0.815287	0.789751	0.859648	0.856238	0.862207	0.846318	0.842478	0.868675	0.919378	0.831314	0.903867	0.878453	0.872717	0.836079	0.794375	0.851551	0.859434	0.825023	0.957181	0.908087	0.876207	0.830308	0.867162	0.836487	0.882119	0.899748	0.819016	0.891647	0.856271	0.881382	0.88968	0.87829	0.879174	0.887504	0.904712	0.797976	0.840417	0.857626	0.876745	0.872573	0.844303	0.847028	0.804035	0.900929	0.886056	0.887214	0.899355	0.800385
skin_43	0.853573	0.824563	0.917158	0.864801	0.904009	0.836788	0.894611	0.80483	0.945204	0.84679	0.888705	0.89214	0.904161	0.895136	0.835609	0.862465	0.9361	0.881817	0.86273	0.900722	0.849632	0.895185	0.856474	0.872691	0.897633	0.91294	0.927329	0.833478	0.876024	0.85673	0.910721	0.895315	0.900672	0.902273	0.811697	0.889669	0.897448	0.949406	0.867263	0.84044	0.883457	0.912192	0	0.844523	0.913455	0.887616	0.85408	0.932002	0.893805	0.913263	0.920082	0.848163	0.908982	0.903841	0.886147	0.822127	0.918778	0.918466	0.893694	0.925262	0.875272	0.840684	0.939741	0.896672	0.824743	0.872082	0.829838	0.773835	0.948404	0.836653	0.859496	0.863103	0.861896	0.843966	0.859334	0.90593	0.900215	0.880135	0.860367	0.809653	0.879303	0.857119	0.849435	0.864622	0.919692	0.881055	0.785798	0.855242	0.813605	0.906472	0.851407	0.88473	0.918416	0.827812	0.837156	0.831512	0.87055	0.906049	0.877575	0.86526
skin_44	0.75639	0.786542	0.795668	0.897134	0.897899	0.780615	0.782866	0.813739	0.894539	0.802423	0.815181	0.813153	0.861157	0.878111	0.807612	0.829494	0.851414	0.895782	0.769947	0.837356	0.751353	0.857438	0.760779	0.788032	0.85544	0.822981	0.80245	0.789072	0.819322	0.835036	0.892294	0.811052	0.843769	0.853141	0.878817	0.83383	0.849672	0.895651	0.804758	0.856119	0.874043	0.831814	0.844523	0	0.803216	0.850462	0.848064	0.779604	0.85719	0.813194	0.871316	0.802026	0.770547	0.829231	0.835587	0.850222	0.834035	0.8002	0.854708	0.820015	0.865106	0.805645	0.864485	0.773207	0.770165	0.856643	0.819287	0.871555	0.884481	0.863218	0.929582	0.872091	0.84462	0.785504	0.902924	0.882935	0.907592	0.861507	0.865821	0.823683	0.843095	0.856793	0.825047	0.829244	0.880682	0.754403	0.859658	0.896677	0.798487	0.92679	0.878919	0.860322	0.871738	0.781693	0.887004	0.884299	0.856934	0.861929	0.876268	0.842079
skin_45	0.795049	0.85343	0.863312	0.824985	0.930115	0.837078	0.78774	0.868101	0.865695	0.867905	0.893607	0.776208	0.869519	0.872992	0.853934	0.818191	0.844661	0.859992	0.862138	0.832585	0.874011	0.833334	0.857173	0.841643	0.904045	0.83741	0.776677	0.834369	0.859546	0.885375	0.919773	0.875238	0.868147	0.845912	0.8869	0.842904	0.884056	0.878865	0.847816	0.862965	0.928813	0.860632	0.913455	0.803216	0	0.869171	0.824466	0.844157	0.826042	0.781295	0.845013	0.888036	0.836533	0.77682	0.820342	0.772565	0.8625	0.803889	0.857042	0.860848	0.926115	0.861874	0.884676	0.845509	0.848669	0.834282	0.91365	0.884943	0.882868	0.884011	0.895574	0.786009	0.881127	0.857543	0.84466	0.820082	0.850153	0.849897	0.825901	0.839718	0.822212	0.862003	0.848247	0.854817	0.879872	0.840119	0.783996	0.859331	0.813228	0.837043	0.89331	0.849698	0.801757	0.871961	0.876935	0.889622	0.782702	0.87794	0.839688	0.788791
skin_46	0.801815	0.834092	0.865499	0.878469	0.888225	0.847772	0.866776	0.86288	0.846461	0.878316	0.902528	0.847914	0.875686	0.853491	0.788757	0.854392	0.841992	0.865929	0.850132	0.846146	0.869026	0.839467	0.843958	0.871207	0.869796	0.831657	0.88654	0.854426	0.923549	0.862479	0.932691	0.864306	0.88124	0.894369	0.916471	0.838026	0.863805	0.859843	0.875711	0.857999	0.854065	0.868736	0.887616	0.850462	0.869171	0	0.871679	0.908213	0.820817	0.830323	0.888772	0.882466	0.879469	0.902502	0.834661	0.885011	0.815898	0.878693	0.852692	0.824353	0.864744	0.854474	0.836299	0.840142	0.872785	0.810392	0.924367	0.966493	0.901667	0.822634	0.846744	0.892253	0.845155	0.832483	0.824344	0.899741	0.902893	0.894547	0.900655	0.8234	0.81121	0.846771	0.896075	0.865564	0.849562	0.807742	0.849897	0.853943	0.834552	0.907008	0.918622	0.917946	0.83924	0.883608	0.878532	0.896076	0.818109	0.889074	0.91	0.817412
skin_47	0.831354	0.746002	0.874476	0.915697	0.8995	0.87838	0.807367	0.854545	0.93208	0.851545	0.859314	0.910685	0.90496	0.906785	0.792679	0.877231	0.918106	0.915187	0.849262	0.911522	0.747783	0.882384	0.821038	0.808108	0.923417	0.880054	0.935381	0.897955	0.858691	0.85018	0.910134	0.890268	0.904229	0.936884	0.877454	0.804567	0.884212	0.918316	0.903543	0.866699	0.914279	0.871346	0.85408	0.848064	0.824466	0.871679	0	0.856363	0.864403	0.885558	0.894451	0.827393	0.833363	0.890872	0.869737	0.901547	0.862546	0.880979	0.858828	0.859325	0.899884	0.886414	0.919336	0.888528	0.845577	0.877232	0.955598	0.867952	0.891803	0.907323	0.898518	0.845391	0.874623	0.823417	0.906703	0.841672	0.911746	0.866105	0.867816	0.941945	0.823499	0.937124	0.881605	0.91851	0.866781	0.875167	0.8171	0.910156	0.87762	0.842498	0.869133	0.910338	0.867136	0.823817	0.875277	0.861367	0.85254	0.944841	0.905499	0.875176
skin_48	0.85081	0.881109	0.839373	0.878489	0.898165	0.855619	0.789301	0.847707	0.896451	0.824136	0.843324	0.915731	0.84143	0.791209	0.863826	0.885058	0.888019	0.871058	0.788259	0.882689	0.820557	0.822085	0.867232	0.850797	0.919997	0.883662	0.883392	0.901944	0.862037	0.882551	0.914732	0.836323	0.900377	0.858947	0.884747	0.873899	0.865621	0.866429	0.89339	0.831877	0.915188	0.828625	0.932002	0.779604	0.844157	0.908213	0.856363	0	0.863643	0.887482	0.874959	0.849897	0.813514	0.859502	0.841975	0.829954	0.866902	0.821638	0.875751	0.867015	0.861228	0.866056	0.874557	0.890252	0.841664	0.842648	0.889567	0.847875	0.883833	0.835508	0.938016	0.874416	0.85807	0.851209	0.941127	0.874638	0.884328	0.926787	0.900721	0.87811	0.868406	0.912567	0.872199	0.93898	0.87131	0.854119	0.817887	0.869573	0.813799	0.925634	0.831351	0.836766	0.832369	0.855484	0.811138	0.909869	0.87998	0.892467	0.918067	0.875166
skin_49	0.766502	0.858098	0.833542	0.93654	0.887746	0.842537	0.879247	0.888263	0.835003	0.838306	0.844905	0.832907	0.833344	0.938354	0.880125	0.892216	0.864846	0.862015	0.826491	0.823788	0.845571	0.874105	0.878455	0.831399	0.811725	0.862521	0.921397	0.879925	0.814783	0.883728	0.871173	0.873236	0.833768	0.917713	0.883121	0.86358	0.818844	0.958721	0.849505	0.852013	0.902636	0.813955	0.893805	0.85719	0.826042	0.820817	0.864403	0.863643	0	0.862006	0.875473	0.843266	0.817104	0.880335	0.826236	0.873824	0.903417	0.84451	0.845418	0.886068	0.848321	0.910254	0.880274	0.882964	0.837752	0.870187	0.907407	0.894943	0.904242	0.878873	0.894229	0.853663	0.840148	0.885096	0.865353	0.884393	0.830954	0.928048	0.838405	0.898514	0.850976	0.893436	0.837729	0.862947	0.910098	0.874363	0.914701	0.898428	0.832141	0.901657	0.871045	0.901535	0.901576	0.869527	0.897689	0.928418	0.861965	0.875824	0.889231	0.85889
skin_50	0.820562	0.88133	0.827408	0.903225	0.863693	0.897941	0.811111	0.882588	0.845767	0.871262	0.83751	0.873876	0.903686	0.923375	0.850867	0.870656	0.879987	0.875693	0.916015	0.814445	0.847315	0.880994	0.841125	0.857647	0.919376	0.825298	0.783129	0.815797	0.911157	0.867039	0.925071	0.874074	0.826163	0.946892	0.931934	0.847513	0.940145	0.899707	0.813173	0.834232	0.882458	0.837972	0.913263	0.813194	0.781295	0.830323	0.885558	0.887482	0.862006	0	0.863174	0.870272	0.816464	0.89403	0.821854	0.830701	0.895357	0.869628	0.871252	0.879909	0.862927	0.852269	0.897225	0.823541	0.864503	0.889901	0.942474	0.917507	0.862276	0.887469	0.914345	0.876064	0.846736	0.855656	0.851091	0.85709	0.883716	0.86186	0.906222	0.83244	0.847093	0.853215	0.847826	0.84205	0.875977	0.796474	0.881343	0.844669	0.801049	0.90572	0.852059	0.900964	0.879905	0.858321	0.898623	0.859301	0.866864	0.810205	0.898746	0.811839
skin_51	0.865061	0.868168	0.883808	0.924502	0.856227	0.893841	0.892999	0.886679	0.889155	0.791312	0.872118	0.889932	0.817799	0.854692	0.83399	0.825197	0.850664	0.871317	0.859058	0.913226	0.903248	0.824052	0.85951	0.834963	0.88901	0.802305	0.929468	0.839976	0.865376	0.927566	0.897326	0.834121	0.904003	0.863615	0.876573	0.869405	0.908613	0.816061	0.923602	0.865397	0.891842	0.876811	0.920082	0.871316	0.845013	0.888772	0.894451	0.874959	0.875473	0.863174	0	0.888238	0.838024	0.86633	0.864105	0.869333	0.878391	0.837968	0.864521	0.825021	0.892671	0.783993	0.947259	0.816109	0.842635	0.84639	0.858581	0.849951	0.876257	0.865567	0.885411	0.879963	0.779217	0.827514	0.842603	0.822703	0.889183	0.809584	0.808081	0.893432	0.794505	0.886362	0.799918	0.901455	0.870521	0.898345	0.889162	0.87321	0.888783	0.891046	0.883249	0.926749	0.894691	0.822458	0.862076	0.788687	0.767808	0.868475	0.882332	0.85015
