SampleID	building_1	building_2	building_3	building_4	building_5	building_6	building_7	building_8	building_9	building_10	building_11	building_12	building_13	building_14	building_15	building_16	building_17	building_18	building_19	building_20	building_21	building_22	building_23	building_24	building_25	building_26	building_27	building_28	building_29	building_30	building_31	building_32	building_33	building_34	building_35	building_36	building_37	building_38	building_39	building_40	building_41	building_42	building_43	building_44	building_45	building_46	building_47	building_48	building_49	building_50	building_51	building_52	building_53	building_54	building_55	building_56	building_57	building_58	building_59	building_60	building_61	building_62	building_63	building_64	building_65	building_66	building_67	building_68	building_69	building_70	building_71	building_72	building_73	building_74	building_75	building_76	building_77	building_78	building_79	building_80	building_81	building_82	building_83	building_84	building_85	building_86	building_87	building_88	building_89	building_90	building_91	building_92	building_93	building_94	building_95	building_96	building_97	building_98	building_99	building_100
building_27	0.630312	0.653203	0.696671	0.687864	0.663747	0.605525	0.604972	0.601916	0.625961	0.647044	0.71223	0.654513	0.628477	0.702915	0.588721	0.62729	0.664347	0.671256	0.634448	0.618883	0.685344	0.628615	0.698653	0.703435	0.634875	0.64571	0	0.722905	0.67781	0.623608	0.655346	0.636444	0.693851	0.670929	0.628296	0.677805	0.695731	0.653411	0.682591	0.660598	0.599089	0.666931	0.615412	0.663243	0.664418	0.648364	0.595087	0.703194	0.65635	0.653579	0.623734	0.636692	0.619327	0.717054	0.705079	0.631975	0.656575	0.699158	0.630354	0.691336	0.68551	0.658186	0.637903	0.600161	0.622392	0.711648	0.625791	0.659511	0.671307	0.604617	0.608348	0.615896	0.651107	0.679443	0.674639	0.662	0.571761	0.630451	0.63903	0.713786	0.642525	0.602864	0.662364	0.633875	0.686575	0.618703	0.676738	0.637759	0.636717	0.631635	0.609869	0.684477	0.653635	0.692692	0.613663	0.637912	0.602466	0.641804	0.62304	0.657127
building_28	0.675799	0.642092	0.68771	0.696942	0.695231	0.673763	0.677359	0.648497	0.685568	0.669402	0.713471	0.643765	0.636642	0.731164	0.642906	0.652725	0.702632	0.688107	0.662387	0.664569	0.677589	0.69077	0.685451	0.649546	0.66126	0.602807	0.722905	0	0.653865	0.642343	0.680915	0.671894	0.715989	0.66178	0.66479	0.729163	0.739846	0.704311	0.678584	0.679338	0.667089	0.668531	0.687011	0.667215	0.728313	0.722791	0.649437	0.683854	0.68443	0.705804	0.692117	0.669982	0.630671	0.700169	0.70039	0.645963	0.705211	0.647283	0.664876	0.704888	0.675256	0.712729	0.675676	0.664611	0.667988	0.70838	0.678998	0.691287	0.687539	0.666196	0.630062	0.650827	0.757232	0.659206	0.652768	0.69003	0.697384	0.688249	0.641103	0.685806	0.65843	0.666478	0.701044	0.724884	0.721173	0.67031	0.705422	0.651016	0.685425	0.657994	0.662382	0.669037	0.657227	0.74365	0.687368	0.646523	0.664225	0.651586	0.661951	0.64472
building_29	0.64845	0.677211	0.700104	0.675738	0.69432	0.667457	0.639711	0.673941	0.664904	0.659062	0.684933	0.650927	0.665726	0.71049	0.691411	0.675609	0.627587	0.686453	0.630326	0.673772	0.707398	0.666246	0.742526	0.70137	0.657329	0.634491	0.67781	0.653865	0	0.68416	0.654293	0.664518	0.702319	0.695361	0.637825	0.708424	0.643736	0.701947	0.71173	0.653508	0.634835	0.704005	0.698991	0.682632	0.692755	0.695057	0.696346	0.682707	0.688468	0.726611	0.672377	0.659882	0.682698	0.730834	0.725173	0.676613	0.678521	0.698588	0.684073	0.67604	0.680269	0.681933	0.708712	0.645476	0.671014	0.735999	0.652259	0.705332	0.707341	0.665262	0.680159	0.681437	0.757902	0.640727	0.696508	0.73475	0.678005	0.666485	0.713971	0.701123	0.700678	0.633322	0.676559	0.675115	0.661581	0.662142	0.713147	0.650969	0.717967	0.640395	0.649132	0.666325	0.688153	0.691096	0.639582	0.704397	0.650166	0.653498	0.651382	0.691255
building_30	0.6078	0.63892	0.631117	0.702711	0.705665	0.607087	0.588921	0.624189	0.609745	0.639621	0.669257	0.595245	0.682464	0.652004	0.625185	0.593147	0.670276	0.634617	0.644358	0.606343	0.6718	0.631617	0.634259	0.690583	0.64124	0.650182	0.623608	0.642343	0.68416	0	0.628004	0.609548	0.676091	0.64888	0.630628	0.656117	0.69937	0.676948	0.680066	0.592178	0.59114	0.63197	0.653208	0.629389	0.648813	0.664558	0.621328	0.65118	0.648817	0.662856	0.640424	0.63468	0.575927	0.669253	0.694063	0.624969	0.65914	0.627407	0.625322	0.649019	0.653357	0.670248	0.651691	0.615971	0.594231	0.677401	0.627684	0.659816	0.671709	0.600869	0.631553	0.611431	0.672083	0.633609	0.62002	0.707175	0.624974	0.62584	0.679338	0.679311	0.637932	0.597598	0.683083	0.639554	0.683761	0.592998	0.670214	0.637458	0.613026	0.597182	0.638452	0.659465	0.620537	0.668056	0.615709	0.583418	0.613432	0.653821	0.646689	0.603856
building_31	0.663788	0.630139	0.669802	0.657674	0.704132	0.659889	0.668857	0.621112	0.675803	0.672951	0.648961	0.643173	0.624841	0.697386	0.590014	0.649939	0.688202	0.669664	0.646732	0.623068	0.6666	0.636267	0.635266	0.659818	0.678244	0.633469	0.655346	0.680915	0.654293	0.628004	0	0.689771	0.628695	0.695174	0.656854	0.636321	0.681441	0.643662	0.696398	0.652058	0.60561	0.606882	0.656623	0.59391	0.650601	0.682769	0.667222	0.648161	0.628149	0.67083	0.643393	0.610111	0.617724	0.682947	0.684439	0.624901	0.668556	0.672666	0.653456	0.647079	0.653371	0.658533	0.642346	0.622335	0.62923	0.621799	0.623275	0.642319	0.633124	0.675475	0.619712	0.653519	0.676397	0.615111	0.681565	0.674454	0.646361	0.622906	0.662816	0.696722	0.656692	0.625599	0.688173	0.644395	0.658847	0.647263	0.680743	0.595864	0.645799	0.647959	0.648592	0.629794	0.636496	0.711289	0.659099	0.629558	0.625727	0.665844	0.676985	0.657824
building_32	0.632444	0.63576	0.629736	0.69725	0.675779	0.628412	0.604024	0.630749	0.666163	0.644053	0.6895	0.625611	0.647687	0.695407	0.64352	0.642228	0.690505	0.700321	0.638368	0.608615	0.685141	0.671882	0.676757	0.701262	0.653107	0.585945	0.636444	0.671894	0.664518	0.609548	0.689771	0	0.69265	0.624318	0.6209	0.708395	0.697618	0.705491	0.668815	0.66493	0.612069	0.67969	0.670695	0.633635	0.670434	0.667148	0.585685	0.699868	0.657745	0.709364	0.653107	0.645492	0.6479	0.701371	0.737069	0.622395	0.686771	0.720919	0.657643	0.652877	0.631243	0.693095	0.673477	0.647014	0.686473	0.655038	0.676155	0.649167	0.671539	0.612221	0.618934	0.667529	0.745706	0.646124	0.691007	0.71723	0.635163	0.674023	0.704512	0.6771	0.647231	0.601809	0.690993	0.654372	0.694567	0.641962	0.667302	0.648253	0.649534	0.637179	0.653845	0.691524	0.631371	0.711179	0.642261	0.652894	0.606493	0.656698	0.628824	0.653845
building_33	0.712201	0.66097	0.67544	0.672241	0.710102	0.638102	0.675048	0.682477	0.699672	0.686576	0.701012	0.678599	0.663368	0.719145	0.659297	0.695761	0.753468	0.71931	0.643473	0.646278	0.704818	0.638867	0.684131	0.686237	0.681438	0.657684	0.693851	0.715989	0.702319	0.676091	0.628695	0.69265	0	0.710691	0.647489	0.650713	0.69272	0.695683	0.726514	0.691357	0.665804	0.699889	0.66911	0.669653	0.67054	0.72196	0.701464	0.690439	0.725439	0.722453	0.7195	0.706024	0.628874	0.695151	0.703421	0.677808	0.690329	0.718781	0.701019	0.654646	0.698185	0.696399	0.667423	0.661114	0.6913	0.657242	0.689994	0.704977	0.69677	0.694216	0.667612	0.635592	0.727375	0.675155	0.696545	0.739734	0.701338	0.662741	0.709559	0.714306	0.664455	0.627288	0.675843	0.7018	0.714241	0.647442	0.719238	0.627498	0.660379	0.659083	0.716186	0.688448	0.726575	0.73416	0.679842	0.682665	0.672633	0.624674	0.690902	0.711902
building_34	0.682316	0.678113	0.700484	0.684037	0.668199	0.643921	0.580059	0.65007	0.665873	0.703986	0.675053	0.656809	0.656406	0.703136	0.649087	0.640276	0.715832	0.707885	0.636244	0.656686	0.682285	0.65632	0.656949	0.653336	0.66295	0.673046	0.670929	0.66178	0.695361	0.64888	0.695174	0.624318	0.710691	0	0.654325	0.692053	0.679997	0.692434	0.669498	0.676509	0.647185	0.708725	0.687678	0.61952	0.675085	0.672029	0.644122	0.681959	0.662095	0.706365	0.657385	0.673929	0.62347	0.696564	0.732704	0.63968	0.666791	0.663317	0.661246	0.656845	0.644933	0.677961	0.643915	0.639195	0.676121	0.675512	0.69715	0.665487	0.693287	0.679864	0.633206	0.66215	0.727872	0.647557	0.667085	0.687138	0.67983	0.629818	0.634401	0.705863	0.663844	0.619229	0.715761	0.71056	0.686902	0.670342	0.690818	0.657838	0.642815	0.671321	0.678345	0.697465	0.665675	0.711703	0.63069	0.646125	0.627347	0.685807	0.691248	0.62402
building_35	0.59564	0.623858	0.606247	0.648462	0.619984	0.597978	0.607272	0.569844	0.653356	0.606909	0.68571	0.614275	0.584666	0.699307	0.581764	0.564338	0.63932	0.649482	0.621577	0.610445	0.631596	0.637288	0.613314	0.653232	0.593618	0.608723	0.628296	0.66479	0.637825	0.630628	0.656854	0.6209	0.647489	0.654325	0	0.660221	0.63328	0.653652	0.700434	0.620892	0.578848	0.651181	0.632923	0.607164	0.6158	0.658852	0.637234	0.620766	0.635149	0.645692	0.620896	0.608663	0.575835	0.67454	0.663929	0.554864	0.656092	0.644539	0.649935	0.617135	0.621128	0.613649	0.613208	0.591176	0.596697	0.649089	0.612204	0.641674	0.646388	0.61106	0.599259	0.642104	0.682962	0.622465	0.652716	0.676637	0.613972	0.602655	0.609488	0.66411	0.617157	0.557763	0.626301	0.65853	0.635987	0.58186	0.629853	0.585687	0.623234	0.559674	0.646518	0.624327	0.609733	0.678986	0.58652	0.6628	0.593419	0.581914	0.595131	0.619519
building_36	0.6867	0.707255	0.699448	0.697808	0.715035	0.667329	0.648063	0.667478	0.702145	0.681639	0.751159	0.694903	0.680335	0.725257	0.646348	0.664913	0.72702	0.692652	0.670568	0.633547	0.740654	0.693859	0.686195	0.747442	0.676379	0.639048	0.677805	0.729163	0.708424	0.656117	0.636321	0.708395	0.650713	0.692053	0.660221	0	0.719273	0.699077	0.726279	0.663363	0.647493	0.707776	0.727908	0.664176	0.646142	0.71339	0.695319	0.698411	0.69152	0.68473	0.715458	0.699227	0.668046	0.691685	0.729707	0.685475	0.685838	0.710076	0.706002	0.705172	0.684319	0.692872	0.696477	0.690266	0.683798	0.671308	0.696989	0.681635	0.719094	0.678526	0.654928	0.641691	0.707167	0.704854	0.714025	0.724393	0.701281	0.663941	0.708154	0.73819	0.624632	0.616366	0.703977	0.71404	0.680934	0.646562	0.732361	0.615387	0.689722	0.693857	0.676009	0.702694	0.684485	0.745409	0.64491	0.684823	0.634916	0.706712	0.676966	0.635204
building_37	0.684094	0.687658	0.699667	0.691669	0.677754	0.668625	0.675282	0.581249	0.726305	0.659158	0.745198	0.649818	0.688811	0.767312	0.688006	0.668033	0.732548	0.701195	0.672879	0.685941	0.689158	0.680342	0.703463	0.669403	0.666653	0.664129	0.695731	0.739846	0.643736	0.69937	0.681441	0.697618	0.69272	0.679997	0.63328	0.719273	0	0.717907	0.70483	0.689753	0.638902	0.728396	0.667984	0.641646	0.68543	0.706788	0.69075	0.719056	0.720792	0.759031	0.693866	0.641718	0.657562	0.715893	0.727732	0.692677	0.688549	0.68162	0.707399	0.68452	0.681136	0.695764	0.671473	0.666706	0.64534	0.69147	0.70847	0.639544	0.675782	0.657702	0.666414	0.669469	0.741297	0.636766	0.706337	0.739459	0.674702	0.716066	0.681708	0.698517	0.671595	0.644495	0.769414	0.709255	0.704443	0.648221	0.655934	0.710436	0.721435	0.653916	0.692479	0.684854	0.6683	0.708952	0.682876	0.681211	0.637189	0.700307	0.662257	0.709936
building_38	0.662777	0.701364	0.696005	0.689174	0.740412	0.641447	0.672674	0.667946	0.674352	0.684752	0.677478	0.632237	0.648594	0.742317	0.627201	0.654755	0.722893	0.680218	0.647023	0.642211	0.708883	0.648451	0.692448	0.731842	0.678012	0.654178	0.653411	0.704311	0.701947	0.676948	0.643662	0.705491	0.695683	0.692434	0.653652	0.699077	0.717907	0	0.739458	0.665775	0.662363	0.695343	0.626767	0.664306	0.673578	0.718304	0.636752	0.682567	0.665208	0.67365	0.628983	0.672869	0.657249	0.713184	0.706647	0.648431	0.677444	0.67184	0.670427	0.660705	0.682841	0.664215	0.686169	0.678366	0.636031	0.715533	0.647361	0.646386	0.682964	0.657155	0.637024	0.644656	0.752393	0.672403	0.68794	0.69131	0.638244	0.673617	0.707581	0.678588	0.683959	0.659244	0.696913	0.681771	0.680255	0.662544	0.670117	0.616792	0.656723	0.650074	0.693144	0.656306	0.70187	0.669854	0.657525	0.645007	0.68561	0.658741	0.658947	0.664312
building_39	0.717047	0.677305	0.716621	0.721102	0.728548	0.646455	0.696803	0.635471	0.687022	0.693512	0.712541	0.713525	0.644553	0.736719	0.632242	0.654304	0.740592	0.685712	0.659334	0.663785	0.720326	0.658848	0.701425	0.659287	0.650021	0.683976	0.682591	0.678584	0.71173	0.680066	0.696398	0.668815	0.726514	0.669498	0.700434	0.726279	0.70483	0.739458	0	0.66679	0.661964	0.69838	0.690583	0.70918	0.699179	0.702806	0.716801	0.660224	0.706159	0.708639	0.68188	0.666978	0.638105	0.70399	0.759142	0.683845	0.699885	0.699916	0.673097	0.731027	0.715613	0.642491	0.631695	0.644721	0.684162	0.710556	0.640093	0.658431	0.662817	0.685229	0.668715	0.687166	0.737046	0.692163	0.663633	0.729967	0.692592	0.711163	0.724278	0.722452	0.691699	0.664476	0.738837	0.711268	0.6582	0.689604	0.696434	0.670203	0.691693	0.69331	0.685366	0.696767	0.694816	0.728698	0.630396	0.70741	0.636438	0.709797	0.70039	0.682901
building_40	0.637931	0.622025	0.651133	0.706074	0.672662	0.600654	0.676221	0.650827	0.661811	0.626766	0.641346	0.634213	0.629681	0.671129	0.594211	0.604896	0.671441	0.653384	0.66885	0.649341	0.653168	0.652363	0.66935	0.650875	0.664521	0.66081	0.660598	0.679338	0.653508	0.592178	0.652058	0.66493	0.691357	0.676509	0.620892	0.663363	0.689753	0.665775	0.66679	0	0.614738	0.615517	0.620056	0.624639	0.611031	0.689905	0.67167	0.632824	0.628409	0.679361	0.626305	0.64535	0.632643	0.725321	0.699213	0.616317	0.654649	0.697765	0.64528	0.668935	0.641908	0.651127	0.63487	0.619083	0.608491	0.683318	0.641267	0.579338	0.658985	0.65093	0.597058	0.675145	0.700159	0.581542	0.63953	0.674732	0.659826	0.664538	0.673903	0.689765	0.669683	0.635361	0.68093	0.657724	0.665289	0.589931	0.70806	0.591864	0.644998	0.628494	0.635306	0.635022	0.659419	0.659064	0.624225	0.640004	0.654693	0.655844	0.639613	0.686574
building_41	0.606613	0.604466	0.655915	0.667735	0.691357	0.58671	0.574759	0.567936	0.609544	0.625221	0.639994	0.606734	0.563925	0.672125	0.590045	0.598213	0.63242	0.624454	0.620248	0.586772	0.649502	0.607607	0.666749	0.628572	0.613704	0.577627	0.599089	0.667089	0.634835	0.59114	0.60561	0.612069	0.665804	0.647185	0.578848	0.647493	0.638902	0.662363	0.661964	0.614738	0	0.606639	0.670078	0.582123	0.638375	0.640748	0.58635	0.656723	0.606353	0.662914	0.627301	0.615496	0.602242	0.697242	0.691087	0.60565	0.636171	0.652049	0.595367	0.649937	0.619983	0.606365	0.644185	0.563045	0.601407	0.631517	0.605707	0.628909	0.63609	0.609668	0.592303	0.62663	0.655276	0.584979	0.640937	0.650404	0.595917	0.621579	0.636941	0.65994	0.620709	0.576067	0.667583	0.656881	0.656074	0.572969	0.612282	0.608962	0.670762	0.620653	0.601782	0.591885	0.597745	0.688352	0.600786	0.618577	0.604281	0.611706	0.612875	0.665156
building_42	0.642333	0.660521	0.678829	0.701074	0.719261	0.648936	0.669197	0.616024	0.693759	0.705873	0.706618	0.617421	0.663091	0.709909	0.647945	0.644187	0.732685	0.685034	0.654177	0.623896	0.679066	0.659582	0.646655	0.682704	0.683953	0.667243	0.666931	0.668531	0.704005	0.63197	0.606882	0.67969	0.699889	0.708725	0.651181	0.707776	0.728396	0.695343	0.69838	0.615517	0.606639	0	0.645788	0.590472	0.66424	0.713797	0.622639	0.675809	0.633196	0.656852	0.648189	0.617418	0.598695	0.686466	0.662054	0.6325	0.67629	0.680426	0.650134	0.652479	0.637488	0.679615	0.667922	0.649232	0.628765	0.663803	0.644007	0.642721	0.682367	0.618402	0.613701	0.623612	0.653696	0.665526	0.645796	0.702723	0.659431	0.651606	0.644021	0.681171	0.671194	0.626856	0.677578	0.672333	0.668823	0.606268	0.669056	0.628634	0.640249	0.635617	0.653492	0.650081	0.681743	0.675962	0.62045	0.644451	0.68215	0.693137	0.646542	0.671312
building_43	0.661643	0.659041	0.671596	0.652721	0.654735	0.638252	0.631382	0.626418	0.668799	0.638088	0.67659	0.607068	0.649014	0.741875	0.60693	0.639309	0.719147	0.717553	0.640247	0.661799	0.668546	0.639146	0.669284	0.69722	0.642838	0.671794	0.615412	0.687011	0.698991	0.653208	0.656623	0.670695	0.66911	0.687678	0.632923	0.727908	0.667984	0.626767	0.690583	0.620056	0.670078	0.645788	0	0.660627	0.673551	0.738177	0.679671	0.667124	0.658283	0.723241	0.626467	0.638599	0.619544	0.707789	0.668271	0.652743	0.690448	0.688083	0.645692	0.674213	0.62839	0.653084	0.617508	0.631828	0.65263	0.703312	0.626951	0.63613	0.669396	0.648804	0.643058	0.633533	0.695129	0.680349	0.673423	0.692287	0.628509	0.690827	0.70023	0.669743	0.630221	0.608778	0.696366	0.703393	0.675088	0.610021	0.650182	0.606891	0.652927	0.606137	0.68964	0.596947	0.691538	0.708438	0.631262	0.6312	0.643656	0.664383	0.609169	0.69043
building_44	0.677735	0.661971	0.658998	0.67519	0.669421	0.615204	0.626172	0.607869	0.640282	0.661731	0.679735	0.632724	0.648047	0.708611	0.622941	0.624818	0.689202	0.67201	0.65125	0.639381	0.656663	0.635083	0.626909	0.697876	0.660459	0.608659	0.663243	0.667215	0.682632	0.629389	0.59391	0.633635	0.669653	0.61952	0.607164	0.664176	0.641646	0.664306	0.70918	0.624639	0.582123	0.590472	0.660627	0	0.658028	0.704093	0.629373	0.68053	0.617649	0.659383	0.669493	0.615159	0.604319	0.687146	0.709983	0.603894	0.655449	0.636733	0.638822	0.633276	0.617809	0.659321	0.618406	0.639688	0.631549	0.6392	0.663043	0.654274	0.6442	0.585195	0.578601	0.655688	0.68549	0.610042	0.631521	0.698466	0.635836	0.645585	0.652419	0.675168	0.649138	0.615231	0.722903	0.695403	0.671655	0.591115	0.663463	0.611214	0.655761	0.604997	0.63328	0.628582	0.668387	0.682023	0.633288	0.642702	0.612463	0.670717	0.657407	0.633005
building_45	0.661122	0.639106	0.624359	0.694426	0.69534	0.655574	0.665321	0.633429	0.673746	0.647682	0.665924	0.651737	0.632793	0.736467	0.631612	0.64713	0.682761	0.692999	0.638531	0.649598	0.643729	0.62575	0.691002	0.657631	0.671311	0.680839	0.664418	0.728313	0.692755	0.648813	0.650601	0.670434	0.67054	0.675085	0.6158	0.646142	0.68543	0.673578	0.699179	0.611031	0.638375	0.66424	0.673551	0.658028	0	0.699194	0.677445	0.653466	0.635415	0.705077	0.626352	0.667943	0.663333	0.693164	0.705764	0.617462	0.66299	0.699191	0.660501	0.647181	0.64531	0.641743	0.645896	0.618725	0.631984	0.683639	0.646073	0.62943	0.685533	0.631175	0.642243	0.645548	0.66201	0.612544	0.661914	0.696325	0.650573	0.672232	0.646145	0.664592	0.658523	0.647289	0.684728	0.632206	0.666744	0.590582	0.668872	0.639212	0.659972	0.663776	0.664984	0.661894	0.669661	0.711331	0.654372	0.683776	0.651698	0.64916	0.635655	0.690311
building_46	0.64995	0.66828	0.691842	0.715251	0.735225	0.618338	0.632623	0.654897	0.713321	0.691117	0.69915	0.675001	0.672519	0.72385	0.644584	0.6406	0.712063	0.704692	0.678957	0.638634	0.70095	0.609414	0.697274	0.682971	0.69053	0.656142	0.648364	0.722791	0.695057	0.664558	0.682769	0.667148	0.72196	0.672029	0.658852	0.71339	0.706788	0.718304	0.702806	0.689905	0.640748	0.713797	0.738177	0.704093	0.699194	0	0.650189	0.7228	0.674168	0.71506	0.679166	0.691015	0.663864	0.70592	0.723281	0.653948	0.689944	0.72624	0.702765	0.717674	0.680079	0.651143	0.689104	0.633415	0.648532	0.737735	0.683796	0.680229	0.731655	0.649547	0.664853	0.668772	0.72757	0.687707	0.685612	0.676848	0.656402	0.663218	0.610199	0.732398	0.685263	0.64699	0.724289	0.734425	0.649372	0.661045	0.700552	0.636412	0.676404	0.667591	0.654105	0.647806	0.652494	0.720784	0.640245	0.715339	0.665708	0.659196	0.696371	0.693129
building_47	0.619698	0.59962	0.650565	0.695994	0.691642	0.611158	0.604799	0.620419	0.608075	0.636853	0.700723	0.610453	0.615252	0.682537	0.627294	0.594092	0.68955	0.69022	0.654222	0.593774	0.660268	0.622781	0.652602	0.697434	0.636898	0.59352	0.595087	0.649437	0.696346	0.621328	0.667222	0.585685	0.701464	0.644122	0.637234	0.695319	0.69075	0.636752	0.716801	0.67167	0.58635	0.622639	0.679671	0.629373	0.677445	0.650189	0	0.661085	0.628421	0.652043	0.618761	0.637549	0.596745	0.687382	0.673327	0.633834	0.653877	0.657494	0.629845	0.666563	0.647859	0.644062	0.631115	0.62267	0.642415	0.658518	0.648383	0.660428	0.657877	0.630295	0.634191	0.609006	0.704732	0.66893	0.626349	0.680949	0.613669	0.62535	0.668665	0.68235	0.621771	0.601194	0.670111	0.643663	0.638785	0.580702	0.64877	0.661193	0.642509	0.597913	0.682602	0.651815	0.610931	0.727743	0.628622	0.62969	0.656476	0.669707	0.625925	0.623349
building_48	0.672151	0.680168	0.702839	0.636696	0.728578	0.681045	0.668441	0.676667	0.660407	0.67217	0.675587	0.671199	0.631242	0.736232	0.664996	0.636732	0.733681	0.612451	0.637262	0.665701	0.735983	0.668846	0.663461	0.682748	0.670612	0.667772	0.703194	0.683854	0.682707	0.65118	0.648161	0.699868	0.690439	0.681959	0.620766	0.698411	0.719056	0.682567	0.660224	0.632824	0.656723	0.675809	0.667124	0.68053	0.653466	0.7228	0.661085	0	0.686326	0.690097	0.651841	0.639344	0.636156	0.704975	0.706725	0.670053	0.702024	0.682758	0.665841	0.694302	0.669819	0.661113	0.68768	0.63574	0.663517	0.698585	0.67328	0.658048	0.667797	0.686751	0.66404	0.6739	0.725199	0.659722	0.669314	0.7285	0.682253	0.657003	0.70105	0.698012	0.674714	0.625565	0.649309	0.698252	0.701649	0.674427	0.711146	0.663412	0.676281	0.652018	0.671827	0.667646	0.689872	0.722402	0.644391	0.666125	0.646532	0.676305	0.677997	0.630713
building_49	0.649109	0.594758	0.642984	0.670613	0.670858	0.617393	0.644425	0.648799	0.640862	0.640854	0.685437	0.616288	0.620769	0.693755	0.587626	0.638062	0.667748	0.673686	0.626045	0.589066	0.67059	0.63373	0.657896	0.682653	0.658544	0.644771	0.65635	0.68443	0.688468	0.648817	0.628149	0.657745	0.725439	0.662095	0.635149	0.69152	0.720792	0.665208	0.706159	0.628409	0.606353	0.633196	0.658283	0.617649	0.635415	0.674168	0.628421	0.686326	0	0.69908	0.644101	0.642798	0.618234	0.710048	0.695413	0.622698	0.654835	0.622961	0.642847	0.662648	0.612539	0.693992	0.606029	0.593776	0.645111	0.655114	0.625184	0.661422	0.698935	0.636699	0.601988	0.670812	0.659987	0.584061	0.657169	0.655723	0.681481	0.632197	0.625664	0.648477	0.65147	0.619639	0.694997	0.652174	0.652473	0.604944	0.676168	0.650298	0.656564	0.611245	0.652652	0.650857	0.634765	0.668887	0.668731	0.662998	0.638048	0.65298	0.646504	0.654752
building_50	0.656189	0.654269	0.664244	0.729563	0.701793	0.658626	0.672082	0.642276	0.681928	0.689823	0.732348	0.647357	0.64421	0.687444	0.598487	0.625516	0.712428	0.684928	0.646457	0.620883	0.678258	0.662586	0.668901	0.72634	0.677968	0.63896	0.653579	0.705804	0.726611	0.662856	0.67083	0.709364	0.722453	0.706365	0.645692	0.68473	0.759031	0.67365	0.708639	0.679361	0.662914	0.656852	0.723241	0.659383	0.705077	0.71506	0.652043	0.690097	0.69908	0	0.684795	0.68652	0.678117	0.692251	0.688549	0.597453	0.704008	0.682032	0.674718	0.741498	0.683504	0.680008	0.718576	0.683986	0.663117	0.675354	0.63652	0.663472	0.710386	0.654682	0.632855	0.68701	0.679819	0.708226	0.658812	0.692151	0.629415	0.646937	0.690054	0.712202	0.657062	0.633894	0.679275	0.650495	0.658852	0.64025	0.687701	0.665079	0.709484	0.645796	0.705006	0.701051	0.699498	0.720218	0.640066	0.662062	0.649732	0.701741	0.651512	0.611669
building_51	0.658245	0.612294	0.654352	0.646066	0.662713	0.638311	0.643386	0.641929	0.644422	0.671255	0.648202	0.635623	0.672204	0.710121	0.614989	0.564631	0.665671	0.66103	0.58767	0.621885	0.667629	0.64364	0.704005	0.672465	0.600032	0.650304	0.623734	0.692117	0.672377	0.640424	0.643393	0.653107	0.7195	0.657385	0.620896	0.715458	0.693866	0.628983	0.68188	0.626305	0.627301	0.648189	0.626467	0.669493	0.626352	0.679166	0.618761	0.651841	0.644101	0.684795	0	0.665865	0.624301	0.712354	0.701381	0.632167	0.637198	0.679393	0.613304	0.617897	0.626223	0.615302	0.660231	0.582228	0.595883	0.739557	0.62664	0.652783	0.6865	0.637084	0.64224	0.640172	0.679507	0.647506	0.657868	0.698704	0.615257	0.645981	0.608394	0.68906	0.662944	0.584407	0.682099	0.620474	0.664181	0.653573	0.665085	0.61815	0.645964	0.641744	0.64866	0.622339	0.604989	0.705044	0.640795	0.648654	0.637535	0.682443	0.62663	0.648693
building_52	0.63572	0.620302	0.688769	0.653409	0.67365	0.650135	0.649287	0.607637	0.647736	0.647592	0.682653	0.645229	0.647281	0.72893	0.611752	0.612091	0.680216	0.63909	0.621858	0.593587	0.699072	0.645672	0.689066	0.676194	0.658388	0.623346	0.636692	0.669982	0.659882	0.63468	0.610111	0.645492	0.706024	0.673929	0.608663	0.699227	0.641718	0.672869	0.666978	0.64535	0.615496	0.617418	0.638599	0.615159	0.667943	0.691015	0.637549	0.639344	0.642798	0.68652	0.665865	0	0.615242	0.703287	0.698019	0.650608	0.671562	0.659268	0.631053	0.629234	0.65527	0.665995	0.667991	0.636419	0.650921	0.64669	0.623365	0.609129	0.666009	0.635162	0.652148	0.60337	0.710788	0.638912	0.652728	0.696183	0.628256	0.646969	0.675626	0.72087	0.650735	0.65708	0.651235	0.692648	0.637884	0.627861	0.65604	0.667331	0.669989	0.587685	0.632928	0.624238	0.630998	0.709505	0.627747	0.672695	0.673678	0.638956	0.63689	0.665247
building_53	0.633631	0.60349	0.624127	0.645485	0.66583	0.600799	0.58446	0.551048	0.62983	0.635449	0.652196	0.605584	0.609744	0.66922	0.584802	0.576992	0.674994	0.660329	0.626955	0.591567	0.638098	0.601763	0.609612	0.648325	0.626458	0.625075	0.619327	0.630671	0.682698	0.575927	0.617724	0.6479	0.628874	0.62347	0.575835	0.668046	0.657562	0.657249	0.638105	0.632643	0.602242	0.598695	0.619544	0.604319	0.663333	0.663864	0.596745	0.636156	0.618234	0.678117	0.624301	0.615242	0	0.683039	0.693821	0.620252	0.620411	0.606328	0.616653	0.628849	0.628642	0.635246	0.641894	0.614483	0.613704	0.680802	0.537076	0.624697	0.655857	0.595315	0.565228	0.580107	0.705397	0.603277	0.621516	0.634732	0.609594	0.608743	0.644337	0.651678	0.61912	0.576207	0.677701	0.654187	0.61079	0.572665	0.640684	0.613905	0.610728	0.57591	0.663074	0.638356	0.649519	0.666511	0.618086	0.584106	0.577511	0.602463	0.634596	0.616605
