ID	Tax	Seq	Index	Habitats
Sample1014	0.983479201	0.981777134	Simpson	Building
Sample1015	0.99110974	0.991630515	Simpson	Building
Sample1016	0.990425239	0.990258476	Simpson	Building
Sample1017	0.989997182	0.987931234	Simpson	Building
Sample1018	0.987867225	0.984385782	Simpson	Building
Sample1019	0.991877677	0.988672233	Simpson	Building
Sample1020	0.989826692	0.98879801	Simpson	Building
Sample1021	0.990116406	0.989995279	Simpson	Building
Sample1022	0.989224278	0.988655122	Simpson	Building
Sample1023	0.987659427	0.986643692	Simpson	Building
Sample1024	0.989932787	0.988337595	Simpson	Building
Sample1025	0.990558475	0.98728095	Simpson	Building
Sample1026	0.990115863	0.988975897	Simpson	Building
Sample1027	0.986413834	0.986401019	Simpson	Building
Sample1028	0.989880191	0.987241732	Simpson	Building
Sample1029	0.990035267	0.987315501	Simpson	Building
Sample1030	0.991941992	0.989908476	Simpson	Building
Sample1031	0.990692322	0.989502042	Simpson	Building
Sample1032	0.990525397	0.989344528	Simpson	Building
Sample1033	0.989549102	0.989267636	Simpson	Building
Sample1034	0.990327437	0.985863343	Simpson	Building
Sample1035	0.99265372	0.992187561	Simpson	Building
Sample1036	0.989697693	0.987114859	Simpson	Building
Sample1037	0.988799158	0.987100422	Simpson	Building
Sample1038	0.986331853	0.980263148	Simpson	Building
Sample1039	0.986702414	0.985898024	Simpson	Building
Sample1040	0.991676495	0.991107596	Simpson	Building
Sample1041	0.990794177	0.990032794	Simpson	Building
Sample1042	0.990942868	0.989836417	Simpson	Building
Sample1043	0.990627738	0.989404205	Simpson	Building
Sample1044	0.992259922	0.990559497	Simpson	Building
Sample1045	0.98965638	0.988778938	Simpson	Building
Sample1046	0.986608026	0.967124056	Simpson	Building
Sample1047	0.990415998	0.990885706	Simpson	Building
Sample1048	0.986903517	0.984591035	Simpson	Building
Sample1049	0.990063649	0.988310735	Simpson	Building
Sample1050	0.987425874	0.989114491	Simpson	Building
Sample1051	0.991137335	0.989822509	Simpson	Building
Sample1052	0.990498217	0.987623036	Simpson	Building
Sample1053	0.992339038	0.990949422	Simpson	Building
Sample1054	0.988054039	0.986427954	Simpson	Building
Sample1055	0.986887388	0.980435855	Simpson	Building
Sample1056	0.991531791	0.991719525	Simpson	Building
Sample1057	0.989843868	0.989703215	Simpson	Building
Sample1058	0.986931284	0.988056082	Simpson	Building
Sample1059	0.991140688	0.990922878	Simpson	Building
Sample1060	0.990910927	0.98958639	Simpson	Building
Sample1061	0.991230631	0.986818268	Simpson	Building
Sample1062	0.990566838	0.990149751	Simpson	Building
Sample1063	0.987126346	0.983765363	Simpson	Building
Sample1064	0.991742753	0.992082195	Simpson	Building
Sample1065	0.99164489	0.990679262	Simpson	Building
Sample1066	0.988824466	0.986530456	Simpson	Building
Sample1067	0.989292911	0.987036797	Simpson	Building
Sample1068	0.988672323	0.988003514	Simpson	Building
Sample1069	0.988640904	0.986198574	Simpson	Building
Sample1070	0.989418316	0.98919161	Simpson	Building
Sample1071	0.992235926	0.991665547	Simpson	Building
Sample1072	0.990964627	0.989038085	Simpson	Building
Sample1073	0.982778461	0.98065432	Simpson	Building
Sample1074	0.991812927	0.99173824	Simpson	Building
Sample1075	0.991099742	0.99126974	Simpson	Building
Sample1076	0.987623132	0.983532284	Simpson	Building
Sample1077	0.988933069	0.987983301	Simpson	Building
Sample1078	0.990261708	0.989124557	Simpson	Building
Sample1079	0.990984299	0.986566991	Simpson	Building
Sample1080	0.98682277	0.98823176	Simpson	Building
Sample1081	0.99012379	0.98911701	Simpson	Building
Sample1082	0.99232922	0.991240385	Simpson	Building
Sample1083	0.987894103	0.987322376	Simpson	Building
Sample1084	0.989705962	0.989655859	Simpson	Building
Sample1085	0.989580494	0.986516857	Simpson	Building
Sample1086	0.992543567	0.992257905	Simpson	Building
Sample1087	0.989363344	0.988439468	Simpson	Building
Sample1088	0.992024977	0.990048938	Simpson	Building
Sample1089	0.991315374	0.989646101	Simpson	Building
Sample1090	0.991091391	0.991122914	Simpson	Building
Sample1091	0.990998065	0.98743981	Simpson	Building
Sample1092	0.98924422	0.988126146	Simpson	Building
Sample1093	0.991235429	0.989658383	Simpson	Building
Sample1094	0.980118565	0.982154244	Simpson	Building
Sample1095	0.992405882	0.989188588	Simpson	Building
Sample1096	0.991276979	0.99014457	Simpson	Building
Sample1097	0.990608754	0.989686392	Simpson	Building
Sample1098	0.991082613	0.989858031	Simpson	Building
Sample1099	0.991631968	0.987046142	Simpson	Building
Sample1100	0.989840515	0.989334689	Simpson	Building
Sample1201	0.984315174	0.983693682	Simpson	Gut
Sample1202	0.966761552	0.971833992	Simpson	Gut
Sample1203	0.962637784	0.909811172	Simpson	Gut
Sample1204	0.976198406	0.972973359	Simpson	Gut
Sample1205	0.978006117	0.978532499	Simpson	Gut
Sample1206	0.974424214	0.968859691	Simpson	Gut
Sample1207	0.979691505	0.978098503	Simpson	Gut
Sample1208	0.983495269	0.979656208	Simpson	Gut
Sample1209	0.986388803	0.983919677	Simpson	Gut
Sample1210	0.974892767	0.974903192	Simpson	Gut
Sample1211	0.969824281	0.96354128	Simpson	Gut
Sample1212	0.976607234	0.97820417	Simpson	Gut
Sample1213	0.974515635	0.968950465	Simpson	Gut
Sample1214	0.978093228	0.970603911	Simpson	Gut
Sample1215	0.980335561	0.98127745	Simpson	Gut
Sample1216	0.983068713	0.979973713	Simpson	Gut
Sample1217	0.979642489	0.976696025	Simpson	Gut
Sample1218	0.967626436	0.975896523	Simpson	Gut
Sample1219	0.963030914	0.95667577	Simpson	Gut
Sample1220	0.984949548	0.981177243	Simpson	Gut
Sample1221	0.984892184	0.982750709	Simpson	Gut
Sample1222	0.980208829	0.976897757	Simpson	Gut
Sample1223	0.979433435	0.978042833	Simpson	Gut
Sample1224	0.986379488	0.985522167	Simpson	Gut
Sample1225	0.982856531	0.977469226	Simpson	Gut
Sample1226	0.978217927	0.962097861	Simpson	Gut
Sample1227	0.981344885	0.979202809	Simpson	Gut
Sample1228	0.982421295	0.978791443	Simpson	Gut
Sample1229	0.979149746	0.978260873	Simpson	Gut
Sample1230	0.969598917	0.972533692	Simpson	Gut
Sample1231	0.975990025	0.97977145	Simpson	Gut
Sample1232	0.979659197	0.979773461	Simpson	Gut
Sample1233	0.973641356	0.961769479	Simpson	Gut
Sample1234	0.979786901	0.97408205	Simpson	Gut
Sample1235	0.977094608	0.968241715	Simpson	Gut
Sample1236	0.980618509	0.980960521	Simpson	Gut
Sample1237	0.987333219	0.985064004	Simpson	Gut
Sample1238	0.978780923	0.976897222	Simpson	Gut
Sample1239	0.98405002	0.981347885	Simpson	Gut
Sample1240	0.976851728	0.9748298	Simpson	Gut
Sample1241	0.983435898	0.982648661	Simpson	Gut
Sample1242	0.980103915	0.977328684	Simpson	Gut
Sample1243	0.976012481	0.971541418	Simpson	Gut
Sample1244	0.973020721	0.949346213	Simpson	Gut
Sample1245	0.965377313	0.968445197	Simpson	Gut
Sample1246	0.975682972	0.974241427	Simpson	Gut
Sample1247	0.985065782	0.98365506	Simpson	Gut
Sample1248	0.978168241	0.971818488	Simpson	Gut
Sample1249	0.980186751	0.977297541	Simpson	Gut
Sample1250	0.983422774	0.983033131	Simpson	Gut
Sample1251	0.986317311	0.984727735	Simpson	Gut
Sample1252	0.967710778	0.974500614	Simpson	Gut
Sample1253	0.975740495	0.97151481	Simpson	Gut
Sample1254	0.986118498	0.987031785	Simpson	Gut
Sample1255	0.97952088	0.979908447	Simpson	Gut
Sample1256	0.976777468	0.976483442	Simpson	Gut
Sample1257	0.978955983	0.974838271	Simpson	Gut
Sample1258	0.978574778	0.972394775	Simpson	Gut
Sample1259	0.981512051	0.975593327	Simpson	Gut
Sample1260	0.976198661	0.979174918	Simpson	Gut
Sample1261	0.981148376	0.978583571	Simpson	Gut
Sample1262	0.983274448	0.980406726	Simpson	Gut
Sample1263	0.985216025	0.982358766	Simpson	Gut
Sample1264	0.985500443	0.983571728	Simpson	Gut
Sample1265	0.981676329	0.978578505	Simpson	Gut
Sample1266	0.973644873	0.973453531	Simpson	Gut
Sample1267	0.980029615	0.978381595	Simpson	Gut
Sample1268	0.97359585	0.970521589	Simpson	Gut
Sample1269	0.971370401	0.971114047	Simpson	Gut
Sample1270	0.974830748	0.974251801	Simpson	Gut
Sample1271	0.974251093	0.967496737	Simpson	Gut
Sample1272	0.979703541	0.981278677	Simpson	Gut
Sample1273	0.984280655	0.978267126	Simpson	Gut
Sample1274	0.984135126	0.982823836	Simpson	Gut
Sample1275	0.984174036	0.984228247	Simpson	Gut
Sample1276	0.982789098	0.975658532	Simpson	Gut
Sample1277	0.982628399	0.974148252	Simpson	Gut
Sample1278	0.9829785	0.981992823	Simpson	Gut
Sample1279	0.97699295	0.970096088	Simpson	Gut
Sample1280	0.986460417	0.985525475	Simpson	Gut
Sample1281	0.981401869	0.978999	Simpson	Gut
Sample1282	0.969002264	0.966298726	Simpson	Gut
Sample1283	0.980468053	0.983360852	Simpson	Gut
Sample1284	0.973831067	0.971712891	Simpson	Gut
Sample1285	0.983663331	0.98303635	Simpson	Gut
Sample1286	0.976833854	0.974308232	Simpson	Gut
Sample1287	0.976954497	0.973794821	Simpson	Gut
Sample1288	0.986191809	0.983698164	Simpson	Gut
Sample1289	0.985228705	0.984917859	Simpson	Gut
Sample1290	0.968440707	0.969079747	Simpson	Gut
Sample1291	0.97958927	0.977617101	Simpson	Gut
Sample1292	0.982512439	0.977125356	Simpson	Gut
Sample1293	0.965227788	0.966318212	Simpson	Gut
Sample1294	0.978084251	0.983857011	Simpson	Gut
Sample1295	0.956664705	0.950389796	Simpson	Gut
Sample1296	0.986599914	0.983978162	Simpson	Gut
Sample1297	0.976354538	0.975679322	Simpson	Gut
Sample1298	0.979506425	0.976703651	Simpson	Gut
Sample1299	0.976410976	0.974755422	Simpson	Gut
Sample1300	0.978120274	0.97162065	Simpson	Gut
Sample1401	0.982895809	0.974894737	Simpson	Oral
Sample1402	0.98838172	0.989890939	Simpson	Oral
Sample1403	0.986196258	0.985901141	Simpson	Oral
Sample1404	0.981890806	0.980518539	Simpson	Oral
Sample1405	0.985951072	0.982406792	Simpson	Oral
Sample1406	0.987064168	0.9861902	Simpson	Oral
Sample1407	0.987279412	0.987011774	Simpson	Oral
Sample1408	0.985589152	0.982819451	Simpson	Oral
Sample1409	0.982817265	0.982236593	Simpson	Oral
Sample1410	0.98783652	0.985914464	Simpson	Oral
Sample1411	0.987469748	0.985641753	Simpson	Oral
Sample1412	0.988694026	0.987843922	Simpson	Oral
Sample1413	0.986063405	0.987354282	Simpson	Oral
Sample1414	0.986538324	0.987631663	Simpson	Oral
Sample1415	0.98846403	0.987372706	Simpson	Oral
Sample1416	0.987400084	0.986419405	Simpson	Oral
Sample1417	0.987600729	0.983913837	Simpson	Oral
Sample1418	0.966990353	0.947586951	Simpson	Oral
Sample1419	0.988109567	0.986956172	Simpson	Oral
Sample1420	0.98638218	0.984011604	Simpson	Oral
Sample1421	0.983200441	0.982692607	Simpson	Oral
Sample1422	0.986238567	0.984041371	Simpson	Oral
Sample1423	0.986203013	0.986914986	Simpson	Oral
Sample1424	0.980741785	0.982387012	Simpson	Oral
Sample1425	0.98153853	0.978268971	Simpson	Oral
Sample1426	0.988878601	0.986951445	Simpson	Oral
Sample1427	0.985559109	0.98469963	Simpson	Oral
Sample1428	0.982896536	0.977254078	Simpson	Oral
Sample1429	0.987623276	0.987176054	Simpson	Oral
Sample1430	0.986216269	0.987211041	Simpson	Oral
Sample1431	0.987387949	0.986431009	Simpson	Oral
Sample1432	0.987034962	0.986241112	Simpson	Oral
Sample1433	0.989948513	0.988893621	Simpson	Oral
Sample1434	0.987328621	0.9865584	Simpson	Oral
Sample1435	0.98592567	0.980625976	Simpson	Oral
Sample1436	0.983289331	0.984228426	Simpson	Oral
Sample1437	0.985730211	0.986350082	Simpson	Oral
Sample1438	0.983369808	0.983087832	Simpson	Oral
Sample1439	0.983826488	0.977727275	Simpson	Oral
Sample1440	0.983291718	0.981017108	Simpson	Oral
Sample1441	0.981233105	0.978119087	Simpson	Oral
Sample1442	0.987798232	0.988010456	Simpson	Oral
Sample1443	0.959716858	0.968433071	Simpson	Oral
Sample1444	0.988099901	0.978769022	Simpson	Oral
Sample1445	0.986894765	0.988095552	Simpson	Oral
Sample1446	0.986561545	0.983728475	Simpson	Oral
Sample1447	0.988776415	0.983218115	Simpson	Oral
Sample1448	0.985904029	0.982418276	Simpson	Oral
Sample1449	0.988059391	0.987633056	Simpson	Oral
Sample1450	0.987615938	0.98686713	Simpson	Oral
Sample1451	0.987858958	0.985302036	Simpson	Oral
Sample1452	0.99098642	0.990491039	Simpson	Oral
Sample1453	0.989020513	0.989261299	Simpson	Oral
Sample1454	0.980714428	0.982130808	Simpson	Oral
Sample1455	0.985125825	0.983374902	Simpson	Oral
Sample1456	0.983077886	0.982692144	Simpson	Oral
Sample1457	0.984423173	0.984006829	Simpson	Oral
Sample1458	0.9825644	0.982099964	Simpson	Oral
Sample1459	0.988802621	0.987774644	Simpson	Oral
Sample1460	0.986887069	0.984759628	Simpson	Oral
Sample1461	0.985905634	0.98627364	Simpson	Oral
Sample1462	0.988654469	0.98760638	Simpson	Oral
Sample1463	0.984311359	0.984392562	Simpson	Oral
Sample1464	0.986472963	0.98475852	Simpson	Oral
Sample1465	0.985377015	0.984868915	Simpson	Oral
Sample1466	0.985911522	0.985465492	Simpson	Oral
Sample1467	0.987332536	0.985260452	Simpson	Oral
Sample1468	0.984562459	0.980081459	Simpson	Oral
Sample1469	0.982436619	0.982045762	Simpson	Oral
Sample1470	0.985896543	0.984069045	Simpson	Oral
Sample1471	0.986092656	0.987034265	Simpson	Oral
Sample1472	0.986526073	0.985156311	Simpson	Oral
Sample1473	0.984653264	0.97959506	Simpson	Oral
Sample1474	0.987484181	0.989447518	Simpson	Oral
Sample1475	0.98842397	0.987972029	Simpson	Oral
Sample1476	0.974419708	0.957804475	Simpson	Oral
Sample1477	0.988721995	0.987057604	Simpson	Oral
Sample1478	0.985700403	0.987293046	Simpson	Oral
Sample1479	0.985243731	0.987249331	Simpson	Oral
Sample1480	0.986350719	0.986786392	Simpson	Oral
Sample1481	0.981530967	0.968672213	Simpson	Oral
Sample1482	0.98508707	0.985213609	Simpson	Oral
Sample1483	0.986690671	0.986389094	Simpson	Oral
Sample1484	0.984245855	0.985222747	Simpson	Oral
Sample1485	0.982950463	0.978764874	Simpson	Oral
Sample1486	0.983164142	0.982202289	Simpson	Oral
Sample1487	0.984078369	0.984916293	Simpson	Oral
Sample1488	0.990487286	0.987804533	Simpson	Oral
Sample1489	0.987686097	0.987089936	Simpson	Oral
Sample1490	0.98582633	0.983113999	Simpson	Oral
Sample1491	0.980026102	0.982636621	Simpson	Oral
Sample1492	0.988709557	0.985982278	Simpson	Oral
Sample1493	0.985063978	0.982582053	Simpson	Oral
Sample1494	0.986200662	0.987063909	Simpson	Oral
Sample1495	0.982239353	0.984059021	Simpson	Oral
Sample1496	0.990201198	0.987913176	Simpson	Oral
Sample1497	0.95308056	0.953940821	Simpson	Oral
Sample1498	0.981973205	0.983005675	Simpson	Oral
Sample1499	0.98672442	0.985711082	Simpson	Oral
Sample1500	0.98722566	0.984841279	Simpson	Oral
Sample1601	0.979874365	0.97828296	Simpson	Skin
Sample1602	0.979142444	0.975099179	Simpson	Skin
Sample1603	0.97007901	0.972172285	Simpson	Skin
Sample1604	0.952285362	0.951644601	Simpson	Skin
Sample1605	0.953619649	0.955777064	Simpson	Skin
Sample1606	0.969737495	0.966628602	Simpson	Skin
Sample1607	0.980639699	0.980244365	Simpson	Skin
Sample1608	0.961572299	0.961888021	Simpson	Skin
Sample1609	0.966230218	0.95997173	Simpson	Skin
Sample1610	0.973477687	0.968992195	Simpson	Skin
Sample1611	0.974304014	0.973078775	Simpson	Skin
Sample1612	0.968743186	0.955666626	Simpson	Skin
Sample1613	0.968890363	0.955266219	Simpson	Skin
Sample1614	0.971078651	0.969075903	Simpson	Skin
Sample1615	0.978523484	0.976515653	Simpson	Skin
Sample1616	0.962349964	0.959274085	Simpson	Skin
Sample1617	0.967048363	0.955397973	Simpson	Skin
Sample1618	0.961968266	0.958342879	Simpson	Skin
Sample1619	0.97286375	0.976133674	Simpson	Skin
Sample1620	0.974719893	0.975060563	Simpson	Skin
Sample1621	0.978288471	0.9784887	Simpson	Skin
Sample1622	0.966235717	0.962853128	Simpson	Skin
Sample1623	0.966451271	0.972270377	Simpson	Skin
Sample1624	0.975913796	0.972203397	Simpson	Skin
Sample1625	0.964342427	0.952205619	Simpson	Skin
Sample1626	0.978296563	0.975290835	Simpson	Skin
Sample1627	0.968872587	0.958125097	Simpson	Skin
Sample1628	0.972291768	0.962940245	Simpson	Skin
Sample1629	0.973447765	0.967093544	Simpson	Skin
Sample1630	0.96744535	0.973866937	Simpson	Skin
Sample1631	0.945880318	0.931540213	Simpson	Skin
Sample1632	0.972703484	0.973505642	Simpson	Skin
Sample1633	0.95425384	0.950443601	Simpson	Skin
Sample1634	0.958112319	0.94441267	Simpson	Skin
Sample1635	0.959619634	0.954000082	Simpson	Skin
Sample1636	0.974345076	0.966177553	Simpson	Skin
Sample1637	0.966926349	0.965376465	Simpson	Skin
Sample1638	0.970467783	0.968836069	Simpson	Skin
Sample1639	0.956780938	0.955520582	Simpson	Skin
Sample1640	0.980592647	0.97800982	Simpson	Skin
Sample1641	0.945033154	0.944209925	Simpson	Skin
Sample1642	0.957627162	0.960617082	Simpson	Skin
Sample1643	0.967763656	0.968875117	Simpson	Skin
Sample1644	0.97947868	0.979318924	Simpson	Skin
Sample1645	0.976829295	0.964479078	Simpson	Skin
Sample1646	0.969895856	0.965590735	Simpson	Skin
Sample1647	0.95712227	0.904991526	Simpson	Skin
Sample1648	0.964840246	0.967441988	Simpson	Skin
Sample1649	0.973048685	0.969249361	Simpson	Skin
Sample1650	0.969700533	0.968047796	Simpson	Skin
Sample1651	0.97301984	0.970801061	Simpson	Skin
Sample1652	0.968104098	0.969985653	Simpson	Skin
Sample1653	0.979180357	0.975620952	Simpson	Skin
Sample1654	0.969780527	0.958917502	Simpson	Skin
Sample1655	0.972293818	0.967838324	Simpson	Skin
Sample1656	0.971575399	0.970772623	Simpson	Skin
Sample1657	0.957172177	0.950400654	Simpson	Skin
Sample1658	0.976411104	0.975354504	Simpson	Skin
Sample1659	0.977088297	0.97652968	Simpson	Skin
Sample1660	0.976097862	0.97421753	Simpson	Skin
Sample1661	0.959408345	0.947410448	Simpson	Skin
Sample1662	0.964781079	0.96404699	Simpson	Skin
Sample1663	0.964789272	0.959021903	Simpson	Skin
Sample1664	0.97918938	0.976569975	Simpson	Skin
Sample1665	0.976587223	0.967565551	Simpson	Skin
Sample1666	0.972806146	0.975251281	Simpson	Skin
Sample1667	0.948400072	0.957217749	Simpson	Skin
Sample1668	0.961555899	0.960559851	Simpson	Skin
Sample1669	0.957340494	0.952653532	Simpson	Skin
Sample1670	0.956384984	0.959363716	Simpson	Skin
Sample1671	0.945666159	0.956895256	Simpson	Skin
Sample1672	0.967416515	0.958057492	Simpson	Skin
Sample1673	0.972812164	0.960034813	Simpson	Skin
Sample1674	0.97187675	0.967518122	Simpson	Skin
Sample1675	0.971775747	0.970291341	Simpson	Skin
Sample1676	0.961543088	0.94056407	Simpson	Skin
Sample1677	0.949781319	0.944684055	Simpson	Skin
Sample1678	0.965062551	0.966338744	Simpson	Skin
Sample1679	0.965054842	0.967880888	Simpson	Skin
Sample1680	0.971030524	0.965186694	Simpson	Skin
Sample1681	0.977795086	0.976885625	Simpson	Skin
Sample1682	0.967914725	0.963676908	Simpson	Skin
Sample1683	0.969968277	0.963343878	Simpson	Skin
Sample1684	0.952405859	0.941961369	Simpson	Skin
Sample1685	0.949166237	0.955009673	Simpson	Skin
Sample1686	0.974017331	0.965325675	Simpson	Skin
Sample1687	0.978918547	0.975410329	Simpson	Skin
Sample1688	0.976474269	0.975059936	Simpson	Skin
Sample1689	0.975835383	0.974770968	Simpson	Skin
Sample1690	0.940050422	0.934422846	Simpson	Skin
Sample1691	0.965567952	0.965460946	Simpson	Skin
Sample1692	0.959270558	0.962246988	Simpson	Skin
Sample1693	0.972500708	0.970940665	Simpson	Skin
Sample1694	0.977016214	0.97208142	Simpson	Skin
Sample1695	0.971222488	0.973112533	Simpson	Skin
Sample1696	0.961296753	0.962330912	Simpson	Skin
Sample1697	0.971239165	0.956868146	Simpson	Skin
Sample1698	0.966484331	0.956615601	Simpson	Skin
Sample1699	0.949962644	0.935882851	Simpson	Skin
Sample1700	0.973463814	0.97225074	Simpson	Skin
Sample1801	0.920561851	0.911221481	Simpson	Vaginal
Sample1802	0.926818849	0.91247793	Simpson	Vaginal
Sample1803	0.929084038	0.917549361	Simpson	Vaginal
Sample1804	0.885310147	0.892806985	Simpson	Vaginal
Sample1805	0.852931774	0.855107279	Simpson	Vaginal
Sample1806	0.946868923	0.949057536	Simpson	Vaginal
Sample1807	0.898700453	0.847643868	Simpson	Vaginal
Sample1808	0.961063631	0.955547167	Simpson	Vaginal
Sample1809	0.918274743	0.939163223	Simpson	Vaginal
Sample1810	0.938084355	0.935604878	Simpson	Vaginal
Sample1811	0.932090519	0.944546146	Simpson	Vaginal
Sample1812	0.906950123	0.835386964	Simpson	Vaginal
Sample1813	0.941692691	0.935081075	Simpson	Vaginal
Sample1814	0.895344027	0.927220881	Simpson	Vaginal
Sample1815	0.927580012	0.932232903	Simpson	Vaginal
Sample1816	0.961304907	0.964560871	Simpson	Vaginal
Sample1817	0.89661964	0.921929917	Simpson	Vaginal
Sample1818	0.879787856	0.864115385	Simpson	Vaginal
Sample1819	0.944070791	0.943138954	Simpson	Vaginal
Sample1820	0.926848688	0.864903309	Simpson	Vaginal
Sample1821	0.933764324	0.923055947	Simpson	Vaginal
Sample1822	0.805320485	0.851950335	Simpson	Vaginal
Sample1823	0.955599433	0.937812881	Simpson	Vaginal
Sample1824	0.902819793	0.87583715	Simpson	Vaginal
Sample1825	0.939773392	0.931555183	Simpson	Vaginal
Sample1826	0.94025861	0.921267284	Simpson	Vaginal
Sample1827	0.960486257	0.953836292	Simpson	Vaginal
Sample1828	0.949409767	0.939448687	Simpson	Vaginal
Sample1829	0.959086252	0.963386699	Simpson	Vaginal
Sample1830	0.872372064	0.858965541	Simpson	Vaginal
Sample1831	0.883466084	0.876521793	Simpson	Vaginal
Sample1832	0.96145442	0.967811733	Simpson	Vaginal
Sample1833	0.871736127	0.857396877	Simpson	Vaginal
Sample1834	0.948522792	0.947099906	Simpson	Vaginal
Sample1835	0.901001082	0.884488204	Simpson	Vaginal
Sample1836	0.938442899	0.936464297	Simpson	Vaginal
Sample1837	0.866615669	0.817689491	Simpson	Vaginal
Sample1838	0.955874612	0.930343939	Simpson	Vaginal
Sample1839	0.934249361	0.88155599	Simpson	Vaginal
Sample1840	0.840326928	0.832740355	Simpson	Vaginal
Sample1841	0.96502138	0.957073419	Simpson	Vaginal
Sample1842	0.901537263	0.903536337	Simpson	Vaginal
Sample1843	0.9485663	0.949628572	Simpson	Vaginal
Sample1844	0.914584204	0.926754769	Simpson	Vaginal
Sample1845	0.959246357	0.943210158	Simpson	Vaginal
Sample1846	0.95969221	0.954286375	Simpson	Vaginal
Sample1847	0.937737705	0.932985382	Simpson	Vaginal
Sample1848	0.884715112	0.901166902	Simpson	Vaginal
Sample1849	0.950448009	0.946090932	Simpson	Vaginal
Sample1850	0.914506307	0.89742246	Simpson	Vaginal
Sample1851	0.947562032	0.928259605	Simpson	Vaginal
Sample1852	0.951908255	0.93809172	Simpson	Vaginal
Sample1853	0.932585225	0.920124917	Simpson	Vaginal
Sample1854	0.93509959	0.943239167	Simpson	Vaginal
Sample1855	0.872500795	0.875473948	Simpson	Vaginal
Sample1856	0.901384611	0.892852903	Simpson	Vaginal
Sample1857	0.901431925	0.892599576	Simpson	Vaginal
Sample1858	0.905929794	0.915839004	Simpson	Vaginal
Sample1859	0.785154419	0.809297384	Simpson	Vaginal
Sample1860	0.908588048	0.942620867	Simpson	Vaginal
Sample1861	0.927118744	0.931801555	Simpson	Vaginal
Sample1862	0.673276057	0.825528743	Simpson	Vaginal
Sample1863	0.90397622	0.859634158	Simpson	Vaginal
Sample1864	0.928227723	0.914510875	Simpson	Vaginal
Sample1865	0.917971633	0.911906224	Simpson	Vaginal
Sample1866	0.951553408	0.954341843	Simpson	Vaginal
Sample1867	0.936142926	0.919386399	Simpson	Vaginal
Sample1868	0.948599328	0.948842177	Simpson	Vaginal
Sample1869	0.923162107	0.868611872	Simpson	Vaginal
Sample1870	0.917357892	0.920825858	Simpson	Vaginal
Sample1871	0.961680216	0.962467932	Simpson	Vaginal
Sample1872	0.931517362	0.914498585	Simpson	Vaginal
Sample1873	0.841373455	0.738564821	Simpson	Vaginal
Sample1874	0.96147544	0.957795348	Simpson	Vaginal
Sample1875	0.931258215	0.926743677	Simpson	Vaginal
Sample1876	0.952232582	0.951804861	Simpson	Vaginal
Sample1877	0.961074797	0.953706719	Simpson	Vaginal
Sample1878	0.948510856	0.951764099	Simpson	Vaginal
Sample1879	0.96499189	0.959998184	Simpson	Vaginal
Sample1880	0.955617131	0.951452358	Simpson	Vaginal
Sample1881	0.869972314	0.785993301	Simpson	Vaginal
Sample1882	0.965076231	0.951512694	Simpson	Vaginal
Sample1883	0.947032207	0.939172439	Simpson	Vaginal
Sample1884	0.948317133	0.935159093	Simpson	Vaginal
Sample1885	0.92816643	0.955083664	Simpson	Vaginal
Sample1886	0.95961145	0.944080098	Simpson	Vaginal
Sample1887	0.87528866	0.858259442	Simpson	Vaginal
Sample1888	0.825603746	0.761861332	Simpson	Vaginal
Sample1889	0.947155213	0.928580139	Simpson	Vaginal
Sample1890	0.954742288	0.937621823	Simpson	Vaginal
Sample1891	0.882720463	0.9046567	Simpson	Vaginal
Sample1892	0.809872406	0.727345413	Simpson	Vaginal
Sample1893	0.825823682	0.865916652	Simpson	Vaginal
Sample1894	0.935893302	0.931290793	Simpson	Vaginal
Sample1895	0.946475757	0.9516709	Simpson	Vaginal
Sample1896	0.929750054	0.918180418	Simpson	Vaginal
Sample1897	0.920521087	0.906797022	Simpson	Vaginal
Sample1898	0.943127912	0.912498015	Simpson	Vaginal
Sample1899	0.954541412	0.947976173	Simpson	Vaginal
Sample1900	0.918619512	0.890326786	Simpson	Vaginal
Sample1901	0.900674373	0.885802389	Evenness	Building
Sample1902	0.92339755	0.897523418	Evenness	Building
Sample1903	0.916424152	0.893103344	Evenness	Building
Sample1904	0.886281997	0.857979691	Evenness	Building
Sample1905	0.923350462	0.914600514	Evenness	Building
Sample1906	0.908478975	0.901279544	Evenness	Building
Sample1907	0.905302199	0.89816128	Evenness	Building
Sample1908	0.919039644	0.901177549	Evenness	Building
Sample1909	0.88333859	0.889888283	Evenness	Building
Sample1910	0.872267373	0.839912879	Evenness	Building
Sample1911	0.920721623	0.902678164	Evenness	Building
Sample1912	0.922069958	0.900682216	Evenness	Building
Sample1913	0.918748707	0.902871433	Evenness	Building
Sample1914	0.884173556	0.875115945	Evenness	Building
Sample1915	0.925748034	0.924071209	Evenness	Building
Sample1916	0.913100212	0.906246645	Evenness	Building
Sample1917	0.924282034	0.906947816	Evenness	Building
Sample1918	0.902700777	0.876399019	Evenness	Building
Sample1919	0.92832308	0.900573246	Evenness	Building
Sample1920	0.904243934	0.888686791	Evenness	Building
Sample1921	0.920983331	0.915460097	Evenness	Building
Sample1922	0.897021875	0.890279724	Evenness	Building
Sample1923	0.905795259	0.894451371	Evenness	Building
Sample1924	0.91567512	0.899910925	Evenness	Building
Sample1925	0.908630167	0.88119515	Evenness	Building
Sample1926	0.915028022	0.899825109	Evenness	Building
Sample1927	0.89610415	0.889572022	Evenness	Building
