ID	Genome_size	Genome_size2	Genome_size3	Genome_size4	Taxonomic	Sequence	Kingdom
S323	0.001401901	0.001401901	0.001401901	0.1	0.000676874	9.11E-08	Viral
S324	0.008264542	0.008264542	0.008264542	0.1	0.000665597	5.28E-07	Viral
S325	0.001426697	0.001426697	0.001426697	0.1	0.000555667	7.61E-08	Viral
S326	0.01153183	0.01153183	0.01153183	0.1	0.000517701	5.73E-07	Viral
S327	0.002850533	0.002850533	0.002850533	0.1	0.000466149	1.28E-07	Viral
S328	0.01002121	0.01002121	0.01002121	0.1	0.000747459	7.19E-07	Viral
S329	0.161762238	0.161762238	0.161762238	0.161762238	0.000772432	1.20E-05	Viral
S330	0.00270462	0.00270462	0.00270462	0.1	0.000442669	1.15E-07	Viral
S331	0.003196716	0.003196716	0.003196716	0.1	0.001004856	3.08E-07	Viral
S332	0.067234039	0.067234039	0.067234039	0.1	0.000872604	5.63E-06	Viral
S333	0.005115509	0.005115509	0.005115509	0.1	0.001172284	5.76E-07	Viral
S334	0.001436234	0.001436234	0.001436234	0.1	0.001299419	1.79E-07	Viral
S335	0.009549141	0.009549141	0.009549141	0.1	0.000567906	5.21E-07	Viral
S336	0.007333755	0.007333755	0.007333755	0.1	0.000432993	3.05E-07	Viral
S337	0.060382843	0.060382843	0.060382843	0.1	0.000309777	1.80E-06	Viral
S338	0.028092384	0.028092384	0.028092384	0.1	0.000277121	7.47E-07	Viral
S339	0.008328438	0.008328438	0.008328438	0.1	0.000713593	5.70E-07	Viral
S340	0.010703087	0.010703087	0.010703087	0.1	0.000692392	7.11E-07	Viral
S341	0.00279808	0.00279808	0.00279808	0.1	0.000638405	1.71E-07	Viral
S342	0.053949356	0.053949356	0.053949356	0.1	0.000559637	2.90E-06	Viral
S343	0.163794518	0.163794518	0.163794518	0.163794518	0.000489504	7.70E-06	Viral
S344	0.012795448	0.012795448	0.012795448	0.1	0.000780102	9.58E-07	Viral
S345	0.005819321	0.005819321	0.005819321	0.1	0.000360332	2.01E-07	Viral
S346	0.002056122	0.002056122	0.002056122	0.1	0.000792557	1.56E-07	Viral
S347	0.090950012	0.090950012	0.090950012	0.1	0.000447467	3.91E-06	Viral
S348	0.05199337	0.05199337	0.05199337	0.1	0.000430525	2.15E-06	Viral
S349	0.002754211	0.002754211	0.002754211	0.1	0.000305482	8.08E-08	Viral
S350	0.011413574	0.011413574	0.011413574	0.1	0.000580095	6.35E-07	Viral
S351	0.010451317	0.010451317	0.010451317	0.1	0.000341313	3.42E-07	Viral
S352	0.010642052	0.010642052	0.010642052	0.1	0.000250199	2.56E-07	Viral
S353	0.012313843	0.012313843	0.012313843	0.1	0.000494861	5.85E-07	Viral
S354	0.009378433	0.009378433	0.009378433	0.1	0.000840705	7.57E-07	Viral
S355	0.006670952	0.006670952	0.006670952	0.1	0.000551973	3.53E-07	Viral
S356	0.0051651	0.0051651	0.0051651	0.1	0.000317637	1.57E-07	Viral
S357	0.052904129	0.052904129	0.052904129	0.1	0.00028852	1.47E-06	Viral
S358	0.002624512	0.002624512	0.002624512	0.1	0.000446353	1.12E-07	Viral
S359	0.057271957	0.057271957	0.057271957	0.1	0.000413496	2.27E-06	Viral
S360	0.010083199	0.010083199	0.010083199	0.1	0.000212882	2.06E-07	Viral
S361	0.055174828	0.055174828	0.055174828	0.1	0.000313483	1.66E-06	Viral
S362	0.005631447	0.005631447	0.005631447	0.1	0.000400757	2.17E-07	Viral
S363	0.092453003	0.092453003	0.092453003	0.1	0.000316344	2.81E-06	Viral
S364	0.005779266	0.005779266	0.005779266	0.1	0.000462472	2.57E-07	Viral
S365	0.00729084	0.00729084	0.00729084	0.1	0.000386171	2.70E-07	Viral
S366	0.091295242	0.091295242	0.091295242	0.1	0.000258622	2.27E-06	Viral
S367	0.002812386	0.002812386	0.002812386	0.1	0.000275525	7.44E-08	Viral
S368	0.007610321	0.007610321	0.007610321	0.1	0.000239861	1.75E-07	Viral
S369	0.160888672	0.160888672	0.160888672	0.160888672	0.000326648	5.04E-06	Viral
S370	0.009469986	0.009469986	0.009469986	0.1	0.000305163	2.77E-07	Viral
S371	0.004146576	0.004146576	0.004146576	0.1	0.000274595	1.09E-07	Viral
S372	0.013358116	0.013358116	0.013358116	0.1	0.000379229	4.86E-07	Viral
S373	0.050627708	0.050627708	0.050627708	0.1	0.00016933	8.23E-07	Viral
S374	0.011218071	0.011218071	0.011218071	0.1	0.000408759	4.40E-07	Viral
S375	0.002695084	0.002695084	0.002695084	0.1	0.000349999	9.05E-08	Viral
S376	0.01901722	0.01901722	0.01901722	0.1	0.000715818	1.31E-06	Viral
S377	0.039491653	0.039491653	0.039491653	0.1	0.00027915	1.06E-06	Viral
S378	0.006192207	0.006192207	0.006192207	0.1	0.00022991	1.37E-07	Viral
S379	0.0076828	0.0076828	0.0076828	0.1	0.000262123	1.93E-07	Viral
S380	0.005172729	0.005172729	0.005172729	0.1	0.000203015	1.01E-07	Viral
S381	0.028622627	0.028622627	0.028622627	0.1	0.000330761	9.09E-07	Viral
S382	0.000673294	0.000673294	0.000673294	0.1	0.000236905	1.53E-08	Viral
S383	0.010449409	0.010449409	0.010449409	0.1	0.000174052	1.75E-07	Viral
S384	0.040635109	0.040635109	0.040635109	0.1	0.000245561	9.58E-07	Viral
S385	0.032248497	0.032248497	0.032248497	0.1	0.000201158	6.23E-07	Viral
S386	0.012572289	0.012572289	0.012572289	0.1	0.000370893	4.48E-07	Viral
S387	0.007775307	0.007775307	0.007775307	0.1	0.000368154	2.75E-07	Viral
S388	0.001076698	0.001076698	0.001076698	0.1	0.000144647	1.49E-08	Viral
S389	0.050028801	0.050028801	0.050028801	0.1	0.000320358	1.54E-06	Viral
S390	0.03721714	0.03721714	0.03721714	0.1	0.000162724	5.81E-07	Viral
S391	0.000729561	0.000729561	0.000729561	0.1	0.000108389	7.59E-09	Viral
S392	0.00268364	0.00268364	0.00268364	0.1	0.000214091	5.51E-08	Viral
S393	0.004556656	0.004556656	0.004556656	0.1	0.000238139	1.04E-07	Viral
S394	0.002768517	0.002768517	0.002768517	0.1	0.000124011	3.30E-08	Viral
S395	0.002748489	0.002748489	0.002748489	0.1	0.000121987	3.22E-08	Viral
S396	0.004007339	0.004007339	0.004007339	0.1	9.22E-05	3.54E-08	Viral
S397	0.037161827	0.037161827	0.037161827	0.1	0.000226092	8.06E-07	Viral
S398	0.003697395	0.003697395	0.003697395	0.1	7.87E-05	2.79E-08	Viral
S399	0.001811028	0.001811028	0.001811028	0.1	5.49E-05	9.54E-09	Viral
S400	0.001865387	0.001865387	0.001865387	0.1	2.80E-05	5.01E-09	Viral
S401	3.46191597	3.46191597	3.46191597	3.46191597	0.014185087	0.004713431	Bacteria
S402	6.902975082	6.902975082	6.902975082	6.902975082	0.013915964	0.009220154	Bacteria
S403	2.156848907	2.156848907	2.156848907	2.156848907	0.011545058	0.002390036	Bacteria
S404	2.291668892	2.291668892	2.291668892	2.291668892	0.010357884	0.002278303	Bacteria
S405	2.732000351	2.732000351	2.732000351	2.732000351	0.009454652	0.002479219	Bacteria
S406	2.480057716	2.480057716	2.480057716	2.480057716	0.00784408	0.001867207	Bacteria
S407	3.596516609	3.596516609	3.596516609	3.596516609	0.007277868	0.002512319	Bacteria
S408	3.568387985	3.568387985	3.568387985	3.568387985	0.006546545	0.002242192	Bacteria
S409	1.644129753	1.644129753	1.644129753	1.644129753	0.006248037	0.00098598	Bacteria
S410	1.608458519	1.608458519	1.608458519	1.608458519	0.005990177	0.000924779	Bacteria
S411	2.625321388	2.625321388	2.625321388	2.625321388	0.005972527	0.001504975	Bacteria
S412	2.086954117	2.086954117	2.086954117	2.086954117	0.00563096	0.001127935	Bacteria
S413	3.448436737	3.448436737	3.448436737	3.448436737	0.005366809	0.001776344	Bacteria
S414	3.44904232	3.44904232	3.44904232	3.44904232	0.004925223	0.001630471	Bacteria
S415	2.119480133	2.119480133	2.119480133	2.119480133	0.004687771	0.00095364	Bacteria
S416	1.841557503	1.841557503	1.841557503	1.841557503	0.004620291	0.000816664	Bacteria
S417	3.502526283	3.502526283	3.502526283	3.502526283	0.004474175	0.001504122	Bacteria
S418	2.910520554	2.910520554	2.910520554	2.910520554	0.004158827	0.001161797	Bacteria
S419	2.653738976	2.653738976	2.653738976	2.653738976	0.004120045	0.001049419	Bacteria
S420	2.515095711	2.515095711	2.515095711	2.515095711	0.003812212	0.00092028	Bacteria
S421	2.054035187	2.054035187	2.054035187	2.054035187	0.003750055	0.000739323	Bacteria
S422	1.79824543	1.79824543	1.79824543	1.79824543	0.003694746	0.000637708	Bacteria
S423	2.582377434	2.582377434	2.582377434	2.582377434	0.003400266	0.000842794	Bacteria
S424	1.899479866	1.899479866	1.899479866	1.899479866	0.003391404	0.000618305	Bacteria
S425	2.515095711	2.515095711	2.515095711	2.515095711	0.00323688	0.000781393	Bacteria
S426	1.938681602	1.938681602	1.938681602	1.938681602	0.003209204	0.000597162	Bacteria
S427	2.306328773	2.306328773	2.306328773	2.306328773	0.003159957	0.000699505	Bacteria
S428	5.12784481	5.12784481	5.12784481	5.12784481	0.003155005	0.001552829	Bacteria
S429	1.812732697	1.812732697	1.812732697	1.812732697	0.00277667	0.000483111	Bacteria
S430	6.204680443	6.204680443	6.204680443	6.204680443	0.002738463	0.001630853	Bacteria
S431	2.186747551	2.186747551	2.186747551	2.186747551	0.002635685	0.000553198	Bacteria
S432	1.926739693	1.926739693	1.926739693	1.926739693	0.002612516	0.000483137	Bacteria
S433	2.28427887	2.28427887	2.28427887	2.28427887	0.002480243	0.000543791	Bacteria
S434	1.972295761	1.972295761	1.972295761	1.972295761	0.002380135	0.00045057	Bacteria
S435	5.127721786	5.127721786	5.127721786	5.127721786	0.002352912	0.001158027	Bacteria
S436	2.030126572	2.030126572	2.030126572	2.030126572	0.002312516	0.000450606	Bacteria
S437	6.402075768	6.402075768	6.402075768	6.402075768	0.002259904	0.001388671	Bacteria
S438	2.535059929	2.535059929	2.535059929	2.535059929	0.002225936	0.000541614	Bacteria
S439	1.546805382	1.546805382	1.546805382	1.546805382	0.002214058	0.00032871	Bacteria
S440	3.392199516	3.392199516	3.392199516	3.392199516	0.002198507	0.00071581	Bacteria
S441	2.117209435	2.117209435	2.117209435	2.117209435	0.002134373	0.000433733	Bacteria
S442	2.072808266	2.072808266	2.072808266	2.072808266	0.002085255	0.000414865	Bacteria
S443	2.644314766	2.644314766	2.644314766	2.644314766	0.002077951	0.000527396	Bacteria
S444	4.486525536	4.486525536	4.486525536	4.486525536	0.002002485	0.000862319	Bacteria
S445	3.44904232	3.44904232	3.44904232	3.44904232	0.001965883	0.000650796	Bacteria
S446	3.50496006	3.50496006	3.50496006	3.50496006	0.001963228	0.000660454	Bacteria
S447	2.687774658	2.687774658	2.687774658	2.687774658	0.00194227	0.000501062	Bacteria
S448	1.68347168	1.68347168	1.68347168	1.68347168	0.001936937	0.000312975	Bacteria
S449	3.023365021	3.023365021	3.023365021	3.023365021	0.001904107	0.000552549	Bacteria
S450	2.644314766	2.644314766	2.644314766	2.644314766	0.001852776	0.000470246	Bacteria
S451	2.1954813	2.1954813	2.1954813	2.1954813	0.001829198	0.00038546	Bacteria
S452	3.980709076	3.980709076	3.980709076	3.980709076	0.001786184	0.000682457	Bacteria
S453	1.926739693	1.926739693	1.926739693	1.926739693	0.001769642	0.000327263	Bacteria
S454	3.958960533	3.958960533	3.958960533	3.958960533	0.001729962	0.000657364	Bacteria
S455	4.150388718	4.150388718	4.150388718	4.150388718	0.001712385	0.000682148	Bacteria
S456	1.78772831	1.78772831	1.78772831	1.78772831	0.001700878	0.000291852	Bacteria
S457	3.158411026	3.158411026	3.158411026	3.158411026	0.001673755	0.000507398	Bacteria
S458	5.173023224	5.173023224	5.173023224	5.173023224	0.001646177	0.000817353	Bacteria
S459	3.087896347	3.087896347	3.087896347	3.087896347	0.001544439	0.000457743	Bacteria
S460	1.963047981	1.963047981	1.963047981	1.963047981	0.001541669	0.000290476	Bacteria
S461	2.058181763	2.058181763	2.058181763	2.058181763	0.001532136	0.00030267	Bacteria
S462	3.348901749	3.348901749	3.348901749	3.348901749	0.001530074	0.000491817	Bacteria
S463	2.188253403	2.188253403	2.188253403	2.188253403	0.001475414	0.000309885	Bacteria
S464	2.396642685	2.396642685	2.396642685	2.396642685	0.001471759	0.000338555	Bacteria
S465	2.360862732	2.360862732	2.360862732	2.360862732	0.001466243	0.00033225	Bacteria
S466	1.74332428	1.74332428	1.74332428	1.74332428	0.001426255	0.000238651	Bacteria
S467	2.871301651	2.871301651	2.871301651	2.871301651	0.001417312	0.000390601	Bacteria
S468	3.063521385	3.063521385	3.063521385	3.063521385	0.001376603	0.000404779	Bacteria
S469	2.231328964	2.231328964	2.231328964	2.231328964	0.001375672	0.000294623	Bacteria
S470	2.356713295	2.356713295	2.356713295	2.356713295	0.001363122	0.00030834	Bacteria
S471	3.295856476	3.295856476	3.295856476	3.295856476	0.001362703	0.00043108	Bacteria
S472	3.605821609	3.605821609	3.605821609	3.605821609	0.001359564	0.000470536	Bacteria
S473	2.734191895	2.734191895	2.734191895	2.734191895	0.001340658	0.000351832	Bacteria
S474	0.844468117	0.844468117	0.844468117	0.844468117	0.001325354	0.000107425	Bacteria
S475	2.285562515	2.285562515	2.285562515	2.285562515	0.001308825	0.00028712	Bacteria
S476	3.360117912	3.360117912	3.360117912	3.360117912	0.001279663	0.000412704	Bacteria
S477	2.106388092	2.106388092	2.106388092	2.106388092	0.001255	0.000253729	Bacteria
S478	2.087182999	2.087182999	2.087182999	2.087182999	0.001236563	0.000247722	Bacteria
S479	3.298237801	3.298237801	3.298237801	3.298237801	0.001234613	0.000390842	Bacteria
S480	1.859465599	1.859465599	1.859465599	1.859465599	0.001199408	0.000214064	Bacteria
S481	1.78772831	1.78772831	1.78772831	1.78772831	0.001194227	0.000204916	Bacteria
S482	2.439281464	2.439281464	2.439281464	2.439281464	0.001192333	0.000279157	Bacteria
S483	1.230314255	1.230314255	1.230314255	1.230314255	0.001191604	0.000140714	Bacteria
S484	2.980032921	2.980032921	2.980032921	2.980032921	0.001187693	0.000339714	Bacteria
S485	7.200816154	7.200816154	7.200816154	7.200816154	0.001133759	0.000783594	Bacteria
S486	3.174808502	3.174808502	3.174808502	3.174808502	0.00111664	0.000340266	Bacteria
S487	1.799236298	1.799236298	1.799236298	1.799236298	0.001101534	0.000190228	Bacteria
S488	4.492442131	4.492442131	4.492442131	4.492442131	0.001069498	0.000461159	Bacteria
S489	2.459280968	2.459280968	2.459280968	2.459280968	0.001050333	0.000247927	Bacteria
S490	2.805613518	2.805613518	2.805613518	2.805613518	0.001037808	0.000279469	Bacteria
S491	1.429601669	1.429601669	1.429601669	1.429601669	0.001017227	0.000139579	Bacteria
S492	3.441213608	3.441213608	3.441213608	3.441213608	0.001010677	0.00033382	Bacteria
S493	5.183674812	5.183674812	5.183674812	5.183674812	0.001001388	0.000498229	Bacteria
S494	6.155086517	6.155086517	6.155086517	6.155086517	0.001000754	0.000591221	Bacteria
S495	5.131365776	5.131365776	5.131365776	5.131365776	0.000986039	0.000485641	Bacteria
S496	4.673484802	4.673484802	4.673484802	4.673484802	0.000970479	0.000435327	Bacteria
S497	2.392232895	2.392232895	2.392232895	2.392232895	0.000961769	0.000220832	Bacteria
S498	2.644314766	2.644314766	2.644314766	2.644314766	0.00095134	0.000241456	Bacteria
S499	1.924760818	1.924760818	1.924760818	1.924760818	0.000929672	0.000171749	Bacteria
S500	3.59105587	3.59105587	3.59105587	3.59105587	0.000929527	0.000320385	Bacteria
S501	1.962062836	1.962062836	1.962062836	1.962062836	0.000913144	0.000171965	Bacteria
S502	3.5049963	3.5049963	3.5049963	3.5049963	0.000912282	0.000306906	Bacteria
S503	2.278264999	2.278264999	2.278264999	2.278264999	0.000897605	0.000196281	Bacteria
S504	1.23468399	1.23468399	1.23468399	1.23468399	0.000886935	0.000105108	Bacteria
S505	4.469703674	4.469703674	4.469703674	4.469703674	0.00088471	0.000379549	Bacteria
S506	1.86356926	1.86356926	1.86356926	1.86356926	0.000880823	0.000157552	Bacteria
S507	2.131326675	2.131326675	2.131326675	2.131326675	0.000850998	0.000174087	Bacteria
S508	1.989066124	1.989066124	1.989066124	1.989066124	0.000844812	0.000161286	Bacteria
S509	1.986468315	1.986468315	1.986468315	1.986468315	0.000834094	0.000159032	Bacteria
S510	2.866504669	2.866504669	2.866504669	2.866504669	0.000829937	0.000228342	Bacteria
S511	2.553865433	2.553865433	2.553865433	2.553865433	0.000820998	0.000201247	Bacteria
S512	2.234271049	2.234271049	2.234271049	2.234271049	0.000817075	0.000175221	Bacteria
S513	1.903190613	1.903190613	1.903190613	1.903190613	0.00081566	0.000148998	Bacteria
S514	3.049765587	3.049765587	3.049765587	3.049765587	0.000808279	0.000236601	Bacteria
S515	2.179085732	2.179085732	2.179085732	2.179085732	0.000806744	0.000168732	Bacteria
S516	2.058181763	2.058181763	2.058181763	2.058181763	0.000799012	0.000157843	Bacteria
S517	2.020068169	2.020068169	2.020068169	2.020068169	0.000785529	0.000152306	Bacteria
S518	2.614948273	2.614948273	2.614948273	2.614948273	0.00077057	0.000193403	Bacteria
S519	2.941923141	2.941923141	2.941923141	2.941923141	0.000768224	0.000216924	Bacteria
S520	1.680145264	1.680145264	1.680145264	1.680145264	0.000763769	0.000123168	Bacteria
S521	3.066772461	3.066772461	3.066772461	3.066772461	0.000750148	0.000220809	Bacteria
S522	3.715729713	3.715729713	3.715729713	3.715729713	0.000743415	0.000265133	Bacteria
S523	2.745299339	2.745299339	2.745299339	2.745299339	0.000727706	0.000191749	Bacteria
S524	2.734191895	2.734191895	2.734191895	2.734191895	0.000718489	0.000188555	Bacteria
S525	2.28427887	2.28427887	2.28427887	2.28427887	0.000717964	0.000157413	Bacteria
S526	2.156848907	2.156848907	2.156848907	2.156848907	0.00070843	0.000146658	Bacteria
S527	1.972295761	1.972295761	1.972295761	1.972295761	0.000697575	0.000132054	Bacteria
S528	3.195281029	3.195281029	3.195281029	3.195281029	0.000690424	0.000211745	Bacteria
S529	3.360250473	3.360250473	3.360250473	3.360250473	0.000678463	0.00021882	Bacteria
S530	1.927593231	1.927593231	1.927593231	1.927593231	0.000677799	0.000125402	Bacteria
S531	4.455307961	4.455307961	4.455307961	4.455307961	0.000665677	0.000284662	Bacteria
S532	3.910643578	3.910643578	3.910643578	3.910643578	0.000658577	0.000247197	Bacteria
S533	5.328609467	5.328609467	5.328609467	5.328609467	0.000649317	0.000332092	Bacteria
S534	5.908463478	5.908463478	5.908463478	5.908463478	0.000649101	0.000368108	Bacteria
S535	2.596061707	2.596061707	2.596061707	2.596061707	0.000645652	0.00016088	Bacteria
S536	1.989066124	1.989066124	1.989066124	1.989066124	0.000642494	0.000122661	Bacteria
S537	1.440225601	1.440225601	1.440225601	1.440225601	0.000634828	8.78E-05	Bacteria
S538	1.31388092	1.31388092	1.31388092	1.31388092	0.000622517	7.85E-05	Bacteria
S539	3.387874603	3.387874603	3.387874603	3.387874603	0.000621672	0.000202151	Bacteria
S540	3.371206284	3.371206284	3.371206284	3.371206284	0.000606183	0.000196145	Bacteria
S541	3.131691933	3.131691933	3.131691933	3.131691933	0.000601665	0.000180852	Bacteria
S542	2.757718086	2.757718086	2.757718086	2.757718086	0.000598955	0.000158538	Bacteria
S543	2.439651489	2.439651489	2.439651489	2.439651489	0.000592196	0.00013867	Bacteria
S544	3.947670937	3.947670937	3.947670937	3.947670937	0.000583241	0.000220992	Bacteria
S545	1.986468315	1.986468315	1.986468315	1.986468315	0.000535376	0.000102077	Bacteria
S546	4.470351219	4.470351219	4.470351219	4.470351219	0.000523271	0.000224521	Bacteria
S547	2.617195129	2.617195129	2.617195129	2.617195129	0.000504618	0.000126761	Bacteria
S548	2.560441971	2.560441971	2.560441971	2.560441971	0.000496273	0.000121962	Bacteria
S549	1.824703217	1.824703217	1.824703217	1.824703217	0.000494118	8.65E-05	Bacteria
S550	3.46859169	3.46859169	3.46859169	3.46859169	0.00049361	0.000164333	Bacteria
S551	2.041773796	2.041773796	2.041773796	2.041773796	0.000493382	9.67E-05	Bacteria
S552	1.503170013	1.503170013	1.503170013	1.503170013	0.000491264	7.09E-05	Bacteria
S553	2.998203278	2.998203278	2.998203278	2.998203278	0.000487147	0.000140188	Bacteria
S554	5.133371353	5.133371353	5.133371353	5.133371353	0.000483369	0.000238161	Bacteria
S555	3.392199516	3.392199516	3.392199516	3.392199516	0.000480257	0.000156367	Bacteria
S556	1.963047981	1.963047981	1.963047981	1.963047981	0.00047757	9.00E-05	Bacteria
S557	1.808693886	1.808693886	1.808693886	1.808693886	0.000470813	8.17E-05	Bacteria
S558	2.81801796	2.81801796	2.81801796	2.81801796	0.000467489	0.000126446	Bacteria
S559	2.646001816	2.646001816	2.646001816	2.646001816	0.000461231	0.000117138	Bacteria
S560	1.381853104	1.381853104	1.381853104	1.381853104	0.000454688	6.03E-05	Bacteria
S561	2.068463326	2.068463326	2.068463326	2.068463326	0.000447305	8.88E-05	Bacteria
S562	2.980032921	2.980032921	2.980032921	2.980032921	0.000396915	0.000113529	Bacteria
S563	2.419864655	2.419864655	2.419864655	2.419864655	0.000385839	8.96E-05	Bacteria
S564	3.633891106	3.633891106	3.633891106	3.633891106	0.000375622	0.000131012	Bacteria
S565	3.119533539	3.119533539	3.119533539	3.119533539	0.000365365	0.000109397	Bacteria
S566	2.191411972	2.191411972	2.191411972	2.191411972	0.000348321	7.33E-05	Bacteria
S567	2.356339455	2.356339455	2.356339455	2.356339455	0.000345112	7.81E-05	Bacteria
S568	2.079885483	2.079885483	2.079885483	2.079885483	0.000340375	6.79E-05	Bacteria
S569	2.870238304	2.870238304	2.870238304	2.870238304	0.000335892	9.25E-05	Bacteria
S570	2.681575775	2.681575775	2.681575775	2.681575775	0.000335876	8.64E-05	Bacteria
S571	2.419864655	2.419864655	2.419864655	2.419864655	0.000334918	7.78E-05	Bacteria
S572	3.393713951	3.393713951	3.393713951	3.393713951	0.00032981	0.000107431	Bacteria
S573	1.578742027	1.578742027	1.578742027	1.578742027	0.000316563	4.80E-05	Bacteria
S574	3.812422752	3.812422752	3.812422752	3.812422752	0.000316449	0.000115796	Bacteria
S575	3.33106041	3.33106041	3.33106041	3.33106041	0.000310115	9.92E-05	Bacteria
S576	6.920366287	6.920366287	6.920366287	6.920366287	0.000305289	0.000202782	Bacteria
S577	2.699847221	2.699847221	2.699847221	2.699847221	0.000305166	7.91E-05	Bacteria
S578	2.347037315	2.347037315	2.347037315	2.347037315	0.000289118	6.51E-05	Bacteria
S579	2.712016106	2.712016106	2.712016106	2.712016106	0.000285266	7.43E-05	Bacteria
S580	2.113684654	2.113684654	2.113684654	2.113684654	0.000283482	5.75E-05	Bacteria
S581	3.605821609	3.605821609	3.605821609	3.605821609	0.000270737	9.37E-05	Bacteria
S582	2.644314766	2.644314766	2.644314766	2.644314766	0.000264423	6.71E-05	Bacteria
S583	1.99702549	1.99702549	1.99702549	1.99702549	0.000257237	4.93E-05	Bacteria
S584	2.852004051	2.852004051	2.852004051	2.852004051	0.000254124	6.96E-05	Bacteria
S585	2.340252876	2.340252876	2.340252876	2.340252876	0.000253695	5.70E-05	Bacteria
S586	4.645909309	4.645909309	4.645909309	4.645909309	0.000235622	0.000105069	Bacteria
S587	4.645909309	4.645909309	4.645909309	4.645909309	0.000233882	0.000104293	Bacteria
S588	1.86356926	1.86356926	1.86356926	1.86356926	0.000229087	4.10E-05	Bacteria
S589	4.243577957	4.243577957	4.243577957	4.243577957	0.000222813	9.08E-05	Bacteria
S590	2.234271049	2.234271049	2.234271049	2.234271049	0.000214958	4.61E-05	Bacteria
S591	1.787365913	1.787365913	1.787365913	1.787365913	0.000178981	3.07E-05	Bacteria
S592	3.6746521	3.6746521	3.6746521	3.6746521	0.000171957	6.06E-05	Bacteria
S593	4.413622856	4.413622856	4.413622856	4.413622856	0.000159247	6.75E-05	Bacteria
S594	2.471927643	2.471927643	2.471927643	2.471927643	0.000148069	3.51E-05	Bacteria
S595	2.523088455	2.523088455	2.523088455	2.523088455	0.000142698	3.46E-05	Bacteria
S596	1.972398758	1.972398758	1.972398758	1.972398758	0.0001379	2.61E-05	Bacteria
S597	5.768640518	5.768640518	5.768640518	5.768640518	0.000115678	6.40E-05	Bacteria
S598	2.676750183	2.676750183	2.676750183	2.676750183	8.68E-05	2.23E-05	Bacteria
S599	2.05318737	2.05318737	2.05318737	2.05318737	7.89E-05	1.55E-05	Bacteria
S600	1.813099861	1.813099861	1.813099861	1.813099861	4.56E-05	7.93E-06	Bacteria
