compared_with	profilers	group	distance_BC	distance_rJSD	distance_L1	distance_L2	distance_rAD	distance_Motified_rAD	distance_shared_BC	distance_shared_rJSD	distance_shared_L1	distance_shared_L2
Truth_Taxonomic_abundance	mOTUs2	Skin5	0.060425	0.100749	0.120850187	0.0219372	0.816724203	0.235973682	0.0567153	0.074685	0.107596778	0.0222038
Truth_Taxonomic_abundance	mOTUs2	Vaginal1	0.0581648	0.0548071	0.116329627	0.0426167	0.375055707	0.161389213	0.0570324	0.047501	0.114167499	0.0420027
Truth_Taxonomic_abundance	mOTUs2	Vaginal2	0.0504068	0.0491905	0.100813599	0.0270206	0.730862583	0.059635782	0.0499943	0.0456863	0.099851627	0.0270156
Truth_Taxonomic_abundance	mOTUs2	Vaginal3	0.119304	0.10504	0.238608109	0.0858927	1.058851581	0.281483005	0.118814	0.101451	0.236437654	0.0859385
Truth_Taxonomic_abundance	mOTUs2	Vaginal4	0.0423285	0.0467527	0.084656972	0.0221691	1.124503662	0.138846141	0.0418621	0.0416349	0.083348998	0.0221746
Truth_Taxonomic_abundance	mOTUs2	Vaginal5	0.0323231	0.0444113	0.064646248	0.0165102	0.911961741	0.082626905	0.0314379	0.0327999	0.06205763	0.0165588
Truth_Taxonomic_abundance	MPA2	Building1	0.10309	0.12042	0.206181321	0.0606833	1.347349018	0.154592406	0.0994898	0.0955935	0.190568325	0.0582115
Truth_Taxonomic_abundance	MPA2	Building2	0.039946	0.0573526	0.079892179	0.0203247	0.522051651	0.068046796	0.0395525	0.0530237	0.078508076	0.0203383
Truth_Taxonomic_abundance	MPA2	Building3	0.0421111	0.0649605	0.08422228	0.0162815	0.824765664	0.179593671	0.0403329	0.0510547	0.079555977	0.0160781
Truth_Taxonomic_abundance	MPA2	Building4	0.0295914	0.043139	0.059182795	0.00919879	1.358505261	0.141535202	0.0289281	0.032124	0.05678909	0.00913239
Truth_Taxonomic_abundance	MPA2	Building5	0.0374693	0.0770504	0.074938548	0.015887	1.03959679	0.177084893	0.0347484	0.0541392	0.066250547	0.0153485
Truth_Taxonomic_abundance	MPA2	Gut1	0.0525778	0.111776	0.10515568	0.0293092	1.412942502	0.73378327	0.0415133	0.0581804	0.07896748	0.0173241
Truth_Taxonomic_abundance	MPA2	Gut2	0.0739559	0.119017	0.147911708	0.032283	1.127111414	0.598488813	0.0720018	0.105221	0.138835801	0.0322768
Truth_Taxonomic_abundance	MPA2	Gut3	0.0842609	0.146518	0.168521632	0.0425502	1.657597568	0.801804086	0.0782545	0.121298	0.148644834	0.0428787
Truth_Taxonomic_abundance	MPA2	Gut4	0.0737312	0.148649	0.14746251	0.04326	1.464076369	0.437716606	0.0659039	0.107008	0.116438414	0.0341279
Truth_Taxonomic_abundance	MPA2	Gut5	0.0483583	0.105573	0.096716564	0.0211228	1.403929033	0.403667301	0.044146	0.0749817	0.080710761	0.0214458
Truth_Taxonomic_abundance	MPA2	Oral1	0.0668102	0.135421	0.133620383	0.0325803	1.003156694	0.658229634	0.0613076	0.106513	0.113160985	0.0325809
Truth_Taxonomic_abundance	MPA2	Oral2	0.0580954	0.112385	0.116191005	0.0324609	1.25673574	0.83527605	0.0569586	0.103627	0.110632407	0.032608
Truth_Taxonomic_abundance	MPA2	Oral3	0.072397	0.131313	0.14479405	0.0344379	1.182927849	0.613595171	0.0656198	0.0881305	0.117358949	0.0297709
Truth_Taxonomic_abundance	MPA2	Oral4	0.0520029	0.085406	0.104005686	0.0185235	1.125788964	0.648620662	0.0497984	0.0699257	0.097026289	0.0187766
Truth_Taxonomic_abundance	MPA2	Oral5	0.0866466	0.135756	0.173293013	0.050488	1.228800592	0.652617282	0.0801844	0.0928294	0.144862015	0.0470496
Truth_Taxonomic_abundance	MPA2	Skin1	0.0788619	0.105034	0.157723697	0.0461381	1.032112633	0.348343258	0.0786612	0.102783	0.156349297	0.0461702
Truth_Taxonomic_abundance	MPA2	Skin2	0.175916	0.212764	0.351831606	0.131602	1.321416869	0.533902839	0.174729	0.203731	0.340136201	0.131734
Truth_Taxonomic_abundance	MPA2	Skin3	0.0731683	0.0847462	0.146336234	0.0428877	0.89072786	0.614296582	0.0723987	0.0783562	0.143301833	0.0429047
Truth_Taxonomic_abundance	MPA2	Skin4	0.082776	0.127146	0.165551912	0.0412496	1.83302693	0.546977908	0.0791999	0.106334	0.15132701	0.0408113
Truth_Taxonomic_abundance	MPA2	Skin5	0.0372852	0.0579963	0.074570412	0.0150064	0.494525728	0.316248449	0.0367308	0.0531727	0.073016812	0.0151253
Truth_Taxonomic_abundance	MPA2	Vaginal1	0.0308967	0.0471351	0.061793406	0.0213579	1.750872967	0.873024371	0.0302143	0.0395146	0.059884506	0.0219488
Truth_Taxonomic_abundance	MPA2	Vaginal2	0.0486877	0.0920751	0.09737536	0.0304015	0.455058256	0.835299497	0.0472076	0.0824453	0.092473661	0.0302517
Truth_Taxonomic_abundance	MPA2	Vaginal3	0.0443071	0.0719423	0.088614086	0.0303327	1.490132665	0.937296111	0.0442946	0.0718188	0.088562385	0.0303353
Truth_Taxonomic_abundance	MPA2	Vaginal4	0.0295142	0.0475741	0.059028391	0.0158293	1.093935582	0.756005185	0.0293093	0.0457588	0.058537688	0.0158205
Truth_Taxonomic_abundance	MPA2	Vaginal5	0.167718	0.230405	0.335436206	0.144092	0.922873776	0.921571868	0.166113	0.20352	0.299481304	0.141501
