ID	Distance	Compared_with	Profilers	SampleID	Colour	Matrix
S341	0.130247	Truth_Taxonomic_abundance	Kraken2	Skin1	Skin	rJSD
S342	0.130191	Truth_Taxonomic_abundance	Kraken2	Skin2	Skin	rJSD
S343	0.166305	Truth_Taxonomic_abundance	Kraken2	Skin3	Skin	rJSD
S344	0.177325	Truth_Taxonomic_abundance	Kraken2	Skin4	Skin	rJSD
S345	0.130771	Truth_Taxonomic_abundance	Kraken2	Skin5	Skin	rJSD
S346	0.10675	Truth_Taxonomic_abundance	Kraken2	Vaginal1	Vaginal	rJSD
S347	0.171691	Truth_Taxonomic_abundance	Kraken2	Vaginal2	Vaginal	rJSD
S348	0.168432	Truth_Taxonomic_abundance	Kraken2	Vaginal3	Vaginal	rJSD
S349	0.118477	Truth_Taxonomic_abundance	Kraken2	Vaginal4	Vaginal	rJSD
S350	0.230327	Truth_Taxonomic_abundance	Kraken2	Vaginal5	Vaginal	rJSD
S351	0.128469	Truth_Taxonomic_abundance	mOTUs2	Building1	Building	rJSD
S352	0.116866	Truth_Taxonomic_abundance	mOTUs2	Building2	Building	rJSD
S353	0.165571	Truth_Taxonomic_abundance	mOTUs2	Building3	Building	rJSD
S354	0.134809	Truth_Taxonomic_abundance	mOTUs2	Building4	Building	rJSD
S355	0.0634711	Truth_Taxonomic_abundance	mOTUs2	Building5	Building	rJSD
S356	0.100266	Truth_Taxonomic_abundance	mOTUs2	Gut1	Gut	rJSD
S357	0.10951	Truth_Taxonomic_abundance	mOTUs2	Gut2	Gut	rJSD
S358	0.107577	Truth_Taxonomic_abundance	mOTUs2	Gut3	Gut	rJSD
S359	0.198958	Truth_Taxonomic_abundance	mOTUs2	Gut4	Gut	rJSD
S360	0.207337	Truth_Taxonomic_abundance	mOTUs2	Gut5	Gut	rJSD
S361	0.141295	Truth_Taxonomic_abundance	mOTUs2	Oral1	Oral	rJSD
S362	0.123006	Truth_Taxonomic_abundance	mOTUs2	Oral2	Oral	rJSD
S363	0.125994	Truth_Taxonomic_abundance	mOTUs2	Oral3	Oral	rJSD
S364	0.156628	Truth_Taxonomic_abundance	mOTUs2	Oral4	Oral	rJSD
S365	0.177492	Truth_Taxonomic_abundance	mOTUs2	Oral5	Oral	rJSD
S366	0.109006	Truth_Taxonomic_abundance	mOTUs2	Skin1	Skin	rJSD
S367	0.195479	Truth_Taxonomic_abundance	mOTUs2	Skin2	Skin	rJSD
S368	0.188811	Truth_Taxonomic_abundance	mOTUs2	Skin3	Skin	rJSD
S369	0.0966769	Truth_Taxonomic_abundance	mOTUs2	Skin4	Skin	rJSD
S370	0.100749	Truth_Taxonomic_abundance	mOTUs2	Skin5	Skin	rJSD
S371	0.0548071	Truth_Taxonomic_abundance	mOTUs2	Vaginal1	Vaginal	rJSD
S372	0.0491905	Truth_Taxonomic_abundance	mOTUs2	Vaginal2	Vaginal	rJSD
S373	0.10504	Truth_Taxonomic_abundance	mOTUs2	Vaginal3	Vaginal	rJSD
S374	0.0467527	Truth_Taxonomic_abundance	mOTUs2	Vaginal4	Vaginal	rJSD
S375	0.0444113	Truth_Taxonomic_abundance	mOTUs2	Vaginal5	Vaginal	rJSD
S376	0.12042	Truth_Taxonomic_abundance	MPA2	Building1	Building	rJSD
S377	0.0573526	Truth_Taxonomic_abundance	MPA2	Building2	Building	rJSD
S378	0.0649605	Truth_Taxonomic_abundance	MPA2	Building3	Building	rJSD
S379	0.043139	Truth_Taxonomic_abundance	MPA2	Building4	Building	rJSD
S380	0.0770504	Truth_Taxonomic_abundance	MPA2	Building5	Building	rJSD
S381	0.111776	Truth_Taxonomic_abundance	MPA2	Gut1	Gut	rJSD
S382	0.119017	Truth_Taxonomic_abundance	MPA2	Gut2	Gut	rJSD
S383	0.146518	Truth_Taxonomic_abundance	MPA2	Gut3	Gut	rJSD
S384	0.148649	Truth_Taxonomic_abundance	MPA2	Gut4	Gut	rJSD
S385	0.105573	Truth_Taxonomic_abundance	MPA2	Gut5	Gut	rJSD
S386	0.135421	Truth_Taxonomic_abundance	MPA2	Oral1	Oral	rJSD
S387	0.112385	Truth_Taxonomic_abundance	MPA2	Oral2	Oral	rJSD
S388	0.131313	Truth_Taxonomic_abundance	MPA2	Oral3	Oral	rJSD
S389	0.085406	Truth_Taxonomic_abundance	MPA2	Oral4	Oral	rJSD
S390	0.135756	Truth_Taxonomic_abundance	MPA2	Oral5	Oral	rJSD
S391	0.105034	Truth_Taxonomic_abundance	MPA2	Skin1	Skin	rJSD
S392	0.212764	Truth_Taxonomic_abundance	MPA2	Skin2	Skin	rJSD
S393	0.0847462	Truth_Taxonomic_abundance	MPA2	Skin3	Skin	rJSD
S394	0.127146	Truth_Taxonomic_abundance	MPA2	Skin4	Skin	rJSD
S395	0.0579963	Truth_Taxonomic_abundance	MPA2	Skin5	Skin	rJSD
S396	0.0471351	Truth_Taxonomic_abundance	MPA2	Vaginal1	Vaginal	rJSD
S397	0.0920751	Truth_Taxonomic_abundance	MPA2	Vaginal2	Vaginal	rJSD
S398	0.0719423	Truth_Taxonomic_abundance	MPA2	Vaginal3	Vaginal	rJSD
S399	0.0475741	Truth_Taxonomic_abundance	MPA2	Vaginal4	Vaginal	rJSD
S400	0.230405	Truth_Taxonomic_abundance	MPA2	Vaginal5	Vaginal	rJSD
S401	0.135438259	Truth_Sequence_abundance	Bracken	Building1	Building	L1
S402	0.069470268	Truth_Sequence_abundance	Bracken	Building2	Building	L1
S403	0.074032856	Truth_Sequence_abundance	Bracken	Building3	Building	L1
S404	0.04876407	Truth_Sequence_abundance	Bracken	Building4	Building	L1
S405	0.133099234	Truth_Sequence_abundance	Bracken	Building5	Building	L1
S406	0.164807795	Truth_Sequence_abundance	Bracken	Gut1	Gut	L1
S407	0.145577671	Truth_Sequence_abundance	Bracken	Gut2	Gut	L1
S408	0.120124947	Truth_Sequence_abundance	Bracken	Gut3	Gut	L1
S409	0.189171862	Truth_Sequence_abundance	Bracken	Gut4	Gut	L1
S410	0.089875276	Truth_Sequence_abundance	Bracken	Gut5	Gut	L1
S411	0.06892518	Truth_Sequence_abundance	Bracken	Oral1	Oral	L1
S412	0.058108158	Truth_Sequence_abundance	Bracken	Oral2	Oral	L1
S413	0.123188691	Truth_Sequence_abundance	Bracken	Oral3	Oral	L1
S414	0.055686695	Truth_Sequence_abundance	Bracken	Oral4	Oral	L1
S415	0.089745477	Truth_Sequence_abundance	Bracken	Oral5	Oral	L1
S416	0.064150101	Truth_Sequence_abundance	Bracken	Skin1	Skin	L1
S417	0.062738768	Truth_Sequence_abundance	Bracken	Skin2	Skin	L1
S418	0.057363795	Truth_Sequence_abundance	Bracken	Skin3	Skin	L1
S419	0.073288706	Truth_Sequence_abundance	Bracken	Skin4	Skin	L1
S420	0.04622471	Truth_Sequence_abundance	Bracken	Skin5	Skin	L1
S421	0.006330853	Truth_Sequence_abundance	Bracken	Vaginal1	Vaginal	L1
S422	0.058674832	Truth_Sequence_abundance	Bracken	Vaginal2	Vaginal	L1
S423	0.065694988	Truth_Sequence_abundance	Bracken	Vaginal3	Vaginal	L1
S424	0.053247874	Truth_Sequence_abundance	Bracken	Vaginal4	Vaginal	L1
S425	0.098098301	Truth_Sequence_abundance	Bracken	Vaginal5	Vaginal	L1
S426	0.174592086	Truth_Sequence_abundance	Kraken2	Building1	Building	L1
S427	0.084802715	Truth_Sequence_abundance	Kraken2	Building2	Building	L1
S428	0.106355436	Truth_Sequence_abundance	Kraken2	Building3	Building	L1
S429	0.091983779	Truth_Sequence_abundance	Kraken2	Building4	Building	L1
S430	0.143736417	Truth_Sequence_abundance	Kraken2	Building5	Building	L1
S431	0.174376303	Truth_Sequence_abundance	Kraken2	Gut1	Gut	L1
S432	0.14286157	Truth_Sequence_abundance	Kraken2	Gut2	Gut	L1
S433	0.102734113	Truth_Sequence_abundance	Kraken2	Gut3	Gut	L1
S434	0.182175336	Truth_Sequence_abundance	Kraken2	Gut4	Gut	L1
S435	0.111023822	Truth_Sequence_abundance	Kraken2	Gut5	Gut	L1
S436	0.128496509	Truth_Sequence_abundance	Kraken2	Oral1	Oral	L1
S437	0.074207234	Truth_Sequence_abundance	Kraken2	Oral2	Oral	L1
S438	0.128180917	Truth_Sequence_abundance	Kraken2	Oral3	Oral	L1
S439	0.133519992	Truth_Sequence_abundance	Kraken2	Oral4	Oral	L1
S440	0.148373752	Truth_Sequence_abundance	Kraken2	Oral5	Oral	L1
S441	0.106522016	Truth_Sequence_abundance	Kraken2	Skin1	Skin	L1
S442	0.109114858	Truth_Sequence_abundance	Kraken2	Skin2	Skin	L1
S443	0.148026907	Truth_Sequence_abundance	Kraken2	Skin3	Skin	L1
S444	0.170811244	Truth_Sequence_abundance	Kraken2	Skin4	Skin	L1
S445	0.086409312	Truth_Sequence_abundance	Kraken2	Skin5	Skin	L1
S446	0.02848197	Truth_Sequence_abundance	Kraken2	Vaginal1	Vaginal	L1
S447	0.13625117	Truth_Sequence_abundance	Kraken2	Vaginal2	Vaginal	L1
S448	0.1161	Truth_Sequence_abundance	Kraken2	Vaginal3	Vaginal	L1
S449	0.1207	Truth_Sequence_abundance	Kraken2	Vaginal4	Vaginal	L1
S450	0.2289	Truth_Sequence_abundance	Kraken2	Vaginal5	Vaginal	L1
S451	0.302483367	Truth_Sequence_abundance	mOTUs2	Building1	Building	L1
S452	0.31584264	Truth_Sequence_abundance	mOTUs2	Building2	Building	L1
S453	0.318621756	Truth_Sequence_abundance	mOTUs2	Building3	Building	L1
S454	0.319335773	Truth_Sequence_abundance	mOTUs2	Building4	Building	L1
S455	0.286398464	Truth_Sequence_abundance	mOTUs2	Building5	Building	L1
S456	0.248328415	Truth_Sequence_abundance	mOTUs2	Gut1	Gut	L1
S457	0.385287535	Truth_Sequence_abundance	mOTUs2	Gut2	Gut	L1
S458	0.338828352	Truth_Sequence_abundance	mOTUs2	Gut3	Gut	L1
S459	0.427435399	Truth_Sequence_abundance	mOTUs2	Gut4	Gut	L1
S460	0.381034876	Truth_Sequence_abundance	mOTUs2	Gut5	Gut	L1
S461	0.286682194	Truth_Sequence_abundance	mOTUs2	Oral1	Oral	L1
S462	0.278943024	Truth_Sequence_abundance	mOTUs2	Oral2	Oral	L1
S463	0.333879727	Truth_Sequence_abundance	mOTUs2	Oral3	Oral	L1
S464	0.332688346	Truth_Sequence_abundance	mOTUs2	Oral4	Oral	L1
S465	0.353231639	Truth_Sequence_abundance	mOTUs2	Oral5	Oral	L1
S466	0.315672779	Truth_Sequence_abundance	mOTUs2	Skin1	Skin	L1
S467	0.41635309	Truth_Sequence_abundance	mOTUs2	Skin2	Skin	L1
S468	0.402183122	Truth_Sequence_abundance	mOTUs2	Skin3	Skin	L1
S469	0.319657238	Truth_Sequence_abundance	mOTUs2	Skin4	Skin	L1
S470	0.264191141	Truth_Sequence_abundance	mOTUs2	Skin5	Skin	L1
S471	0.311280055	Truth_Sequence_abundance	mOTUs2	Vaginal1	Vaginal	L1
S472	0.363517532	Truth_Sequence_abundance	mOTUs2	Vaginal2	Vaginal	L1
S473	0.417451109	Truth_Sequence_abundance	mOTUs2	Vaginal3	Vaginal	L1
S474	0.24918815	Truth_Sequence_abundance	mOTUs2	Vaginal4	Vaginal	L1
S475	0.384733028	Truth_Sequence_abundance	mOTUs2	Vaginal5	Vaginal	L1
S476	0.399146129	Truth_Sequence_abundance	MPA2	Building1	Building	L1
S477	0.248665788	Truth_Sequence_abundance	MPA2	Building2	Building	L1
S478	0.256225312	Truth_Sequence_abundance	MPA2	Building3	Building	L1
S479	0.264865865	Truth_Sequence_abundance	MPA2	Building4	Building	L1
S480	0.297161226	Truth_Sequence_abundance	MPA2	Building5	Building	L1
S481	0.338772485	Truth_Sequence_abundance	MPA2	Gut1	Gut	L1
S482	0.358100071	Truth_Sequence_abundance	MPA2	Gut2	Gut	L1
S483	0.372556444	Truth_Sequence_abundance	MPA2	Gut3	Gut	L1
S484	0.313662747	Truth_Sequence_abundance	MPA2	Gut4	Gut	L1
S485	0.319791696	Truth_Sequence_abundance	MPA2	Gut5	Gut	L1
S486	0.257297722	Truth_Sequence_abundance	MPA2	Oral1	Oral	L1
S487	0.231846425	Truth_Sequence_abundance	MPA2	Oral2	Oral	L1
S488	0.305536589	Truth_Sequence_abundance	MPA2	Oral3	Oral	L1
S489	0.265593431	Truth_Sequence_abundance	MPA2	Oral4	Oral	L1
S490	0.287475047	Truth_Sequence_abundance	MPA2	Oral5	Oral	L1
S491	0.313081226	Truth_Sequence_abundance	MPA2	Skin1	Skin	L1
S492	0.346967765	Truth_Sequence_abundance	MPA2	Skin2	Skin	L1
S493	0.245542389	Truth_Sequence_abundance	MPA2	Skin3	Skin	L1
S494	0.327846837	Truth_Sequence_abundance	MPA2	Skin4	Skin	L1
S495	0.223350874	Truth_Sequence_abundance	MPA2	Skin5	Skin	L1
S496	0.214402974	Truth_Sequence_abundance	MPA2	Vaginal1	Vaginal	L1
S497	0.294653226	Truth_Sequence_abundance	MPA2	Vaginal2	Vaginal	L1
S498	0.296559163	Truth_Sequence_abundance	MPA2	Vaginal3	Vaginal	L1
S499	0.195764948	Truth_Sequence_abundance	MPA2	Vaginal4	Vaginal	L1
S500	0.496654865	Truth_Sequence_abundance	MPA2	Vaginal5	Vaginal	L1
S501	0.299288443	Truth_Taxonomic_abundance	Bracken	Building1	Building	L1
S502	0.278335061	Truth_Taxonomic_abundance	Bracken	Building2	Building	L1
S503	0.283621854	Truth_Taxonomic_abundance	Bracken	Building3	Building	L1
S504	0.27898228	Truth_Taxonomic_abundance	Bracken	Building4	Building	L1
S505	0.320712125	Truth_Taxonomic_abundance	Bracken	Building5	Building	L1
S506	0.338404475	Truth_Taxonomic_abundance	Bracken	Gut1	Gut	L1
S507	0.3738593	Truth_Taxonomic_abundance	Bracken	Gut2	Gut	L1
S508	0.341452589	Truth_Taxonomic_abundance	Bracken	Gut3	Gut	L1
S509	0.340540359	Truth_Taxonomic_abundance	Bracken	Gut4	Gut	L1
S510	0.284170367	Truth_Taxonomic_abundance	Bracken	Gut5	Gut	L1
S511	0.23770259	Truth_Taxonomic_abundance	Bracken	Oral1	Oral	L1
S512	0.228699698	Truth_Taxonomic_abundance	Bracken	Oral2	Oral	L1
S513	0.319329234	Truth_Taxonomic_abundance	Bracken	Oral3	Oral	L1
S514	0.279720056	Truth_Taxonomic_abundance	Bracken	Oral4	Oral	L1
S515	0.286244597	Truth_Taxonomic_abundance	Bracken	Oral5	Oral	L1
S516	0.251561604	Truth_Taxonomic_abundance	Bracken	Skin1	Skin	L1
S517	0.237003159	Truth_Taxonomic_abundance	Bracken	Skin2	Skin	L1
S518	0.173197729	Truth_Taxonomic_abundance	Bracken	Skin3	Skin	L1
S519	0.313793813	Truth_Taxonomic_abundance	Bracken	Skin4	Skin	L1
S520	0.245911963	Truth_Taxonomic_abundance	Bracken	Skin5	Skin	L1
S521	0.240227764	Truth_Taxonomic_abundance	Bracken	Vaginal1	Vaginal	L1
S522	0.348279882	Truth_Taxonomic_abundance	Bracken	Vaginal2	Vaginal	L1
S523	0.372344125	Truth_Taxonomic_abundance	Bracken	Vaginal3	Vaginal	L1
S524	0.2159316	Truth_Taxonomic_abundance	Bracken	Vaginal4	Vaginal	L1
S525	0.416795889	Truth_Taxonomic_abundance	Bracken	Vaginal5	Vaginal	L1
S526	0.302788161	Truth_Taxonomic_abundance	Kraken2	Building1	Building	L1
S527	0.282705571	Truth_Taxonomic_abundance	Kraken2	Building2	Building	L1
S528	0.296086566	Truth_Taxonomic_abundance	Kraken2	Building3	Building	L1
S529	0.304704406	Truth_Taxonomic_abundance	Kraken2	Building4	Building	L1
S530	0.343308135	Truth_Taxonomic_abundance	Kraken2	Building5	Building	L1
S531	0.354879427	Truth_Taxonomic_abundance	Kraken2	Gut1	Gut	L1
S532	0.373140916	Truth_Taxonomic_abundance	Kraken2	Gut2	Gut	L1
S533	0.348215839	Truth_Taxonomic_abundance	Kraken2	Gut3	Gut	L1
S534	0.332785354	Truth_Taxonomic_abundance	Kraken2	Gut4	Gut	L1
S535	0.281965034	Truth_Taxonomic_abundance	Kraken2	Gut5	Gut	L1
S536	0.24589761	Truth_Taxonomic_abundance	Kraken2	Oral1	Oral	L1
S537	0.23435684	Truth_Taxonomic_abundance	Kraken2	Oral2	Oral	L1
S538	0.330087416	Truth_Taxonomic_abundance	Kraken2	Oral3	Oral	L1
S539	0.291172382	Truth_Taxonomic_abundance	Kraken2	Oral4	Oral	L1
S540	0.297679479	Truth_Taxonomic_abundance	Kraken2	Oral5	Oral	L1
S541	0.26025435	Truth_Taxonomic_abundance	Kraken2	Skin1	Skin	L1
S542	0.256464748	Truth_Taxonomic_abundance	Kraken2	Skin2	Skin	L1
S543	0.239559191	Truth_Taxonomic_abundance	Kraken2	Skin3	Skin	L1
S544	0.326811328	Truth_Taxonomic_abundance	Kraken2	Skin4	Skin	L1
S545	0.242873828	Truth_Taxonomic_abundance	Kraken2	Skin5	Skin	L1
S546	0.236441201	Truth_Taxonomic_abundance	Kraken2	Vaginal1	Vaginal	L1
S547	0.359643321	Truth_Taxonomic_abundance	Kraken2	Vaginal2	Vaginal	L1
S548	0.364315685	Truth_Taxonomic_abundance	Kraken2	Vaginal3	Vaginal	L1
S549	0.214798964	Truth_Taxonomic_abundance	Kraken2	Vaginal4	Vaginal	L1
S550	0.419406281	Truth_Taxonomic_abundance	Kraken2	Vaginal5	Vaginal	L1
S551	0.187640683	Truth_Taxonomic_abundance	mOTUs2	Building1	Building	L1
S552	0.135416248	Truth_Taxonomic_abundance	mOTUs2	Building2	Building	L1
S553	0.172189676	Truth_Taxonomic_abundance	mOTUs2	Building3	Building	L1
S554	0.129756984	Truth_Taxonomic_abundance	mOTUs2	Building4	Building	L1
S555	0.078065363	Truth_Taxonomic_abundance	mOTUs2	Building5	Building	L1
S556	0.195516099	Truth_Taxonomic_abundance	mOTUs2	Gut1	Gut	L1
S557	0.143910325	Truth_Taxonomic_abundance	mOTUs2	Gut2	Gut	L1
S558	0.1375162	Truth_Taxonomic_abundance	mOTUs2	Gut3	Gut	L1
S559	0.256256841	Truth_Taxonomic_abundance	mOTUs2	Gut4	Gut	L1
S560	0.301989029	Truth_Taxonomic_abundance	mOTUs2	Gut5	Gut	L1
S561	0.221215992	Truth_Taxonomic_abundance	mOTUs2	Oral1	Oral	L1
S562	0.162786913	Truth_Taxonomic_abundance	mOTUs2	Oral2	Oral	L1
S563	0.193965786	Truth_Taxonomic_abundance	mOTUs2	Oral3	Oral	L1
S564	0.192556729	Truth_Taxonomic_abundance	mOTUs2	Oral4	Oral	L1
S565	0.2684915	Truth_Taxonomic_abundance	mOTUs2	Oral5	Oral	L1
S566	0.166311121	Truth_Taxonomic_abundance	mOTUs2	Skin1	Skin	L1
S567	0.277109137	Truth_Taxonomic_abundance	mOTUs2	Skin2	Skin	L1
S568	0.315336053	Truth_Taxonomic_abundance	mOTUs2	Skin3	Skin	L1
S569	0.115840814	Truth_Taxonomic_abundance	mOTUs2	Skin4	Skin	L1
S570	0.120850187	Truth_Taxonomic_abundance	mOTUs2	Skin5	Skin	L1
S571	0.116329627	Truth_Taxonomic_abundance	mOTUs2	Vaginal1	Vaginal	L1
S572	0.100813599	Truth_Taxonomic_abundance	mOTUs2	Vaginal2	Vaginal	L1
S573	0.238608109	Truth_Taxonomic_abundance	mOTUs2	Vaginal3	Vaginal	L1
S574	0.084656972	Truth_Taxonomic_abundance	mOTUs2	Vaginal4	Vaginal	L1
S575	0.064646248	Truth_Taxonomic_abundance	mOTUs2	Vaginal5	Vaginal	L1
S576	0.206181321	Truth_Taxonomic_abundance	MPA2	Building1	Building	L1
S577	0.079892179	Truth_Taxonomic_abundance	MPA2	Building2	Building	L1
S578	0.08422228	Truth_Taxonomic_abundance	MPA2	Building3	Building	L1
S579	0.059182795	Truth_Taxonomic_abundance	MPA2	Building4	Building	L1
S580	0.074938548	Truth_Taxonomic_abundance	MPA2	Building5	Building	L1
S581	0.10515568	Truth_Taxonomic_abundance	MPA2	Gut1	Gut	L1
S582	0.147911708	Truth_Taxonomic_abundance	MPA2	Gut2	Gut	L1
S583	0.168521632	Truth_Taxonomic_abundance	MPA2	Gut3	Gut	L1
S584	0.14746251	Truth_Taxonomic_abundance	MPA2	Gut4	Gut	L1
S585	0.096716564	Truth_Taxonomic_abundance	MPA2	Gut5	Gut	L1
S586	0.133620383	Truth_Taxonomic_abundance	MPA2	Oral1	Oral	L1
S587	0.116191005	Truth_Taxonomic_abundance	MPA2	Oral2	Oral	L1
S588	0.14479405	Truth_Taxonomic_abundance	MPA2	Oral3	Oral	L1
S589	0.104005686	Truth_Taxonomic_abundance	MPA2	Oral4	Oral	L1
S590	0.173293013	Truth_Taxonomic_abundance	MPA2	Oral5	Oral	L1
S591	0.157723697	Truth_Taxonomic_abundance	MPA2	Skin1	Skin	L1
S592	0.351831606	Truth_Taxonomic_abundance	MPA2	Skin2	Skin	L1
S593	0.146336234	Truth_Taxonomic_abundance	MPA2	Skin3	Skin	L1
S594	0.165551912	Truth_Taxonomic_abundance	MPA2	Skin4	Skin	L1
S595	0.074570412	Truth_Taxonomic_abundance	MPA2	Skin5	Skin	L1
S596	0.061793406	Truth_Taxonomic_abundance	MPA2	Vaginal1	Vaginal	L1
S597	0.09737536	Truth_Taxonomic_abundance	MPA2	Vaginal2	Vaginal	L1
S598	0.088614086	Truth_Taxonomic_abundance	MPA2	Vaginal3	Vaginal	L1
S599	0.059028391	Truth_Taxonomic_abundance	MPA2	Vaginal4	Vaginal	L1
S600	0.335436206	Truth_Taxonomic_abundance	MPA2	Vaginal5	Vaginal	L1
S601	0.0573537	Truth_Sequence_abundance	Bracken	Building1	Building	L2
S602	0.0208207	Truth_Sequence_abundance	Bracken	Building2	Building	L2
S603	0.0163404	Truth_Sequence_abundance	Bracken	Building3	Building	L2
S604	0.0107442	Truth_Sequence_abundance	Bracken	Building4	Building	L2
S605	0.039058	Truth_Sequence_abundance	Bracken	Building5	Building	L2
S606	0.0523733	Truth_Sequence_abundance	Bracken	Gut1	Gut	L2
S607	0.0320346	Truth_Sequence_abundance	Bracken	Gut2	Gut	L2
S608	0.0463903	Truth_Sequence_abundance	Bracken	Gut3	Gut	L2
S609	0.0592337	Truth_Sequence_abundance	Bracken	Gut4	Gut	L2
S610	0.0270627	Truth_Sequence_abundance	Bracken	Gut5	Gut	L2
S611	0.0173274	Truth_Sequence_abundance	Bracken	Oral1	Oral	L2
S612	0.0141145	Truth_Sequence_abundance	Bracken	Oral2	Oral	L2
S613	0.0469265	Truth_Sequence_abundance	Bracken	Oral3	Oral	L2
S614	0.0118159	Truth_Sequence_abundance	Bracken	Oral4	Oral	L2
S615	0.0226097	Truth_Sequence_abundance	Bracken	Oral5	Oral	L2
S616	0.0134819	Truth_Sequence_abundance	Bracken	Skin1	Skin	L2
S617	0.0148804	Truth_Sequence_abundance	Bracken	Skin2	Skin	L2
S618	0.0210326	Truth_Sequence_abundance	Bracken	Skin3	Skin	L2
S619	0.0172696	Truth_Sequence_abundance	Bracken	Skin4	Skin	L2
S620	0.0101709	Truth_Sequence_abundance	Bracken	Skin5	Skin	L2
S621	0.00236272	Truth_Sequence_abundance	Bracken	Vaginal1	Vaginal	L2
S622	0.0194469	Truth_Sequence_abundance	Bracken	Vaginal2	Vaginal	L2
S623	0.0321922	Truth_Sequence_abundance	Bracken	Vaginal3	Vaginal	L2
S624	0.0215784	Truth_Sequence_abundance	Bracken	Vaginal4	Vaginal	L2
S625	0.0305503	Truth_Sequence_abundance	Bracken	Vaginal5	Vaginal	L2
S626	0.0595186	Truth_Sequence_abundance	Kraken2	Building1	Building	L2
S627	0.02258	Truth_Sequence_abundance	Kraken2	Building2	Building	L2
S628	0.0231251	Truth_Sequence_abundance	Kraken2	Building3	Building	L2
S629	0.0229294	Truth_Sequence_abundance	Kraken2	Building4	Building	L2
S630	0.0429694	Truth_Sequence_abundance	Kraken2	Building5	Building	L2
S631	0.057229	Truth_Sequence_abundance	Kraken2	Gut1	Gut	L2
S632	0.036172	Truth_Sequence_abundance	Kraken2	Gut2	Gut	L2
S633	0.0488576	Truth_Sequence_abundance	Kraken2	Gut3	Gut	L2
S634	0.0655924	Truth_Sequence_abundance	Kraken2	Gut4	Gut	L2
S635	0.0328292	Truth_Sequence_abundance	Kraken2	Gut5	Gut	L2
S636	0.0334522	Truth_Sequence_abundance	Kraken2	Oral1	Oral	L2
S637	0.0171643	Truth_Sequence_abundance	Kraken2	Oral2	Oral	L2
S638	0.0504239	Truth_Sequence_abundance	Kraken2	Oral3	Oral	L2
S639	0.0406433	Truth_Sequence_abundance	Kraken2	Oral4	Oral	L2
S640	0.0437849	Truth_Sequence_abundance	Kraken2	Oral5	Oral	L2
S641	0.0237736	Truth_Sequence_abundance	Kraken2	Skin1	Skin	L2
S642	0.0230371	Truth_Sequence_abundance	Kraken2	Skin2	Skin	L2
S643	0.0664933	Truth_Sequence_abundance	Kraken2	Skin3	Skin	L2
S644	0.0496312	Truth_Sequence_abundance	Kraken2	Skin4	Skin	L2
S645	0.0180695	Truth_Sequence_abundance	Kraken2	Skin5	Skin	L2
S646	0.00553911	Truth_Sequence_abundance	Kraken2	Vaginal1	Vaginal	L2
S647	0.04985	Truth_Sequence_abundance	Kraken2	Vaginal2	Vaginal	L2
S648	0.0402425	Truth_Sequence_abundance	Kraken2	Vaginal3	Vaginal	L2
S649	0.0454838	Truth_Sequence_abundance	Kraken2	Vaginal4	Vaginal	L2
S650	0.0924955	Truth_Sequence_abundance	Kraken2	Vaginal5	Vaginal	L2
S651	0.0521622	Truth_Sequence_abundance	mOTUs2	Building1	Building	L2
S652	0.0561025	Truth_Sequence_abundance	mOTUs2	Building2	Building	L2
S653	0.0520287	Truth_Sequence_abundance	mOTUs2	Building3	Building	L2
S654	0.0523442	Truth_Sequence_abundance	mOTUs2	Building4	Building	L2
S655	0.0605722	Truth_Sequence_abundance	mOTUs2	Building5	Building	L2
S656	0.046098	Truth_Sequence_abundance	mOTUs2	Gut1	Gut	L2
S657	0.076608	Truth_Sequence_abundance	mOTUs2	Gut2	Gut	L2
S658	0.0881671	Truth_Sequence_abundance	mOTUs2	Gut3	Gut	L2
S659	0.0890814	Truth_Sequence_abundance	mOTUs2	Gut4	Gut	L2
S660	0.0812977	Truth_Sequence_abundance	mOTUs2	Gut5	Gut	L2
S661	0.0476349	Truth_Sequence_abundance	mOTUs2	Oral1	Oral	L2
S662	0.0505292	Truth_Sequence_abundance	mOTUs2	Oral2	Oral	L2
S663	0.0626103	Truth_Sequence_abundance	mOTUs2	Oral3	Oral	L2
S664	0.0566309	Truth_Sequence_abundance	mOTUs2	Oral4	Oral	L2
S665	0.0771485	Truth_Sequence_abundance	mOTUs2	Oral5	Oral	L2
S666	0.0546815	Truth_Sequence_abundance	mOTUs2	Skin1	Skin	L2
S667	0.0999033	Truth_Sequence_abundance	mOTUs2	Skin2	Skin	L2
S668	0.106624	Truth_Sequence_abundance	mOTUs2	Skin3	Skin	L2
S669	0.0575572	Truth_Sequence_abundance	mOTUs2	Skin4	Skin	L2
S670	0.0524855	Truth_Sequence_abundance	mOTUs2	Skin5	Skin	L2
S671	0.12224	Truth_Sequence_abundance	mOTUs2	Vaginal1	Vaginal	L2
S672	0.107361	Truth_Sequence_abundance	mOTUs2	Vaginal2	Vaginal	L2
S673	0.126688	Truth_Sequence_abundance	mOTUs2	Vaginal3	Vaginal	L2
S674	0.0693216	Truth_Sequence_abundance	mOTUs2	Vaginal4	Vaginal	L2
S675	0.110422	Truth_Sequence_abundance	mOTUs2	Vaginal5	Vaginal	L2
S676	0.0957583	Truth_Sequence_abundance	MPA2	Building1	Building	L2
S677	0.0472389	Truth_Sequence_abundance	MPA2	Building2	Building	L2
