ID	Index	Abd_type	Method	Env	SampleID
S0470	4.587722797	Taxonomic	Shannon	Oral	sample_70
S0471	4.779201835	Taxonomic	Shannon	Oral	sample_71
S0472	4.701882736	Taxonomic	Shannon	Oral	sample_72
S0473	4.638661278	Taxonomic	Shannon	Oral	sample_73
S0474	4.780074431	Taxonomic	Shannon	Oral	sample_74
S0475	4.803140781	Taxonomic	Shannon	Oral	sample_75
S0476	4.350809844	Taxonomic	Shannon	Oral	sample_76
S0477	4.794620628	Taxonomic	Shannon	Oral	sample_77
S0478	4.72733368	Taxonomic	Shannon	Oral	sample_78
S0479	4.580086652	Taxonomic	Shannon	Oral	sample_79
S0480	4.705341535	Taxonomic	Shannon	Oral	sample_80
S0481	4.541811118	Taxonomic	Shannon	Oral	sample_81
S0482	4.540874235	Taxonomic	Shannon	Oral	sample_82
S0483	4.738571504	Taxonomic	Shannon	Oral	sample_83
S0484	4.647507175	Taxonomic	Shannon	Oral	sample_84
S0485	4.482486811	Taxonomic	Shannon	Oral	sample_85
S0486	4.681814004	Taxonomic	Shannon	Oral	sample_86
S0487	4.570134276	Taxonomic	Shannon	Oral	sample_87
S0488	4.932579621	Taxonomic	Shannon	Oral	sample_88
S0489	4.738514407	Taxonomic	Shannon	Oral	sample_89
S0490	4.65419674	Taxonomic	Shannon	Oral	sample_90
S0491	4.508402994	Taxonomic	Shannon	Oral	sample_91
S0492	4.749572225	Taxonomic	Shannon	Oral	sample_92
S0493	4.5733364	Taxonomic	Shannon	Oral	sample_93
S0494	4.697234209	Taxonomic	Shannon	Oral	sample_94
S0495	4.587669003	Taxonomic	Shannon	Oral	sample_95
S0496	4.90274436	Taxonomic	Shannon	Oral	sample_96
S0497	4.201275606	Taxonomic	Shannon	Oral	sample_97
S0498	4.593104554	Taxonomic	Shannon	Oral	sample_98
S0499	4.68886342	Taxonomic	Shannon	Oral	sample_99
S0500	4.779261957	Taxonomic	Shannon	Oral	sample_100
S0501	4.387964068	Sequence	Shannon	Oral	sample_1
S0502	4.880842974	Sequence	Shannon	Oral	sample_2
S0503	4.616581981	Sequence	Shannon	Oral	sample_3
S0504	4.411293977	Sequence	Shannon	Oral	sample_4
S0505	4.477613808	Sequence	Shannon	Oral	sample_5
S0506	4.669350806	Sequence	Shannon	Oral	sample_6
S0507	4.711281888	Sequence	Shannon	Oral	sample_7
S0508	4.649486215	Sequence	Shannon	Oral	sample_8
S0509	4.623032408	Sequence	Shannon	Oral	sample_9
S0510	4.767681443	Sequence	Shannon	Oral	sample_10
S0511	4.701654448	Sequence	Shannon	Oral	sample_11
S0512	4.714983074	Sequence	Shannon	Oral	sample_12
S0513	4.728783686	Sequence	Shannon	Oral	sample_13
S0514	4.788286771	Sequence	Shannon	Oral	sample_14
S0515	4.729596881	Sequence	Shannon	Oral	sample_15
S0516	4.731699882	Sequence	Shannon	Oral	sample_16
S0517	4.656130205	Sequence	Shannon	Oral	sample_17
S0518	4.041804076	Sequence	Shannon	Oral	sample_18
S0519	4.693793466	Sequence	Shannon	Oral	sample_19
S0520	4.550888667	Sequence	Shannon	Oral	sample_20
S0521	4.498460653	Sequence	Shannon	Oral	sample_21
S0522	4.545207076	Sequence	Shannon	Oral	sample_22
S0523	4.715838073	Sequence	Shannon	Oral	sample_23
S0524	4.632341855	Sequence	Shannon	Oral	sample_24
S0525	4.513007379	Sequence	Shannon	Oral	sample_25
S0526	4.733459851	Sequence	Shannon	Oral	sample_26
S0527	4.689000482	Sequence	Shannon	Oral	sample_27
S0528	4.447716408	Sequence	Shannon	Oral	sample_28
S0529	4.770582945	Sequence	Shannon	Oral	sample_29
S0530	4.677958023	Sequence	Shannon	Oral	sample_30
S0531	4.728384143	Sequence	Shannon	Oral	sample_31
S0532	4.642968997	Sequence	Shannon	Oral	sample_32
S0533	4.847973744	Sequence	Shannon	Oral	sample_33
S0534	4.606572753	Sequence	Shannon	Oral	sample_34
S0535	4.631807583	Sequence	Shannon	Oral	sample_35
S0536	4.610109131	Sequence	Shannon	Oral	sample_36
S0537	4.641712354	Sequence	Shannon	Oral	sample_37
S0538	4.609856345	Sequence	Shannon	Oral	sample_38
S0539	4.627822131	Sequence	Shannon	Oral	sample_39
S0540	4.543903608	Sequence	Shannon	Oral	sample_40
S0541	4.502368933	Sequence	Shannon	Oral	sample_41
S0542	4.77551552	Sequence	Shannon	Oral	sample_42
S0543	4.408595891	Sequence	Shannon	Oral	sample_43
S0544	4.597607771	Sequence	Shannon	Oral	sample_44
S0545	4.747556228	Sequence	Shannon	Oral	sample_45
S0546	4.547702794	Sequence	Shannon	Oral	sample_46
S0547	4.684375063	Sequence	Shannon	Oral	sample_47
S0548	4.672133895	Sequence	Shannon	Oral	sample_48
S0549	4.784693311	Sequence	Shannon	Oral	sample_49
S0550	4.656367025	Sequence	Shannon	Oral	sample_50
S0551	4.621296784	Sequence	Shannon	Oral	sample_51
S0552	4.917668575	Sequence	Shannon	Oral	sample_52
S0553	4.841683607	Sequence	Shannon	Oral	sample_53
S0554	4.549257367	Sequence	Shannon	Oral	sample_54
S0555	4.506235802	Sequence	Shannon	Oral	sample_55
S0556	4.489723792	Sequence	Shannon	Oral	sample_56
S0557	4.552991675	Sequence	Shannon	Oral	sample_57
S0558	4.50550647	Sequence	Shannon	Oral	sample_58
S0559	4.761421263	Sequence	Shannon	Oral	sample_59
S0560	4.701429005	Sequence	Shannon	Oral	sample_60
S0561	4.757233816	Sequence	Shannon	Oral	sample_61
S0562	4.695995273	Sequence	Shannon	Oral	sample_62
S0563	4.670831052	Sequence	Shannon	Oral	sample_63
S0564	4.686042529	Sequence	Shannon	Oral	sample_64
S0565	4.65507608	Sequence	Shannon	Oral	sample_65
S0566	4.570527061	Sequence	Shannon	Oral	sample_66
S0567	4.594151572	Sequence	Shannon	Oral	sample_67
S0568	4.483996454	Sequence	Shannon	Oral	sample_68
S0569	4.575446557	Sequence	Shannon	Oral	sample_69
S0570	4.509470969	Sequence	Shannon	Oral	sample_70
S0571	4.7753886	Sequence	Shannon	Oral	sample_71
S0572	4.650580956	Sequence	Shannon	Oral	sample_72
S0573	4.517371102	Sequence	Shannon	Oral	sample_73
S0574	4.82686572	Sequence	Shannon	Oral	sample_74
S0575	4.790081026	Sequence	Shannon	Oral	sample_75
S0576	4.137144848	Sequence	Shannon	Oral	sample_76
S0577	4.714942472	Sequence	Shannon	Oral	sample_77
S0578	4.766686029	Sequence	Shannon	Oral	sample_78
S0579	4.630825815	Sequence	Shannon	Oral	sample_79
S0580	4.710593846	Sequence	Shannon	Oral	sample_80
S0581	4.343478122	Sequence	Shannon	Oral	sample_81
S0582	4.53046929	Sequence	Shannon	Oral	sample_82
S0583	4.716079674	Sequence	Shannon	Oral	sample_83
S0584	4.654617334	Sequence	Shannon	Oral	sample_84
S0585	4.336451375	Sequence	Shannon	Oral	sample_85
S0586	4.644665697	Sequence	Shannon	Oral	sample_86
S0587	4.552173548	Sequence	Shannon	Oral	sample_87
S0588	4.826891244	Sequence	Shannon	Oral	sample_88
S0589	4.712049746	Sequence	Shannon	Oral	sample_89
S0590	4.568761728	Sequence	Shannon	Oral	sample_90
S0591	4.523792713	Sequence	Shannon	Oral	sample_91
S0592	4.630440761	Sequence	Shannon	Oral	sample_92
S0593	4.483628785	Sequence	Shannon	Oral	sample_93
S0594	4.699533665	Sequence	Shannon	Oral	sample_94
S0595	4.586672025	Sequence	Shannon	Oral	sample_95
S0596	4.836650455	Sequence	Shannon	Oral	sample_96
S0597	4.169249014	Sequence	Shannon	Oral	sample_97
S0598	4.595119454	Sequence	Shannon	Oral	sample_98
S0599	4.637427209	Sequence	Shannon	Oral	sample_99
S0600	4.698906595	Sequence	Shannon	Oral	sample_100
S0601	4.172875901	Taxonomic	Shannon	Skin	sample_1
S0602	4.147822923	Taxonomic	Shannon	Skin	sample_2
S0603	3.862185715	Taxonomic	Shannon	Skin	sample_3
S0604	3.617859316	Taxonomic	Shannon	Skin	sample_4
S0605	3.486882262	Taxonomic	Shannon	Skin	sample_5
S0606	3.976092235	Taxonomic	Shannon	Skin	sample_6
S0607	4.241057021	Taxonomic	Shannon	Skin	sample_7
S0608	3.776067518	Taxonomic	Shannon	Skin	sample_8
S0609	3.607130105	Taxonomic	Shannon	Skin	sample_9
S0610	4.039003525	Taxonomic	Shannon	Skin	sample_10
S0611	4.078268843	Taxonomic	Shannon	Skin	sample_11
S0612	3.829034556	Taxonomic	Shannon	Skin	sample_12
S0613	3.856475485	Taxonomic	Shannon	Skin	sample_13
S0614	3.869546622	Taxonomic	Shannon	Skin	sample_14
S0615	4.032259389	Taxonomic	Shannon	Skin	sample_15
S0616	3.891708288	Taxonomic	Shannon	Skin	sample_16
S0617	3.79323593	Taxonomic	Shannon	Skin	sample_17
S0618	3.591556056	Taxonomic	Shannon	Skin	sample_18
S0619	3.982893058	Taxonomic	Shannon	Skin	sample_19
S0620	4.053545367	Taxonomic	Shannon	Skin	sample_20
S0621	4.153297301	Taxonomic	Shannon	Skin	sample_21
S0622	3.801803376	Taxonomic	Shannon	Skin	sample_22
S0623	3.888219487	Taxonomic	Shannon	Skin	sample_23
S0624	4.03451989	Taxonomic	Shannon	Skin	sample_24
S0625	3.651104486	Taxonomic	Shannon	Skin	sample_25
S0626	4.033738156	Taxonomic	Shannon	Skin	sample_26
S0627	3.892415223	Taxonomic	Shannon	Skin	sample_27
S0628	3.936887222	Taxonomic	Shannon	Skin	sample_28
S0629	3.926283651	Taxonomic	Shannon	Skin	sample_29
S0630	3.878538427	Taxonomic	Shannon	Skin	sample_30
S0631	3.425639126	Taxonomic	Shannon	Skin	sample_31
S0632	3.96090353	Taxonomic	Shannon	Skin	sample_32
S0633	3.663670421	Taxonomic	Shannon	Skin	sample_33
S0634	3.557274058	Taxonomic	Shannon	Skin	sample_34
S0635	3.52667401	Taxonomic	Shannon	Skin	sample_35
S0636	3.975571236	Taxonomic	Shannon	Skin	sample_36
S0637	3.65357623	Taxonomic	Shannon	Skin	sample_37
S0638	3.760479649	Taxonomic	Shannon	Skin	sample_38
S0639	3.702549357	Taxonomic	Shannon	Skin	sample_39
S0640	4.186111491	Taxonomic	Shannon	Skin	sample_40
S0641	3.516172189	Taxonomic	Shannon	Skin	sample_41
S0642	3.825455388	Taxonomic	Shannon	Skin	sample_42
S0643	3.679258969	Taxonomic	Shannon	Skin	sample_43
S0644	4.164829124	Taxonomic	Shannon	Skin	sample_44
S0645	4.146534774	Taxonomic	Shannon	Skin	sample_45
S0646	3.808004914	Taxonomic	Shannon	Skin	sample_46
S0647	3.729293789	Taxonomic	Shannon	Skin	sample_47
S0648	3.840316093	Taxonomic	Shannon	Skin	sample_48
S0649	3.912660682	Taxonomic	Shannon	Skin	sample_49
S0650	3.897554887	Taxonomic	Shannon	Skin	sample_50
S0651	3.863579394	Taxonomic	Shannon	Skin	sample_51
S0652	3.836055688	Taxonomic	Shannon	Skin	sample_52
S0653	4.181159896	Taxonomic	Shannon	Skin	sample_53
S0654	3.861264402	Taxonomic	Shannon	Skin	sample_54
S0655	3.967358125	Taxonomic	Shannon	Skin	sample_55
S0656	3.89326512	Taxonomic	Shannon	Skin	sample_56
S0657	3.556770112	Taxonomic	Shannon	Skin	sample_57
S0658	4.065596607	Taxonomic	Shannon	Skin	sample_58
S0659	3.992320695	Taxonomic	Shannon	Skin	sample_59
S0660	3.934871138	Taxonomic	Shannon	Skin	sample_60
S0661	3.597119885	Taxonomic	Shannon	Skin	sample_61
S0662	3.970691968	Taxonomic	Shannon	Skin	sample_62
S0663	3.612622423	Taxonomic	Shannon	Skin	sample_63
S0664	4.145938134	Taxonomic	Shannon	Skin	sample_64
S0665	4.040308814	Taxonomic	Shannon	Skin	sample_65
S0666	3.959169089	Taxonomic	Shannon	Skin	sample_66
S0667	3.446567011	Taxonomic	Shannon	Skin	sample_67
S0668	3.679450156	Taxonomic	Shannon	Skin	sample_68
S0669	3.582406216	Taxonomic	Shannon	Skin	sample_69
S0670	3.767251159	Taxonomic	Shannon	Skin	sample_70
S0671	3.364513467	Taxonomic	Shannon	Skin	sample_71
S0672	3.846714713	Taxonomic	Shannon	Skin	sample_72
S0673	4.021410433	Taxonomic	Shannon	Skin	sample_73
S0674	3.993427198	Taxonomic	Shannon	Skin	sample_74
S0675	3.792700244	Taxonomic	Shannon	Skin	sample_75
S0676	3.862349839	Taxonomic	Shannon	Skin	sample_76
S0677	3.52433567	Taxonomic	Shannon	Skin	sample_77
S0678	3.660398389	Taxonomic	Shannon	Skin	sample_78
S0679	3.643987814	Taxonomic	Shannon	Skin	sample_79
S0680	3.891963065	Taxonomic	Shannon	Skin	sample_80
S0681	4.017783779	Taxonomic	Shannon	Skin	sample_81
S0682	3.728132308	Taxonomic	Shannon	Skin	sample_82
S0683	3.725313706	Taxonomic	Shannon	Skin	sample_83
S0684	3.498748147	Taxonomic	Shannon	Skin	sample_84
S0685	3.528497286	Taxonomic	Shannon	Skin	sample_85
S0686	4.003737676	Taxonomic	Shannon	Skin	sample_86
S0687	4.126692895	Taxonomic	Shannon	Skin	sample_87
S0688	3.961407017	Taxonomic	Shannon	Skin	sample_88
S0689	4.137531738	Taxonomic	Shannon	Skin	sample_89
S0690	3.371919387	Taxonomic	Shannon	Skin	sample_90
S0691	3.720870697	Taxonomic	Shannon	Skin	sample_91
S0692	3.791369303	Taxonomic	Shannon	Skin	sample_92
S0693	3.89121207	Taxonomic	Shannon	Skin	sample_93
S0694	4.152983908	Taxonomic	Shannon	Skin	sample_94
S0695	3.898394165	Taxonomic	Shannon	Skin	sample_95
S0696	3.678560592	Taxonomic	Shannon	Skin	sample_96
S0697	3.990888746	Taxonomic	Shannon	Skin	sample_97
S0698	3.772746249	Taxonomic	Shannon	Skin	sample_98
S0699	3.347910816	Taxonomic	Shannon	Skin	sample_99
S0700	4.005186968	Taxonomic	Shannon	Skin	sample_100
S0701	4.122583339	Sequence	Shannon	Skin	sample_1
S0702	4.076967178	Sequence	Shannon	Skin	sample_2
S0703	3.872994759	Sequence	Shannon	Skin	sample_3
S0704	3.57541804	Sequence	Shannon	Skin	sample_4
S0705	3.517009896	Sequence	Shannon	Skin	sample_5
S0706	3.900599952	Sequence	Shannon	Skin	sample_6
S0707	4.241269317	Sequence	Shannon	Skin	sample_7
S0708	3.800770214	Sequence	Shannon	Skin	sample_8
S0709	3.525864017	Sequence	Shannon	Skin	sample_9
S0710	3.961896801	Sequence	Shannon	Skin	sample_10
S0711	4.060872857	Sequence	Shannon	Skin	sample_11
S0712	3.701145364	Sequence	Shannon	Skin	sample_12
S0713	3.667256225	Sequence	Shannon	Skin	sample_13
S0714	3.828246792	Sequence	Shannon	Skin	sample_14
S0715	3.970454384	Sequence	Shannon	Skin	sample_15
S0716	3.85761905	Sequence	Shannon	Skin	sample_16
S0717	3.640509068	Sequence	Shannon	Skin	sample_17
S0718	3.52054876	Sequence	Shannon	Skin	sample_18
S0719	4.013728156	Sequence	Shannon	Skin	sample_19
S0720	4.06352684	Sequence	Shannon	Skin	sample_20
S0721	4.156345301	Sequence	Shannon	Skin	sample_21
S0722	3.715174409	Sequence	Shannon	Skin	sample_22
S0723	3.962103282	Sequence	Shannon	Skin	sample_23
S0724	3.950779059	Sequence	Shannon	Skin	sample_24
S0725	3.531671328	Sequence	Shannon	Skin	sample_25
S0726	3.973360747	Sequence	Shannon	Skin	sample_26
S0727	3.718849806	Sequence	Shannon	Skin	sample_27
S0728	3.805315702	Sequence	Shannon	Skin	sample_28
S0729	3.816961075	Sequence	Shannon	Skin	sample_29
S0730	3.965694747	Sequence	Shannon	Skin	sample_30
S0731	3.285114313	Sequence	Shannon	Skin	sample_31
S0732	3.96735081	Sequence	Shannon	Skin	sample_32
S0733	3.596531418	Sequence	Shannon	Skin	sample_33
S0734	3.456582006	Sequence	Shannon	Skin	sample_34
S0735	3.43974094	Sequence	Shannon	Skin	sample_35
S0736	3.87772022	Sequence	Shannon	Skin	sample_36
S0737	3.633153636	Sequence	Shannon	Skin	sample_37
S0738	3.7263529	Sequence	Shannon	Skin	sample_38
S0739	3.655371253	Sequence	Shannon	Skin	sample_39
S0740	4.126015225	Sequence	Shannon	Skin	sample_40
S0741	3.441272948	Sequence	Shannon	Skin	sample_41
S0742	3.869812416	Sequence	Shannon	Skin	sample_42
S0743	3.682711306	Sequence	Shannon	Skin	sample_43
S0744	4.158018887	Sequence	Shannon	Skin	sample_44
S0745	3.946737323	Sequence	Shannon	Skin	sample_45
S0746	3.727341267	Sequence	Shannon	Skin	sample_46
S0747	3.344230167	Sequence	Shannon	Skin	sample_47
S0748	3.86977965	Sequence	Shannon	Skin	sample_48
S0749	3.835366469	Sequence	Shannon	Skin	sample_49
S0750	3.849980605	Sequence	Shannon	Skin	sample_50
S0751	3.82329752	Sequence	Shannon	Skin	sample_51
S0752	3.864456306	Sequence	Shannon	Skin	sample_52
S0753	4.075989577	Sequence	Shannon	Skin	sample_53
S0754	3.708954058	Sequence	Shannon	Skin	sample_54
S0755	3.905363583	Sequence	Shannon	Skin	sample_55
S0756	3.862084745	Sequence	Shannon	Skin	sample_56
S0757	3.48530835	Sequence	Shannon	Skin	sample_57
S0758	4.040979549	Sequence	Shannon	Skin	sample_58
S0759	3.974700729	Sequence	Shannon	Skin	sample_59
S0760	3.888294634	Sequence	Shannon	Skin	sample_60
S0761	3.438163454	Sequence	Shannon	Skin	sample_61
S0762	3.98075283	Sequence	Shannon	Skin	sample_62
S0763	3.564741994	Sequence	Shannon	Skin	sample_63
S0764	4.083771167	Sequence	Shannon	Skin	sample_64
S0765	3.904356845	Sequence	Shannon	Skin	sample_65
S0766	3.994637291	Sequence	Shannon	Skin	sample_66
S0767	3.527135196	Sequence	Shannon	Skin	sample_67
S0768	3.640552772	Sequence	Shannon	Skin	sample_68
S0769	3.51381624	Sequence	Shannon	Skin	sample_69
S0770	3.781977808	Sequence	Shannon	Skin	sample_70
S0771	3.475623337	Sequence	Shannon	Skin	sample_71
S0772	3.773582892	Sequence	Shannon	Skin	sample_72
S0773	3.827281025	Sequence	Shannon	Skin	sample_73
S0774	3.918382511	Sequence	Shannon	Skin	sample_74
S0775	3.760079409	Sequence	Shannon	Skin	sample_75
S0776	3.620587906	Sequence	Shannon	Skin	sample_76
S0777	3.444455738	Sequence	Shannon	Skin	sample_77
S0778	3.676764824	Sequence	Shannon	Skin	sample_78
S0779	3.669859725	Sequence	Shannon	Skin	sample_79
S0780	3.809126534	Sequence	Shannon	Skin	sample_80
S0781	3.985649872	Sequence	Shannon	Skin	sample_81
S0782	3.636293406	Sequence	Shannon	Skin	sample_82
S0783	3.622359198	Sequence	Shannon	Skin	sample_83
S0784	3.431036102	Sequence	Shannon	Skin	sample_84
S0785	3.574101248	Sequence	Shannon	Skin	sample_85
S0786	3.898018759	Sequence	Shannon	Skin	sample_86
S0787	4.033496795	Sequence	Shannon	Skin	sample_87
S0788	3.934815574	Sequence	Shannon	Skin	sample_88
S0789	4.105609294	Sequence	Shannon	Skin	sample_89
S0790	3.255621749	Sequence	Shannon	Skin	sample_90
S0791	3.697119427	Sequence	Shannon	Skin	sample_91
S0792	3.833047739	Sequence	Shannon	Skin	sample_92
S0793	3.881793413	Sequence	Shannon	Skin	sample_93
S0794	4.092787341	Sequence	Shannon	Skin	sample_94
S0795	3.921485443	Sequence	Shannon	Skin	sample_95
S0796	3.694255434	Sequence	Shannon	Skin	sample_96
S0797	3.787723181	Sequence	Shannon	Skin	sample_97
S0798	3.593594392	Sequence	Shannon	Skin	sample_98
S0799	3.179657823	Sequence	Shannon	Skin	sample_99
S0800	3.969023628	Sequence	Shannon	Skin	sample_100
S0801	2.716757906	Taxonomic	Shannon	Vaginal	sample_1
S0802	2.861166078	Taxonomic	Shannon	Vaginal	sample_2
S0803	2.945418313	Taxonomic	Shannon	Vaginal	sample_3
S0804	2.342065471	Taxonomic	Shannon	Vaginal	sample_4
S0805	2.061911233	Taxonomic	Shannon	Vaginal	sample_5
S0806	3.161699688	Taxonomic	Shannon	Vaginal	sample_6
S0807	2.481587983	Taxonomic	Shannon	Vaginal	sample_7
S0808	3.493862052	Taxonomic	Shannon	Vaginal	sample_8
S0809	3.007156176	Taxonomic	Shannon	Vaginal	sample_9
S0810	3.149531153	Taxonomic	Shannon	Vaginal	sample_10
S0811	2.999820439	Taxonomic	Shannon	Vaginal	sample_11
S0812	2.801931809	Taxonomic	Shannon	Vaginal	sample_12
S0813	3.026964707	Taxonomic	Shannon	Vaginal	sample_13
S0814	2.687855294	Taxonomic	Shannon	Vaginal	sample_14
S0815	2.867565954	Taxonomic	Shannon	Vaginal	sample_15
S0816	3.504134111	Taxonomic	Shannon	Vaginal	sample_16
S0817	2.655335232	Taxonomic	Shannon	Vaginal	sample_17
S0818	2.431529356	Taxonomic	Shannon	Vaginal	sample_18
S0819	3.155284253	Taxonomic	Shannon	Vaginal	sample_19
S0820	3.039029611	Taxonomic	Shannon	Vaginal	sample_20
S0821	2.916246005	Taxonomic	Shannon	Vaginal	sample_21
S0822	1.957609556	Taxonomic	Shannon	Vaginal	sample_22
S0823	3.388572488	Taxonomic	Shannon	Vaginal	sample_23
S0824	2.553735539	Taxonomic	Shannon	Vaginal	sample_24
S0825	3.09566878	Taxonomic	Shannon	Vaginal	sample_25
S0826	3.189275535	Taxonomic	Shannon	Vaginal	sample_26
S0827	3.463933184	Taxonomic	Shannon	Vaginal	sample_27
S0828	3.218634607	Taxonomic	Shannon	Vaginal	sample_28
S0829	3.517418162	Taxonomic	Shannon	Vaginal	sample_29
S0830	2.164093654	Taxonomic	Shannon	Vaginal	sample_30
S0831	2.255334958	Taxonomic	Shannon	Vaginal	sample_31
S0832	3.500532278	Taxonomic	Shannon	Vaginal	sample_32
S0833	2.524719668	Taxonomic	Shannon	Vaginal	sample_33
S0834	3.17171155	Taxonomic	Shannon	Vaginal	sample_34
S0835	2.85542443	Taxonomic	Shannon	Vaginal	sample_35
S0836	3.190494086	Taxonomic	Shannon	Vaginal	sample_36
S0837	2.316706865	Taxonomic	Shannon	Vaginal	sample_37
S0838	3.404940612	Taxonomic	Shannon	Vaginal	sample_38
S0839	3.26377778	Taxonomic	Shannon	Vaginal	sample_39
S0840	2.187625891	Taxonomic	Shannon	Vaginal	sample_40
S0841	3.564874252	Taxonomic	Shannon	Vaginal	sample_41
S0842	2.685955351	Taxonomic	Shannon	Vaginal	sample_42
S0843	3.351876675	Taxonomic	Shannon	Vaginal	sample_43
S0844	2.813780945	Taxonomic	Shannon	Vaginal	sample_44
S0845	3.491612519	Taxonomic	Shannon	Vaginal	sample_45
S0846	3.470690462	Taxonomic	Shannon	Vaginal	sample_46
S0847	3.233861171	Taxonomic	Shannon	Vaginal	sample_47
S0848	2.696085829	Taxonomic	Shannon	Vaginal	sample_48
S0849	3.429761776	Taxonomic	Shannon	Vaginal	sample_49
S0850	2.795708093	Taxonomic	Shannon	Vaginal	sample_50
S0851	3.19442632	Taxonomic	Shannon	Vaginal	sample_51
S0852	3.297394109	Taxonomic	Shannon	Vaginal	sample_52
S0853	3.127541693	Taxonomic	Shannon	Vaginal	sample_53
S0854	3.158316386	Taxonomic	Shannon	Vaginal	sample_54
S0855	2.494391136	Taxonomic	Shannon	Vaginal	sample_55
S0856	2.504776425	Taxonomic	Shannon	Vaginal	sample_56
S0857	2.579721099	Taxonomic	Shannon	Vaginal	sample_57
S0858	2.681025071	Taxonomic	Shannon	Vaginal	sample_58
S0859	1.843214024	Taxonomic	Shannon	Vaginal	sample_59
S0860	2.960865684	Taxonomic	Shannon	Vaginal	sample_60
S0861	3.200711056	Taxonomic	Shannon	Vaginal	sample_61
S0862	1.660145526	Taxonomic	Shannon	Vaginal	sample_62
S0863	2.955891156	Taxonomic	Shannon	Vaginal	sample_63
S0864	3.009734237	Taxonomic	Shannon	Vaginal	sample_64
S0865	2.837217224	Taxonomic	Shannon	Vaginal	sample_65
S0866	3.3614743	Taxonomic	Shannon	Vaginal	sample_66
S0867	3.105461493	Taxonomic	Shannon	Vaginal	sample_67
S0868	3.279619969	Taxonomic	Shannon	Vaginal	sample_68
S0869	2.985199202	Taxonomic	Shannon	Vaginal	sample_69
S0870	3.059294927	Taxonomic	Shannon	Vaginal	sample_70
S0871	3.479359658	Taxonomic	Shannon	Vaginal	sample_71
S0872	2.983417862	Taxonomic	Shannon	Vaginal	sample_72
S0873	2.294899847	Taxonomic	Shannon	Vaginal	sample_73
S0874	3.49338991	Taxonomic	Shannon	Vaginal	sample_74
S0875	2.959385425	Taxonomic	Shannon	Vaginal	sample_75
S0876	3.311138706	Taxonomic	Shannon	Vaginal	sample_76
S0877	3.552437554	Taxonomic	Shannon	Vaginal	sample_77
S0878	3.317016738	Taxonomic	Shannon	Vaginal	sample_78
S0879	3.566481523	Taxonomic	Shannon	Vaginal	sample_79
S0880	3.251665804	Taxonomic	Shannon	Vaginal	sample_80
S0881	2.324728137	Taxonomic	Shannon	Vaginal	sample_81
S0882	3.495073787	Taxonomic	Shannon	Vaginal	sample_82
S0883	3.211258776	Taxonomic	Shannon	Vaginal	sample_83
S0884	3.235817933	Taxonomic	Shannon	Vaginal	sample_84
S0885	3.307208725	Taxonomic	Shannon	Vaginal	sample_85
S0886	3.458889494	Taxonomic	Shannon	Vaginal	sample_86
S0887	2.358789045	Taxonomic	Shannon	Vaginal	sample_87
S0888	2.003978233	Taxonomic	Shannon	Vaginal	sample_88
S0889	3.194854861	Taxonomic	Shannon	Vaginal	sample_89
S0890	3.304361433	Taxonomic	Shannon	Vaginal	sample_90
S0891	2.376274648	Taxonomic	Shannon	Vaginal	sample_91
S0892	2.13121887	Taxonomic	Shannon	Vaginal	sample_92
S0893	2.153908835	Taxonomic	Shannon	Vaginal	sample_93
S0894	3.235391453	Taxonomic	Shannon	Vaginal	sample_94
S0895	3.201393686	Taxonomic	Shannon	Vaginal	sample_95
S0896	2.768864085	Taxonomic	Shannon	Vaginal	sample_96
S0897	2.759448446	Taxonomic	Shannon	Vaginal	sample_97
S0898	3.174729723	Taxonomic	Shannon	Vaginal	sample_98
S0899	3.461737067	Taxonomic	Shannon	Vaginal	sample_99
S0900	2.719699685	Taxonomic	Shannon	Vaginal	sample_100
S0901	2.641420345	Sequence	Shannon	Vaginal	sample_1
S0902	2.808304423	Sequence	Shannon	Vaginal	sample_2
S0903	2.827304457	Sequence	Shannon	Vaginal	sample_3
S0904	2.376313208	Sequence	Shannon	Vaginal	sample_4
S0905	2.067700289	Sequence	Shannon	Vaginal	sample_5
S0906	3.173176055	Sequence	Shannon	Vaginal	sample_6
S0907	2.280547901	Sequence	Shannon	Vaginal	sample_7
S0908	3.398303698	Sequence	Shannon	Vaginal	sample_8
S0909	3.141259422	Sequence	Shannon	Vaginal	sample_9
S0910	3.119888756	Sequence	Shannon	Vaginal	sample_10
S0911	3.082232759	Sequence	Shannon	Vaginal	sample_11
S0912	2.483999572	Sequence	Shannon	Vaginal	sample_12
S0913	2.929897504	Sequence	Shannon	Vaginal	sample_13
S0914	2.897692059	Sequence	Shannon	Vaginal	sample_14
S0915	2.873661467	Sequence	Shannon	Vaginal	sample_15
S0916	3.535849633	Sequence	Shannon	Vaginal	sample_16
S0917	2.798638636	Sequence	Shannon	Vaginal	sample_17
S0918	2.358233459	Sequence	Shannon	Vaginal	sample_18
S0919	3.107599124	Sequence	Shannon	Vaginal	sample_19
S0920	2.729956932	Sequence	Shannon	Vaginal	sample_20
S0921	2.835799609	Sequence	Shannon	Vaginal	sample_21
S0922	2.109386628	Sequence	Shannon	Vaginal	sample_22
S0923	3.206987452	Sequence	Shannon	Vaginal	sample_23
S0924	2.402948047	Sequence	Shannon	Vaginal	sample_24
S0925	3.055584107	Sequence	Shannon	Vaginal	sample_25
S0926	3.012894169	Sequence	Shannon	Vaginal	sample_26
