# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C no_CAMI -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python motus profile -s /mnt/data5/sunzheng/2B_RAD/pipeline/simulated_data/RE_three/three.fq -o three_motus.txt -t 10
#consensus_taxonomy	unnamed sample
Janibacter terrae/indicus [ref_mOTU_v25_01216]	0.0000000000
Janibacter hoylei [ref_mOTU_v25_01217]	0.0000000000
Janibacter anophelis [ref_mOTU_v25_01218]	0.0000000000
Planococcus maritimus [ref_mOTU_v25_01219]	0.0000000000
Planococcus plakortidis [ref_mOTU_v25_01220]	0.0000000000
Planococcus rifietoensis [ref_mOTU_v25_01221]	0.0000000000
Bradyrhizobium paxllaeri [ref_mOTU_v25_01222]	0.0000000000
Bradyrhizobium jicamae [ref_mOTU_v25_01223]	0.0000000000
Bradyrhizobium lablabi [ref_mOTU_v25_01224]	0.0000000000
Bradyrhizobium valentinum [ref_mOTU_v25_01225]	0.0000000000
Bradyrhizobium retamae [ref_mOTU_v25_01226]	0.0000000000
Bradyrhizobium elkanii [ref_mOTU_v25_01227]	0.0000000000
Bradyrhizobium icense [ref_mOTU_v25_01228]	0.0000000000
Bradyrhizobium elkanii [ref_mOTU_v25_01229]	0.0000000000
Bradyrhizobium sp. Ai1a-2 [ref_mOTU_v25_01230]	0.0000000000
Paraburkholderia acidipaludis [ref_mOTU_v25_01231]	0.0000000000
Paraburkholderia ferrariae [ref_mOTU_v25_01232]	0.0000000000
Paraburkholderia mimosarum [ref_mOTU_v25_01233]	0.0000000000
Paraburkholderia nodosa/heleia [ref_mOTU_v25_01234]	0.0000000000
Burkholderia sp. TNe-862 [ref_mOTU_v25_01235]	0.0000000000
Paraburkholderia sacchari [ref_mOTU_v25_01236]	0.0000000000
Paraburkholderia tropica [ref_mOTU_v25_01237]	0.0000000000
Paraburkholderia bannensis [ref_mOTU_v25_01238]	0.0000000000
Lactobacillus ruminis [ref_mOTU_v25_01239]	0.0000000000
Burkholderiaceae sp. [ref_mOTU_v25_01240]	0.0000000000
Cupriavidus necator [ref_mOTU_v25_01241]	0.0000000000
Cupriavidus sp. [ref_mOTU_v25_01242]	0.0000000000
Cupriavidus oxalaticus [ref_mOTU_v25_01243]	0.0000000000
Cupriavidus sp. IDO [ref_mOTU_v25_01244]	0.0000000000
Cupriavidus pinatubonensis [ref_mOTU_v25_01245]	0.0000000000
Cupriavidus sp. [ref_mOTU_v25_01246]	0.0000000000
Cupriavidus basilensis [ref_mOTU_v25_01247]	0.0000000000
Cupriavidus basilensis [ref_mOTU_v25_01248]	0.0000000000
Mesorhizobium plurifarium [ref_mOTU_v25_01249]	0.0000000000
Mesorhizobium sp. SOD10 [ref_mOTU_v25_01250]	0.0000000000
Mesorhizobium sp. ORS 3359 [ref_mOTU_v25_01251]	0.0000000000
Mesorhizobium sp. WSM3224 [ref_mOTU_v25_01252]	0.0000000000
Mesorhizobium sp. [ref_mOTU_v25_01253]	0.0000000000
Mesorhizobium sp. ORS 3324 [ref_mOTU_v25_01254]	0.0000000000
Mesorhizobium sp. ORS 3428 [ref_mOTU_v25_01255]	0.0000000000
Mesorhizobium loti [ref_mOTU_v25_01256]	0.0000000000
Acetobacter orleanensis [ref_mOTU_v25_01257]	0.0000000000
Acetobacter tropicalis/senegalensis [ref_mOTU_v25_01258]	0.0000000000
Rhizobium giardinii [ref_mOTU_v25_01259]	0.0000000000
Rhizobium sp. CF097 [ref_mOTU_v25_01260]	0.0000000000
Rhizobium sp. [ref_mOTU_v25_01261]	0.0000000000
Rhizobium etli [ref_mOTU_v25_01262]	0.0000000000
Rhizobium sullae [ref_mOTU_v25_01263]	0.0000000000
Rhizobium leucaenae [ref_mOTU_v25_01264]	0.0000000000
Sinorhizobium medicae/meliloti [ref_mOTU_v25_01265]	0.0000000000
Sinorhizobium meliloti [ref_mOTU_v25_01266]	0.0000000000
Sinorhizobium arboris [ref_mOTU_v25_01267]	0.0000000000
Ensifer aridi [ref_mOTU_v25_01268]	0.0000000000
Ensifer sp. WSM1721 [ref_mOTU_v25_01269]	0.0000000000
Sinorhizobium saheli [ref_mOTU_v25_01270]	0.0000000000
Mycobacterium sp. [ref_mOTU_v25_01271]	0.0000000000
Mycobacterium mantenii [ref_mOTU_v25_01272]	0.0000000000
Mycobacterium colombiense [ref_mOTU_v25_01273]	0.0000000000
Mycobacterium colombiense [ref_mOTU_v25_01274]	0.0000000000
Mycobacterium colombiense [ref_mOTU_v25_01275]	0.0000000000
Mycolicibacterium vulneris [ref_mOTU_v25_01276]	0.0000000000
Mycobacterium sp. 852002-40037_SCH5390672 [ref_mOTU_v25_01277]	0.0000000000
Mycobacterium sp. 852002-51971_SCH5477799-a [ref_mOTU_v25_01278]	0.0000000000
Mycobacterium sp. E2479 [ref_mOTU_v25_01279]	0.0000000000
Mycobacterium sp. 1465703.0 [ref_mOTU_v25_01280]	0.0000000000
Flavobacterium columnare [ref_mOTU_v25_01281]	0.0000000000
Flavobacterium columnare [ref_mOTU_v25_01282]	0.0000000000
Prochlorococcus marinus [ref_mOTU_v25_01283]	0.0000000000
Prochlorococcus sp. W2 [ref_mOTU_v25_01284]	0.0000000000
Prochlorococcus marinus [ref_mOTU_v25_01285]	0.0000000000
Brevibacillus laterosporus [ref_mOTU_v25_01287]	0.0000000000
Brevibacillus laterosporus [ref_mOTU_v25_01288]	0.0000000000
Rhizobium favelukesii/tibeticum [ref_mOTU_v25_01289]	0.0000000000
Rhizobium sp. CF122 [ref_mOTU_v25_01290]	0.0000000000
Rhizobium mesoamericanum [ref_mOTU_v25_01291]	0.0000000000
Rhizobium altiplani [ref_mOTU_v25_01292]	0.0000000000
Rhizobium grahamii [ref_mOTU_v25_01293]	0.0000000000
Rhizobium sp. CF394 [ref_mOTU_v25_01294]	0.0000000000
Marinobacterium stanieri [ref_mOTU_v25_01295]	0.0000000000
Microbulbifer agarilyticus [ref_mOTU_v25_01296]	0.0000000000
Microbulbifer agarilyticus [ref_mOTU_v25_01297]	0.0000000000
Lactobacillus delbrueckii [ref_mOTU_v25_01298]	0.0000000000
Bacillus azotoformans [ref_mOTU_v25_01299]	0.0000000000
Lactococcus lactis [ref_mOTU_v25_01300]	0.0000000000
Lactococcus lactis [ref_mOTU_v25_01301]	0.0000000000
Lactococcus lactis [ref_mOTU_v25_01302]	0.0000000000
Bifidobacterium animalis [ref_mOTU_v25_01303]	0.0000000000
Brachyspira pilosicoli [ref_mOTU_v25_01304]	0.0000000000
Tenacibaculum mesophilum [ref_mOTU_v25_01305]	0.0000000000
Tenacibaculum ovolyticum [ref_mOTU_v25_01306]	0.0000000000
Thermococcus sp. 4557 [ref_mOTU_v25_01307]	0.0000000000
Thermococcus celericrescens [ref_mOTU_v25_01308]	0.0000000000
Microbacterium sp. H83 [ref_mOTU_v25_01309]	0.0000000000
Microbacterium sp. 3J1 [ref_mOTU_v25_01310]	0.0000000000
Microbacterium foliorum [ref_mOTU_v25_01311]	0.0000000000
Microbacterium hydrocarbonoxydans [ref_mOTU_v25_01312]	0.0000000000
Microbacterium sp. [ref_mOTU_v25_01313]	0.0000000000
Microbacterium sp. [ref_mOTU_v25_01314]	0.0000000000
Microbacterium foliorum [ref_mOTU_v25_01315]	0.0000000000
Microbacterium sp. GCS4 [ref_mOTU_v25_01316]	0.0000000000
Lysinimicrobium mangrovi [ref_mOTU_v25_01317]	0.0000000000
Lysinimicrobium gelatinilyticum/subtropicum [ref_mOTU_v25_01318]	0.0000000000
Lysinimicrobium iriomotense [ref_mOTU_v25_01319]	0.0000000000
Lysinimicrobium flavum [ref_mOTU_v25_01320]	0.0000000000
Lysinimicrobium luteum [ref_mOTU_v25_01321]	0.0000000000
Lysinimicrobium rhizosphaerae [ref_mOTU_v25_01322]	0.0000000000
Lysinimicrobium aestuarii [ref_mOTU_v25_01323]	0.0000000000
Lysinimicrobium soli [ref_mOTU_v25_01324]	0.0000000000
Erwinia tracheiphila [ref_mOTU_v25_01325]	0.0000000000
Oenococcus kitaharae [ref_mOTU_v25_01326]	0.0000000000
Hungateiclostridium clariflavum [ref_mOTU_v25_01327]	0.0000000000
Arthrobacter cupressi [ref_mOTU_v25_01328]	0.0000000000
Arthrobacter sp. SW1 [ref_mOTU_v25_01329]	0.0000000000
Paenibacillus catalpae [ref_mOTU_v25_01330]	0.0000000000
Paenibacillus sp. JDR-2 [ref_mOTU_v25_01331]	0.0000000000
Weissella koreensis [ref_mOTU_v25_01332]	0.0000000000
Brachyspira sp. [ref_mOTU_v25_01333]	0.0000000000
Brachyspira hampsonii [ref_mOTU_v25_01334]	0.0000000000
Brachyspira hampsonii [ref_mOTU_v25_01335]	0.0000000000
Sphingomonas sp. [ref_mOTU_v25_01336]	0.0000000000
Sphingomonas sp. [ref_mOTU_v25_01337]	0.0000000000
Sphingomonas sp. [ref_mOTU_v25_01338]	0.0000000000
Sphingomonas sp. Leaf208 [ref_mOTU_v25_01339]	0.0000000000
Sphingomonas sp. [ref_mOTU_v25_01340]	0.0000000000
Sphingomonas sp. Leaf28 [ref_mOTU_v25_01341]	0.0000000000
Sphingomonas sp. Leaf20 [ref_mOTU_v25_01342]	0.0000000000
Helicobacter suis [ref_mOTU_v25_01343]	0.0000000000
Chlamydia ibidis/psittaci [ref_mOTU_v25_01344]	0.0000000000
Lactobacillus mali [ref_mOTU_v25_01345]	0.0000000000
Acinetobacter lwoffii/johnsonii [ref_mOTU_v25_01346]	0.0000000000
Acinetobacter sp. ANC 4204 [ref_mOTU_v25_01347]	0.0000000000
Streptococcus thermophilus [ref_mOTU_v25_01348]	0.0000000000
Streptococcus salivarius [ref_mOTU_v25_01349]	0.0000000000
Streptococcus sp. [ref_mOTU_v25_01350]	0.0000000000
Marinobacter psychrophilus [ref_mOTU_v25_01351]	0.0000000000
Marinobacter lipolyticus [ref_mOTU_v25_01352]	0.0000000000
Nanoarchaeota archaeon [ref_mOTU_v25_01353]	0.0000000000
Cloacimonetes bacterium [ref_mOTU_v25_01355]	0.0000000000
Bacteria sp. [ref_mOTU_v25_01356]	0.0000000000
Bacteria sp. [ref_mOTU_v25_01357]	0.0000000000
Atribacteria bacterium [ref_mOTU_v25_01358]	0.0000000000
Marinimicrobia bacterium [ref_mOTU_v25_01359]	0.0000000000
Bacteria sp. [ref_mOTU_v25_01360]	0.0000000000
Marichromatium gracile/purpuratum [ref_mOTU_v25_01361]	0.0000000000
Geobacillus sp. [ref_mOTU_v25_01362]	0.0000000000
Geobacillus sp. [ref_mOTU_v25_01363]	0.0000000000
Geobacillus vulcani [ref_mOTU_v25_01364]	0.0000000000
Geobacillus jurassicus [ref_mOTU_v25_01365]	0.0000000000
Leptospirillum ferriphilum [ref_mOTU_v25_01366]	0.0000000000
Leptospirillum ferriphilum [ref_mOTU_v25_01367]	0.0000000000
Halopenitus sp. [ref_mOTU_v25_01368]	0.0000000000
endosymbiont of [ref_mOTU_v25_01369]	0.0000000000
Mycoplasma iowae [ref_mOTU_v25_01370]	0.0000000000
Alicyclobacillus acidocaldarius [ref_mOTU_v25_01371]	0.0000000000
Alicyclobacillus acidocaldarius [ref_mOTU_v25_01372]	0.0000000000
Alicyclobacillus acidocaldarius [ref_mOTU_v25_01373]	0.0000000000
Bacillus sp. [ref_mOTU_v25_01374]	0.0000000000
Bacillus sp. [ref_mOTU_v25_01375]	0.0000000000
Bacillus pumilus [ref_mOTU_v25_01376]	0.0000000000
Leptospira mayottensis [ref_mOTU_v25_01377]	0.0000000000
Leptospira borgpetersenii [ref_mOTU_v25_01378]	0.0000000000
Leptospira inadai [ref_mOTU_v25_01380]	0.0000000000
Leptospira broomii [ref_mOTU_v25_01381]	0.0000000000
Leptospira licerasiae [ref_mOTU_v25_01382]	0.0000000000
Salinispora arenicola [ref_mOTU_v25_01383]	0.0000000000
Salinispora tropica/arenicola [ref_mOTU_v25_01384]	0.0000000000
Salinispora pacifica [ref_mOTU_v25_01385]	0.0000000000
Salinispora pacifica [ref_mOTU_v25_01386]	0.0000000000
Agrobacterium tumefaciens [ref_mOTU_v25_01387]	0.0000000000
Agrobacterium arsenijevicii [ref_mOTU_v25_01388]	0.0000000000
Rhizobium nepotum [ref_mOTU_v25_01389]	0.0000000000
Rhizobiales sp. [ref_mOTU_v25_01390]	0.0000000000
Agrobacterium tumefaciens [ref_mOTU_v25_01391]	0.0000000000
Agrobacterium tumefaciens [ref_mOTU_v25_01392]	0.0000000000
Agrobacterium tumefaciens [ref_mOTU_v25_01393]	0.0000000000
Agrobacterium tumefaciens [ref_mOTU_v25_01394]	0.0000000000
Agrobacterium salinitolerans [ref_mOTU_v25_01395]	0.0000000000
Agrobacterium rhizogenes [ref_mOTU_v25_01396]	0.0000000000
Agrobacterium deltaense/tumefaciens [ref_mOTU_v25_01397]	0.0000000000
Agrobacterium [ref_mOTU_v25_01398]	0.0000000000
Agrobacterium fabrum/tumefaciens [ref_mOTU_v25_01399]	0.0000000000
Agrobacterium sp. NCPPB 925 [ref_mOTU_v25_01400]	0.0000000000
[Propionibacterium] namnetense [ref_mOTU_v25_01401]	0.0000000000
Sulfobacillus acidophilus [ref_mOTU_v25_01402]	0.0000000000
Vibrio splendidus [ref_mOTU_v25_01403]	0.0000000000
Vibrio sp. [ref_mOTU_v25_01404]	0.0000000000
Vibrio fortis [ref_mOTU_v25_01405]	0.0000000000
Lactobacillus casei/paracasei [ref_mOTU_v25_01406]	0.0000000000
Lactobacillus fermentum/oris [ref_mOTU_v25_01407]	0.0000000000
Rhodococcus fascians [ref_mOTU_v25_01408]	0.0000000000
Neisseria weaveri [ref_mOTU_v25_01409]	0.0000000000
Rhodococcus fascians [ref_mOTU_v25_01410]	0.0000000000
Rhodococcus fascians [ref_mOTU_v25_01411]	0.0000000000
Rhodococcus fascians [ref_mOTU_v25_01412]	0.0000000000
Rhodococcus sp. AW25M09 [ref_mOTU_v25_01413]	0.0000000000
Granulibacter bethesdensis [ref_mOTU_v25_01414]	0.0000000000
Granulibacter bethesdensis [ref_mOTU_v25_01415]	0.0000000000
Granulibacter bethesdensis [ref_mOTU_v25_01416]	0.0000000000
Klenkia taihuensis/brasiliensis [ref_mOTU_v25_01417]	0.0000000000
Klenkia marina [ref_mOTU_v25_01418]	0.0000000000
Klenkia soli [ref_mOTU_v25_01419]	0.0000000000
crenarchaeote JGI-OTU-1 [ref_mOTU_v25_01420]	0.0000000000
Bacteria sp. [ref_mOTU_v25_01421]	0.0000000000
Methanococcus maripaludis [ref_mOTU_v25_01423]	0.0000000000
Methanococcus maripaludis [ref_mOTU_v25_01424]	0.0000000000
Methanococcus maripaludis [ref_mOTU_v25_01425]	0.0000000000
Methanococcus maripaludis [ref_mOTU_v25_01426]	0.0000000000
Streptacidiphilus jiangxiensis [ref_mOTU_v25_01427]	0.0000000000
Streptacidiphilus sp. [ref_mOTU_v25_01428]	0.0000000000
Streptacidiphilus rugosus [ref_mOTU_v25_01429]	0.0000000000
Streptacidiphilus albus [ref_mOTU_v25_01430]	0.0000000000
Streptacidiphilus carbonis/jeojiense [ref_mOTU_v25_01431]	0.0000000000
Microtetraspora glauca [ref_mOTU_v25_01432]	0.0000000000
Streptomyces griseus [ref_mOTU_v25_01433]	0.0000000000
Streptomyces venezuelae [ref_mOTU_v25_01434]	0.0000000000
Streptomyces sp. [ref_mOTU_v25_01435]	0.0000000000
Streptomyces venezuelae/flavochromogenes [ref_mOTU_v25_01436]	0.0000000000
Streptomyces wedmorensis [ref_mOTU_v25_01437]	0.0000000000
Streptomyces exfoliatus/griseoluteus [ref_mOTU_v25_01438]	0.0000000000
Streptomyces bikiniensis [ref_mOTU_v25_01439]	0.0000000000
Streptomyces globisporus/vietnamensis [ref_mOTU_v25_01440]	0.0000000000
Streptomyces sp. [ref_mOTU_v25_01441]	0.0000000000
Streptomyces wuyuanensis [ref_mOTU_v25_01442]	0.0000000000
Streptomyces sp. [ref_mOTU_v25_01443]	0.0000000000
Streptomyces sp. NRRL S-118 [ref_mOTU_v25_01444]	0.0000000000
Streptomyces purpureus [ref_mOTU_v25_01445]	0.0000000000
Streptomyces thermolilacinus [ref_mOTU_v25_01446]	0.0000000000
Streptomyces rubrolavendulae [ref_mOTU_v25_01447]	0.0000000000
Streptomyces somaliensis [ref_mOTU_v25_01448]	0.0000000000
Streptomyces kanasensis [ref_mOTU_v25_01449]	0.0000000000
Streptomyces sp. CC53 [ref_mOTU_v25_01450]	0.0000000000
Streptomyces sp. [ref_mOTU_v25_01451]	0.0000000000
Streptomycetaceae sp. [ref_mOTU_v25_01452]	0.0000000000
Streptomyces griseolus/halstedii [ref_mOTU_v25_01453]	0.0000000000
Streptomyces sp. [ref_mOTU_v25_01454]	0.0000000000
Streptomyces sp. [ref_mOTU_v25_01455]	0.0000000000
Streptomyces sp. NRRL S-4 [ref_mOTU_v25_01456]	0.0000000000
Streptomyces griseus [ref_mOTU_v25_01457]	0.0000000000
Streptomyces sp. TSRI0281 [ref_mOTU_v25_01458]	0.0000000000
Streptomyces atratus [ref_mOTU_v25_01459]	0.0000000000
Streptomyces atratus [ref_mOTU_v25_01460]	0.0000000000
Streptomyces sp. CB01580 [ref_mOTU_v25_01461]	0.0000000000
Streptomyces sp. [ref_mOTU_v25_01462]	0.0000000000
Streptomyces sp. ATexAB-D23 [ref_mOTU_v25_01463]	0.0000000000
Streptomyces sp. CB02488 [ref_mOTU_v25_01464]	0.0000000000
Caballeronia concitans [ref_mOTU_v25_01465]	0.0000000000
Caballeronia grimmiae [ref_mOTU_v25_01466]	0.0000000000
Caballeronia cordobensis [ref_mOTU_v25_01467]	0.0000000000
Caballeronia catudaia [ref_mOTU_v25_01468]	0.0000000000
Caballeronia hypogeia [ref_mOTU_v25_01469]	0.0000000000
Caballeronia megalochromosomata [ref_mOTU_v25_01470]	0.0000000000
Caballeronia jiangsuensis [ref_mOTU_v25_01471]	0.0000000000
Caballeronia turbans [ref_mOTU_v25_01472]	0.0000000000
Caballeronia pedi [ref_mOTU_v25_01473]	0.0000000000
Caballeronia zhejiangensis [ref_mOTU_v25_01474]	0.0000000000
Caballeronia fortuita [ref_mOTU_v25_01475]	0.0000000000
Caballeronia temeraria [ref_mOTU_v25_01476]	0.0000000000
Caballeronia glebae [ref_mOTU_v25_01477]	0.0000000000
Burkholderiaceae sp. [ref_mOTU_v25_01478]	0.0000000000
Caballeronia ptereochthonis [ref_mOTU_v25_01479]	0.0000000000
Candidatus Paraburkholderia kirkii [ref_mOTU_v25_01480]	0.0000000000
Candidatus Paraburkholderia kirkii [ref_mOTU_v25_01481]	0.0000000000
Muricauda antarctica [ref_mOTU_v25_01482]	0.0000000000
Arthrobacter sp. [ref_mOTU_v25_01483]	0.0000000000
Psychrobacter sp. [ref_mOTU_v25_01484]	0.0000000000
Psychrobacter sp. PAMC 21119 [ref_mOTU_v25_01485]	0.0000000000
Psychrobacter sp. [ref_mOTU_v25_01486]	0.0000000000
Photobacterium marinum [ref_mOTU_v25_01487]	0.0000000000
Photobacterium gaetbulicola [ref_mOTU_v25_01488]	0.0000000000
Enterovibrio nigricans [ref_mOTU_v25_01489]	0.0000000000
Enterovibrio coralii [ref_mOTU_v25_01490]	0.0000000000
Grimontia hollisae [ref_mOTU_v25_01491]	0.0000000000
Grimontia sp. [ref_mOTU_v25_01492]	0.0000000000
Enterovibrio sp. JCM 19048 [ref_mOTU_v25_01493]	0.0000000000
Morococcus cerebrosus [ref_mOTU_v25_01494]	0.0000000000
Neisseria sicca/macacae [ref_mOTU_v25_01495]	0.0000000000
Neisseriaceae sp. [ref_mOTU_v25_01496]	0.0000000000
Neisseria sp. HMSC072F04 [ref_mOTU_v25_01497]	0.0000000000
Neisseria sp. HMSC064E01 [ref_mOTU_v25_01498]	0.0000000000
Neisseria sicca [ref_mOTU_v25_01499]	0.0000000000
Neisseria sp. oral taxon 014 [ref_mOTU_v25_01500]	0.0000000000
Teredinibacter turnerae [ref_mOTU_v25_01501]	0.0000000000
Teredinibacter turnerae [ref_mOTU_v25_01502]	0.0000000000
Sinorhizobium fredii [ref_mOTU_v25_01503]	0.0000000000
Sinorhizobium fredii [ref_mOTU_v25_01504]	0.0000000000
Ensifer glycinis [ref_mOTU_v25_01505]	0.0000000000
Sinorhizobium fredii [ref_mOTU_v25_01506]	0.0000000000
Ensifer shofinae [ref_mOTU_v25_01507]	0.0000000000
Sinorhizobium americanum [ref_mOTU_v25_01508]	0.0000000000
Sinorhizobium sp. CCBAU 05631 [ref_mOTU_v25_01509]	0.0000000000
Ensifer sp. BR816 [ref_mOTU_v25_01510]	0.0000000000
Rhodobacter capsulatus [ref_mOTU_v25_01511]	0.0000000000
Rhodobacter capsulatus [ref_mOTU_v25_01512]	0.0000000000
Rhodobacter sphaeroides/johrii [ref_mOTU_v25_01513]	0.0000000000
Frankia casuarinae [ref_mOTU_v25_01514]	0.0000000000
Megasphaera sp. [ref_mOTU_v25_01515]	0.0000000000
Megasphaera elsdenii [ref_mOTU_v25_01516]	0.0000000000
Brachybacterium paraconglomeratum [ref_mOTU_v25_01517]	0.0000000000
Azospirillum brasilense [ref_mOTU_v25_01518]	0.0000000000
Ensifer adhaerens [ref_mOTU_v25_01519]	0.0000000000
Ensifer adhaerens [ref_mOTU_v25_01520]	0.0000000000
Ensifer sp. [ref_mOTU_v25_01521]	0.0000000000
Ensifer adhaerens [ref_mOTU_v25_01522]	0.0000000000
Ensifer adhaerens [ref_mOTU_v25_01523]	0.0000000000
Ensifer adhaerens [ref_mOTU_v25_01524]	0.0000000000
Sinorhizobium sp. A49 [ref_mOTU_v25_01525]	0.0000000000
Thioalkalivibrio versutus [ref_mOTU_v25_01526]	0.0000000000
Thioalkalivibrio sp. ALMg11 [ref_mOTU_v25_01527]	0.0000000000
Amycolatopsis methanolica/thermoflava [ref_mOTU_v25_01528]	0.0000000000
Halomicrobium katesii/mukohataei [ref_mOTU_v25_01529]	0.0000000000
Methanocaldococcus villosus [ref_mOTU_v25_01530]	0.0000000000
Mycolicibacillus koreensis/trivialis [ref_mOTU_v25_01531]	0.0000000000
Sporolactobacillus terrae [ref_mOTU_v25_01532]	0.0000000000
Sporolactobacillus inulinus [ref_mOTU_v25_01533]	0.0000000000
Neisseria lactamica [ref_mOTU_v25_01534]	0.0000000000
Neisseria lactamica [ref_mOTU_v25_01535]	0.0000000000
Neisseria polysaccharea [ref_mOTU_v25_01537]	0.0000000000
Neisseria gonorrhoeae [ref_mOTU_v25_01538]	0.0000000000
Neisseria meningitidis [ref_mOTU_v25_01539]	0.0000000000
Alcaligenes faecalis [ref_mOTU_v25_01540]	0.0000000000
Alcaligenaceae sp. [ref_mOTU_v25_01541]	0.0000000000
Bdellovibrio bacteriovorus [ref_mOTU_v25_01542]	0.0000000000
Bdellovibrio bacteriovorus [ref_mOTU_v25_01543]	0.0000000000
Pedobacter kyungheensis/soli [ref_mOTU_v25_01544]	0.0000000000
Pedobacter suwonensis [ref_mOTU_v25_01545]	0.0000000000
Pedobacter terrae [ref_mOTU_v25_01546]	0.0000000000
Pedobacter borealis/ginsenosidimutans [ref_mOTU_v25_01547]	0.0000000000
Pedobacter sp. Leaf216 [ref_mOTU_v25_01548]	0.0000000000
Pedobacter jeongneungensis [ref_mOTU_v25_01549]	0.0000000000
Geodermatophilus telluris [ref_mOTU_v25_01550]	0.0000000000
Geodermatophilus sp. DSM 44208 [ref_mOTU_v25_01551]	0.0000000000
Geodermatophilus nigrescens [ref_mOTU_v25_01552]	0.0000000000
Geodermatophilus obscurus [ref_mOTU_v25_01553]	0.0000000000
Bacillus sonorensis [ref_mOTU_v25_01554]	0.0000000000
Bacillus glycinifermentans [ref_mOTU_v25_01555]	0.0000000000
Bacillus sp. [ref_mOTU_v25_01556]	0.0000000000
Bacillus swezeyi [ref_mOTU_v25_01557]	0.0000000000
Bacillus sonorensis [ref_mOTU_v25_01558]	0.0000000000
Brevibacillus agri [ref_mOTU_v25_01559]	0.0000000000
Brevibacillus parabrevis [ref_mOTU_v25_01560]	0.0000000000
Sediminibacillus halophilus [ref_mOTU_v25_01561]	0.0000000000
Sediminibacillus halophilus [ref_mOTU_v25_01562]	0.0000000000
Bacillaceae sp. [ref_mOTU_v25_01563]	0.0000000000
Lactobacillus buchneri [ref_mOTU_v25_01564]	0.0000000000
Blattabacterium sp. (Blatta orientalis) [ref_mOTU_v25_01565]	0.0000000000
Blattabacterium sp. (Periplaneta americana) [ref_mOTU_v25_01566]	0.0000000000
Halomonas sp. [ref_mOTU_v25_01567]	0.0000000000
Halomonas sp. [ref_mOTU_v25_01568]	0.0000000000
Halomonas sp. [ref_mOTU_v25_01569]	0.0000000000
Halomonas sp. QHL1 [ref_mOTU_v25_01570]	0.0000000000
Halomonas boliviensis [ref_mOTU_v25_01571]	0.0000000000
Halomonas sp. ALS9 [ref_mOTU_v25_01572]	0.0000000000
Halomonas sp. 54_146 [ref_mOTU_v25_01573]	0.0000000000
Basilea psittacipulmonis [ref_mOTU_v25_01574]	0.0000000000
Muricauda zhangzhouensis [ref_mOTU_v25_01575]	0.0000000000
Bacteroides gallinarum [ref_mOTU_v25_01576]	0.0000000000
Bacteroides eggerthii [ref_mOTU_v25_01577]	0.0000000000
Bacteroides clarus [ref_mOTU_v25_01578]	0.0000000000
Bacteroides stercoris [ref_mOTU_v25_01579]	0.0000000000
Campylobacter showae [ref_mOTU_v25_01580]	0.0000000000
Campylobacter showae [ref_mOTU_v25_01581]	0.0000000000
Campylobacter showae [ref_mOTU_v25_01582]	0.0000000000
Campylobacter rectus [ref_mOTU_v25_01583]	0.0000000000
Eikenella sp. [ref_mOTU_v25_01584]	0.0000000000
Eikenella sp. [ref_mOTU_v25_01585]	0.0000000000
Eikenella corrodens [ref_mOTU_v25_01586]	0.0000000000
Eikenella corrodens [ref_mOTU_v25_01587]	0.0000000000
Eikenella sp. NML130454 [ref_mOTU_v25_01588]	0.0000000000
Prevotella nigrescens [ref_mOTU_v25_01589]	0.0000000000
Prevotella phocaeensis/oralis [ref_mOTU_v25_01590]	0.0000000000
Streptococcus sanguinis/cristatus [ref_mOTU_v25_01591]	0.0000000000
Streptococcus sanguinis [ref_mOTU_v25_01592]	0.0000000000
Firmicutes sp. [ref_mOTU_v25_01593]	0.0000000000
[Ruminococcus] gnavus [ref_mOTU_v25_01594]	0.0000000000
Ruminococcus lactaris [ref_mOTU_v25_01595]	0.0000000000
Bacteria sp. [ref_mOTU_v25_01596]	0.0000000000
Bacteroides cellulosilyticus/fragilis [ref_mOTU_v25_01597]	0.0000000000
Bacteroides fragilis [ref_mOTU_v25_01598]	0.0000000000
Carnobacterium iners [ref_mOTU_v25_01599]	0.0000000000
Carnobacterium funditum [ref_mOTU_v25_01600]	0.0000000000
Paenibacillus sp. [ref_mOTU_v25_01601]	0.0000000000
Paenibacillus riograndensis/jilunlii [ref_mOTU_v25_01602]	0.0000000000
Paenibacillus graminis [ref_mOTU_v25_01603]	0.0000000000
Streptococcus sobrinus [ref_mOTU_v25_01604]	0.0000000000
Streptococcus mutans [ref_mOTU_v25_01605]	0.0000000000
Clostridium perfringens [ref_mOTU_v25_01606]	0.0000000000
Lactobacillus sakei [ref_mOTU_v25_01607]	0.0000000000
Lactobacillus curvatus [ref_mOTU_v25_01608]	0.0000000000
Lactobacillus graminis [ref_mOTU_v25_01609]	0.0000000000
Lactobacillus heilongjiangensis [ref_mOTU_v25_01610]	0.0000000000
Lactobacillus nantensis [ref_mOTU_v25_01611]	0.0000000000
Sphingobium yanoikuyae [ref_mOTU_v25_01612]	0.0000000000
Sphingobium sp. AP49 [ref_mOTU_v25_01613]	0.0000000000
