SampleID	oral_1	oral_2	oral_3	oral_4	oral_5	oral_6	oral_7	oral_8	oral_9	oral_10	oral_11	oral_12	oral_13	oral_14	oral_15	oral_16	oral_17	oral_18	oral_19	oral_20	oral_21	oral_22	oral_23	oral_24	oral_25	oral_26	oral_27	oral_28	oral_29	oral_30	oral_31	oral_32	oral_33	oral_34	oral_35	oral_36	oral_37	oral_38	oral_39	oral_40	oral_41	oral_42	oral_43	oral_44	oral_45	oral_46	oral_47	oral_48	oral_49	oral_50	oral_51	oral_52	oral_53	oral_54	oral_55	oral_56	oral_57	oral_58	oral_59	oral_60	oral_61	oral_62	oral_63	oral_64	oral_65	oral_66	oral_67	oral_68	oral_69	oral_70	oral_71	oral_72	oral_73	oral_74	oral_75	oral_76	oral_77	oral_78	oral_79	oral_80	oral_81	oral_82	oral_83	oral_84	oral_85	oral_86	oral_87	oral_88	oral_89	oral_90	oral_91	oral_92	oral_93	oral_94	oral_95	oral_96	oral_97	oral_98	oral_99	oral_100
oral_26	0.697396	0.718257	0.705599	0.684518	0.699604	0.730211	0.678515	0.716135	0.712092	0.689135	0.69137	0.687356	0.684366	0.690043	0.688821	0.686172	0.693224	0.664103	0.693581	0.712085	0.688432	0.683777	0.711929	0.696489	0.724138	0	0.704044	0.726473	0.656404	0.685802	0.677972	0.711663	0.690864	0.7141	0.675213	0.680706	0.70627	0.695533	0.711791	0.685559	0.689449	0.7181	0.693252	0.696697	0.692148	0.710985	0.678844	0.712517	0.685338	0.689821	0.706967	0.693466	0.701604	0.688447	0.685092	0.719728	0.68372	0.728059	0.692315	0.6857	0.678816	0.704546	0.691243	0.675504	0.670326	0.704324	0.689105	0.663604	0.719955	0.686266	0.687681	0.687023	0.719884	0.684414	0.695357	0.731581	0.706847	0.680448	0.727161	0.700168	0.697789	0.716034	0.695223	0.70438	0.716108	0.726808	0.709514	0.693943	0.705401	0.691442	0.740119	0.690212	0.748159	0.6621	0.692919	0.691647	0.694544	0.712307	0.700765	0.699077
oral_27	0.721509	0.696458	0.713805	0.711563	0.715383	0.706649	0.697463	0.694135	0.696755	0.681378	0.684376	0.684865	0.673638	0.663665	0.701583	0.696897	0.717426	0.732357	0.69415	0.698567	0.682845	0.709912	0.709445	0.680494	0.70851	0.704044	0	0.691307	0.680588	0.710716	0.701271	0.700619	0.666585	0.688284	0.707402	0.667126	0.701228	0.712612	0.693902	0.692368	0.710225	0.698385	0.727171	0.692936	0.717465	0.706768	0.679736	0.702087	0.714149	0.68793	0.695951	0.708722	0.665017	0.720787	0.711448	0.71771	0.71315	0.706727	0.681867	0.689618	0.703619	0.721646	0.693679	0.649683	0.708754	0.686082	0.705205	0.719645	0.700872	0.717288	0.700459	0.685873	0.686724	0.715462	0.699388	0.739446	0.697888	0.67559	0.707841	0.71368	0.718943	0.757412	0.684166	0.68817	0.724871	0.684007	0.675286	0.68977	0.72934	0.713462	0.715196	0.727125	0.71941	0.713524	0.670375	0.696122	0.690554	0.672463	0.711999	0.706138
oral_28	0.713955	0.698145	0.732242	0.70978	0.730876	0.714061	0.684648	0.714359	0.745674	0.698505	0.714932	0.71133	0.71237	0.709822	0.714535	0.712053	0.665568	0.749008	0.677113	0.701358	0.70188	0.732646	0.669594	0.712598	0.69395	0.726473	0.691307	0	0.706347	0.705249	0.733737	0.71901	0.676709	0.739246	0.694066	0.706719	0.707183	0.692341	0.667899	0.72285	0.701061	0.714439	0.716595	0.701555	0.71802	0.714252	0.737681	0.715766	0.702884	0.725997	0.703076	0.674932	0.714052	0.7232	0.697135	0.682166	0.710274	0.702354	0.697727	0.687962	0.692856	0.714274	0.71112	0.705806	0.701879	0.742753	0.68078	0.73631	0.708628	0.720647	0.70195	0.712729	0.724666	0.692735	0.70726	0.738561	0.731188	0.691988	0.720092	0.701097	0.719388	0.720071	0.734758	0.697744	0.737419	0.711718	0.692972	0.701066	0.68142	0.722117	0.715452	0.703615	0.70914	0.704118	0.723105	0.706178	0.684214	0.692182	0.684128	0.694755
oral_29	0.69646	0.682046	0.708483	0.692817	0.694371	0.726674	0.699713	0.696426	0.662551	0.6957	0.699772	0.700241	0.699145	0.696626	0.681338	0.638562	0.705259	0.721079	0.702565	0.695142	0.714091	0.709601	0.68498	0.686687	0.714815	0.656404	0.680588	0.706347	0	0.719728	0.702072	0.709344	0.692392	0.702447	0.715857	0.708359	0.693321	0.704126	0.683582	0.708744	0.713151	0.689168	0.723926	0.70762	0.718927	0.696526	0.676743	0.660526	0.719372	0.709013	0.680307	0.684785	0.694587	0.7339	0.693146	0.717364	0.687422	0.713241	0.698641	0.622502	0.71085	0.686735	0.699647	0.680894	0.717356	0.688235	0.694641	0.713443	0.688375	0.718294	0.731023	0.678755	0.717099	0.683863	0.677071	0.75196	0.673408	0.694493	0.72349	0.696847	0.717032	0.708881	0.681767	0.692318	0.726493	0.71462	0.705824	0.676691	0.672223	0.716508	0.706648	0.710881	0.718327	0.662077	0.734627	0.70537	0.689701	0.713412	0.685962	0.713442
oral_30	0.718256	0.690426	0.697366	0.751563	0.712609	0.697755	0.701208	0.697769	0.718127	0.71438	0.703238	0.695334	0.687418	0.704163	0.683657	0.681098	0.711874	0.731949	0.694258	0.723154	0.723237	0.705416	0.711537	0.700651	0.673714	0.685802	0.710716	0.705249	0.719728	0	0.718413	0.73216	0.69169	0.73474	0.67438	0.715569	0.715454	0.69958	0.693202	0.715487	0.721301	0.717607	0.700528	0.69874	0.676796	0.716121	0.718636	0.700314	0.695468	0.725349	0.686211	0.679635	0.722587	0.715338	0.722474	0.71287	0.696213	0.722083	0.704462	0.698509	0.695445	0.725526	0.709402	0.721972	0.719019	0.723537	0.656704	0.716447	0.712876	0.73637	0.683079	0.70088	0.708233	0.69979	0.68307	0.715863	0.71981	0.674929	0.709792	0.733236	0.720023	0.728649	0.693048	0.714614	0.731178	0.689132	0.732118	0.685383	0.70652	0.710744	0.73352	0.673167	0.717794	0.706143	0.713828	0.697646	0.736215	0.692451	0.705694	0.715661
oral_31	0.736117	0.712696	0.713673	0.698867	0.706195	0.705227	0.711392	0.694008	0.707545	0.690104	0.725434	0.692217	0.688197	0.690901	0.712878	0.674062	0.671997	0.712733	0.698712	0.720518	0.71678	0.693688	0.700012	0.706108	0.713125	0.677972	0.701271	0.733737	0.702072	0.718413	0	0.706555	0.682003	0.701257	0.705419	0.727523	0.711923	0.701029	0.721993	0.733336	0.706828	0.717641	0.70557	0.724815	0.723178	0.700211	0.700206	0.657387	0.679692	0.707803	0.706147	0.709239	0.681204	0.726889	0.678761	0.732843	0.707303	0.709624	0.70324	0.693904	0.696903	0.709501	0.683043	0.713957	0.705653	0.707704	0.714851	0.68969	0.719568	0.704805	0.709708	0.691811	0.716084	0.666786	0.700175	0.708715	0.702464	0.716043	0.696861	0.675274	0.683524	0.71608	0.673744	0.694272	0.690915	0.719751	0.717817	0.693731	0.704523	0.702391	0.722474	0.715906	0.741689	0.707644	0.708626	0.69382	0.691754	0.711977	0.694334	0.685849
oral_32	0.705218	0.707867	0.730004	0.744799	0.702837	0.697363	0.715816	0.714156	0.69909	0.6811	0.7033	0.715329	0.705933	0.709072	0.714778	0.721273	0.702974	0.725059	0.714057	0.719573	0.725999	0.747841	0.705279	0.700453	0.69651	0.711663	0.700619	0.71901	0.709344	0.73216	0.706555	0	0.701843	0.726141	0.70805	0.683438	0.720876	0.699969	0.714702	0.701369	0.733953	0.735215	0.729384	0.714204	0.726576	0.671565	0.723087	0.720574	0.683749	0.718086	0.730828	0.730554	0.697414	0.731923	0.732211	0.694209	0.719719	0.73948	0.677932	0.706876	0.716078	0.706262	0.716701	0.686456	0.720968	0.709621	0.714914	0.728873	0.734041	0.730896	0.701512	0.713705	0.701045	0.701571	0.728994	0.740254	0.688224	0.687176	0.730697	0.721065	0.729815	0.71552	0.698136	0.684806	0.692114	0.70194	0.699316	0.707512	0.70102	0.697886	0.745115	0.708967	0.719218	0.713897	0.694569	0.730702	0.707819	0.718437	0.736563	0.699641
oral_33	0.713806	0.696465	0.703574	0.709391	0.701388	0.654021	0.712492	0.703969	0.717405	0.696909	0.678628	0.678958	0.683793	0.68704	0.688173	0.658424	0.690759	0.70745	0.689365	0.705962	0.730844	0.72191	0.66159	0.675744	0.689266	0.690864	0.666585	0.676709	0.692392	0.69169	0.682003	0.701843	0	0.714129	0.685964	0.720968	0.697976	0.675651	0.688464	0.701379	0.684555	0.711823	0.70685	0.709648	0.707691	0.691733	0.697539	0.689374	0.690429	0.699783	0.70213	0.669157	0.679852	0.715346	0.721303	0.713373	0.724996	0.720254	0.7001	0.668059	0.692688	0.718422	0.699667	0.688426	0.665834	0.713543	0.659003	0.702383	0.697249	0.72254	0.692582	0.711648	0.710721	0.694175	0.686888	0.726964	0.70087	0.659616	0.718717	0.69919	0.717854	0.743005	0.644966	0.721026	0.700772	0.674158	0.719113	0.678921	0.702201	0.701499	0.721684	0.658332	0.663291	0.708257	0.699108	0.683298	0.706065	0.72008	0.702783	0.689792
oral_34	0.703975	0.677542	0.716858	0.723385	0.730503	0.69712	0.719564	0.704784	0.73277	0.690947	0.711961	0.707041	0.679025	0.705617	0.706326	0.679323	0.689993	0.716812	0.708833	0.740202	0.706946	0.689526	0.682431	0.713556	0.740114	0.7141	0.688284	0.739246	0.702447	0.73474	0.701257	0.726141	0.714129	0	0.709192	0.695622	0.696457	0.731128	0.689661	0.743492	0.712542	0.680765	0.745078	0.693301	0.709072	0.705091	0.718109	0.705994	0.720166	0.678478	0.693205	0.685439	0.696469	0.735464	0.724631	0.736078	0.706896	0.710367	0.713448	0.684909	0.717526	0.689625	0.668555	0.64703	0.708151	0.70198	0.706897	0.714911	0.712455	0.722982	0.715909	0.733983	0.73225	0.686405	0.695018	0.751732	0.676658	0.681717	0.711609	0.729775	0.733588	0.695228	0.707006	0.698424	0.729258	0.706676	0.698484	0.65931	0.712733	0.736591	0.718435	0.731773	0.677193	0.69266	0.679427	0.682391	0.724234	0.747535	0.702738	0.698336
oral_35	0.699081	0.686491	0.734817	0.709019	0.692773	0.688047	0.659939	0.703568	0.690871	0.666597	0.684224	0.708829	0.635153	0.67747	0.68157	0.705099	0.693638	0.717873	0.702101	0.713781	0.723587	0.680722	0.688791	0.692552	0.708959	0.675213	0.707402	0.694066	0.715857	0.67438	0.705419	0.70805	0.685964	0.709192	0	0.710356	0.706583	0.688947	0.661973	0.707914	0.71931	0.701415	0.695598	0.676087	0.695186	0.691627	0.708048	0.706935	0.697254	0.715275	0.715289	0.697279	0.693588	0.69885	0.718046	0.677136	0.668745	0.717923	0.693565	0.724261	0.656352	0.730874	0.653766	0.66642	0.729535	0.680362	0.705183	0.679927	0.691374	0.71904	0.682146	0.70746	0.678276	0.68543	0.692755	0.728484	0.68711	0.693787	0.726182	0.693594	0.705979	0.722209	0.668228	0.702524	0.715779	0.690959	0.731099	0.648586	0.70356	0.691506	0.720633	0.703526	0.683971	0.673544	0.715801	0.667242	0.740535	0.676951	0.675188	0.7127
oral_36	0.676369	0.667882	0.712274	0.700206	0.738655	0.707267	0.664359	0.699302	0.700265	0.691878	0.707099	0.710799	0.688216	0.696879	0.733828	0.706778	0.725264	0.700882	0.707558	0.720598	0.706074	0.696838	0.714564	0.710746	0.726935	0.680706	0.667126	0.706719	0.708359	0.715569	0.727523	0.683438	0.720968	0.695622	0.710356	0	0.708722	0.725852	0.711354	0.707811	0.709778	0.695598	0.697053	0.729459	0.699988	0.708009	0.700165	0.711995	0.728519	0.708717	0.702061	0.702769	0.704679	0.720256	0.700949	0.716873	0.723825	0.69722	0.684912	0.720922	0.68658	0.719745	0.714519	0.673542	0.682393	0.716957	0.701899	0.696886	0.694656	0.68709	0.689307	0.70025	0.699787	0.708805	0.71878	0.752025	0.683309	0.706191	0.706505	0.683561	0.727682	0.718201	0.677515	0.696958	0.731692	0.718264	0.71059	0.717242	0.737651	0.705227	0.727746	0.696206	0.7502	0.699548	0.687272	0.682306	0.725284	0.695345	0.727686	0.684675
oral_37	0.729536	0.6844	0.720127	0.731687	0.723179	0.726554	0.729507	0.725212	0.721051	0.726322	0.6975	0.704262	0.708833	0.718394	0.716615	0.684203	0.692514	0.714963	0.705797	0.730767	0.687471	0.693274	0.720263	0.680001	0.712562	0.70627	0.701228	0.707183	0.693321	0.715454	0.711923	0.720876	0.697976	0.696457	0.706583	0.708722	0	0.709612	0.708108	0.719301	0.705705	0.694661	0.721031	0.684332	0.715242	0.727803	0.681797	0.712598	0.728714	0.725864	0.703661	0.693834	0.706234	0.707625	0.694378	0.721311	0.70626	0.710756	0.717103	0.70077	0.705387	0.750145	0.692797	0.706659	0.702077	0.706314	0.649341	0.716807	0.681402	0.709372	0.718435	0.712611	0.715824	0.684785	0.692912	0.734566	0.707252	0.699267	0.745876	0.713233	0.67116	0.701642	0.696004	0.706578	0.718685	0.72929	0.694553	0.704704	0.695305	0.730264	0.709213	0.692861	0.708993	0.700406	0.672695	0.705029	0.703861	0.694105	0.69946	0.71714
oral_38	0.708302	0.676646	0.718513	0.732363	0.708077	0.702802	0.686001	0.689592	0.703786	0.683372	0.705814	0.691414	0.700464	0.718877	0.712851	0.715542	0.712376	0.713723	0.706574	0.725262	0.716924	0.711568	0.693866	0.71283	0.707597	0.695533	0.712612	0.692341	0.704126	0.69958	0.701029	0.699969	0.675651	0.731128	0.688947	0.725852	0.709612	0	0.699464	0.712159	0.683391	0.717199	0.715212	0.698077	0.68436	0.724036	0.721544	0.70185	0.693435	0.700561	0.677165	0.691851	0.701415	0.721867	0.718866	0.724296	0.697404	0.700103	0.704797	0.710389	0.693799	0.69013	0.699692	0.707907	0.683324	0.686339	0.701095	0.722011	0.721455	0.71691	0.701901	0.718654	0.718857	0.696957	0.716093	0.696988	0.705069	0.729448	0.704292	0.687963	0.724064	0.738737	0.700906	0.694268	0.69859	0.695174	0.712171	0.703977	0.698781	0.707308	0.683678	0.70294	0.722692	0.707261	0.727086	0.696156	0.73673	0.717031	0.727642	0.69275
oral_39	0.717544	0.683245	0.711998	0.71932	0.702711	0.694223	0.688746	0.692944	0.722522	0.698376	0.68825	0.702854	0.685287	0.671738	0.72021	0.682278	0.672641	0.717789	0.710239	0.714218	0.70188	0.727913	0.701621	0.696254	0.709255	0.711791	0.693902	0.667899	0.683582	0.693202	0.721993	0.714702	0.688464	0.689661	0.661973	0.711354	0.708108	0.699464	0	0.704887	0.717318	0.671586	0.681268	0.679033	0.705505	0.701753	0.693354	0.696664	0.698497	0.726434	0.676748	0.680707	0.658351	0.696968	0.720467	0.680818	0.693042	0.717358	0.691435	0.690447	0.683984	0.692936	0.696233	0.686309	0.719733	0.688513	0.706748	0.728764	0.691472	0.73039	0.701125	0.709936	0.694659	0.696961	0.70922	0.717407	0.719502	0.679788	0.723076	0.717423	0.712048	0.717917	0.68343	0.679971	0.735812	0.685083	0.703069	0.694586	0.71015	0.693299	0.72964	0.719589	0.707691	0.696872	0.70874	0.68367	0.720787	0.730386	0.720431	0.703513
oral_40	0.739769	0.705698	0.715247	0.740529	0.728667	0.689112	0.692835	0.717329	0.719056	0.698195	0.67168	0.71108	0.71339	0.711092	0.730489	0.718228	0.71238	0.712544	0.710669	0.719818	0.736001	0.713294	0.71831	0.705336	0.682521	0.685559	0.692368	0.72285	0.708744	0.715487	0.733336	0.701369	0.701379	0.743492	0.707914	0.707811	0.719301	0.712159	0.704887	0	0.725363	0.705705	0.706445	0.729549	0.713394	0.722456	0.70033	0.694498	0.71864	0.719731	0.714778	0.702922	0.675629	0.723277	0.719224	0.71227	0.724144	0.724535	0.722208	0.694044	0.735735	0.717807	0.713968	0.72287	0.710146	0.723626	0.713205	0.721081	0.712391	0.718709	0.699543	0.704227	0.674887	0.704962	0.678039	0.73054	0.730006	0.729094	0.717363	0.695047	0.735855	0.730914	0.676037	0.725815	0.744558	0.696348	0.691699	0.694312	0.706966	0.725376	0.69379	0.700592	0.744821	0.675734	0.704816	0.70728	0.717416	0.710381	0.72027	0.701966
oral_41	0.689023	0.68528	0.70099	0.705742	0.728063	0.686054	0.71004	0.741218	0.690513	0.711618	0.72095	0.708104	0.682751	0.702326	0.72819	0.700802	0.690403	0.71599	0.714014	0.715346	0.733415	0.717941	0.698044	0.711758	0.740079	0.689449	0.710225	0.701061	0.713151	0.721301	0.706828	0.733953	0.684555	0.712542	0.71931	0.709778	0.705705	0.683391	0.717318	0.725363	0	0.701273	0.721578	0.708664	0.702453	0.724401	0.728098	0.725	0.688786	0.720828	0.670325	0.699152	0.695213	0.73725	0.739796	0.73131	0.719282	0.707991	0.68184	0.743003	0.701559	0.693474	0.685147	0.699796	0.695095	0.694658	0.711265	0.710765	0.711351	0.723253	0.695391	0.703089	0.705464	0.702448	0.689764	0.744851	0.718145	0.696503	0.735008	0.708536	0.722373	0.703401	0.7091	0.710377	0.719447	0.691184	0.681082	0.708419	0.706113	0.700395	0.709799	0.690644	0.704261	0.69712	0.714459	0.708071	0.734745	0.734327	0.718444	0.697125
oral_42	0.741484	0.679953	0.717649	0.708811	0.713334	0.696061	0.709212	0.698216	0.694225	0.694397	0.697108	0.707323	0.711263	0.720681	0.670506	0.682171	0.709379	0.71952	0.716668	0.704767	0.720849	0.714444	0.678176	0.710555	0.704642	0.7181	0.698385	0.714439	0.689168	0.717607	0.717641	0.735215	0.711823	0.680765	0.701415	0.695598	0.694661	0.717199	0.671586	0.705705	0.701273	0	0.698819	0.651359	0.691232	0.719804	0.685421	0.725604	0.702246	0.714057	0.651476	0.648464	0.676051	0.704796	0.719872	0.702901	0.715904	0.692908	0.689101	0.696045	0.68281	0.723794	0.698697	0.703605	0.703822	0.706447	0.697716	0.701131	0.682662	0.72273	0.691293	0.698954	0.675063	0.671338	0.691836	0.729655	0.706038	0.665362	0.705603	0.704167	0.729295	0.70936	0.701329	0.671361	0.698626	0.680894	0.711426	0.680019	0.723921	0.714692	0.680878	0.732622	0.700499	0.678992	0.709383	0.670875	0.697674	0.707226	0.695127	0.700995
oral_43	0.734985	0.702013	0.714322	0.707997	0.719346	0.710082	0.729064	0.71996	0.742637	0.698638	0.723615	0.699442	0.684905	0.713966	0.742606	0.740033	0.713999	0.743137	0.724578	0.739689	0.700701	0.706442	0.734634	0.72124	0.70231	0.693252	0.727171	0.716595	0.723926	0.700528	0.70557	0.729384	0.70685	0.745078	0.695598	0.697053	0.721031	0.715212	0.681268	0.706445	0.721578	0.698819	0	0.714936	0.689207	0.706359	0.683638	0.734741	0.714966	0.709297	0.729631	0.703317	0.683747	0.71289	0.717629	0.713933	0.701491	0.743802	0.735368	0.724686	0.70353	0.734645	0.721167	0.724216	0.696485	0.704325	0.727516	0.710608	0.730257	0.718109	0.6735	0.733375	0.673225	0.702256	0.731105	0.719644	0.712789	0.708506	0.715321	0.746863	0.715416	0.695991	0.700587	0.713477	0.746836	0.703923	0.727721	0.725679	0.722422	0.722133	0.717632	0.702223	0.714365	0.70225	0.710436	0.712465	0.741374	0.70554	0.70739	0.690831
oral_44	0.695924	0.670815	0.711362	0.742979	0.695742	0.722877	0.696956	0.700549	0.698757	0.700206	0.661957	0.714401	0.688388	0.683469	0.694256	0.686298	0.67268	0.723972	0.701314	0.719921	0.691786	0.702708	0.699364	0.675499	0.700156	0.696697	0.692936	0.701555	0.70762	0.69874	0.724815	0.714204	0.709648	0.693301	0.676087	0.729459	0.684332	0.698077	0.679033	0.729549	0.708664	0.651359	0.714936	0	0.70516	0.711861	0.701384	0.723334	0.7188	0.698065	0.704236	0.675921	0.682368	0.692093	0.710122	0.677902	0.699318	0.704038	0.723823	0.691996	0.696609	0.696965	0.703037	0.694107	0.697513	0.709992	0.704317	0.696898	0.697122	0.726005	0.680397	0.703071	0.691078	0.663496	0.697739	0.725705	0.674632	0.698943	0.711847	0.722066	0.686973	0.70795	0.69864	0.702602	0.743762	0.699735	0.714998	0.683333	0.696343	0.704837	0.698103	0.688721	0.733362	0.658741	0.680004	0.664415	0.708734	0.685709	0.684383	0.709914
oral_45	0.719599	0.673098	0.734413	0.710144	0.719229	0.691316	0.701905	0.700287	0.722103	0.693538	0.712346	0.702058	0.712091	0.70065	0.708229	0.687224	0.73209	0.728561	0.718841	0.723993	0.719008	0.709915	0.713137	0.67585	0.716603	0.692148	0.717465	0.71802	0.718927	0.676796	0.723178	0.726576	0.707691	0.709072	0.695186	0.699988	0.715242	0.68436	0.705505	0.713394	0.702453	0.691232	0.689207	0.70516	0	0.721428	0.700683	0.703596	0.653738	0.703177	0.686342	0.70004	0.722799	0.715498	0.718494	0.722199	0.713806	0.738901	0.713499	0.70705	0.687645	0.687839	0.698698	0.71455	0.714534	0.71486	0.702587	0.687525	0.726949	0.723996	0.675125	0.714374	0.698775	0.698767	0.689984	0.739191	0.712827	0.693517	0.729377	0.708079	0.712297	0.723078	0.699149	0.720259	0.711655	0.683951	0.709023	0.690276	0.698217	0.682774	0.689453	0.704425	0.722232	0.694039	0.690493	0.69828	0.709754	0.707079	0.682469	0.711426
oral_46	0.689765	0.72061	0.69698	0.726038	0.741797	0.710239	0.713751	0.711014	0.723737	0.692723	0.698061	0.686181	0.692456	0.715598	0.668564	0.699543	0.717291	0.700163	0.706882	0.721577	0.723243	0.735759	0.703055	0.67372	0.732087	0.710985	0.706768	0.714252	0.696526	0.716121	0.700211	0.671565	0.691733	0.705091	0.691627	0.708009	0.727803	0.724036	0.701753	0.722456	0.724401	0.719804	0.706359	0.711861	0.721428	0	0.731867	0.70325	0.691349	0.733143	0.71516	0.70929	0.711642	0.713243	0.695712	0.746075	0.762465	0.741241	0.722647	0.710278	0.708211	0.733	0.696772	0.697094	0.71038	0.728514	0.736354	0.722957	0.715879	0.706679	0.704905	0.714505	0.709924	0.690365	0.710297	0.727574	0.700163	0.697446	0.742195	0.716194	0.723235	0.738197	0.717345	0.722556	0.692785	0.702309	0.738756	0.701674	0.699846	0.71095	0.716995	0.704107	0.708693	0.70268	0.722977	0.658074	0.734192	0.714162	0.669293	0.714711
oral_47	0.727074	0.690524	0.727939	0.697806	0.700484	0.707101	0.720696	0.66453	0.704489	0.704728	0.6987	0.701377	0.69226	0.695026	0.725956	0.686155	0.720057	0.709964	0.691923	0.737119	0.680645	0.714904	0.716756	0.694871	0.671099	0.678844	0.679736	0.737681	0.676743	0.718636	0.700206	0.723087	0.697539	0.718109	0.708048	0.700165	0.681797	0.721544	0.693354	0.70033	0.728098	0.685421	0.683638	0.701384	0.700683	0.731867	0	0.703451	0.70052	0.715323	0.709507	0.69421	0.672265	0.693755	0.712378	0.711555	0.739162	0.701474	0.706783	0.691121	0.670557	0.687024	0.707733	0.681234	0.702545	0.703737	0.711901	0.698898	0.693592	0.712172	0.705199	0.718891	0.690266	0.664594	0.701589	0.735723	0.684248	0.694063	0.716316	0.685169	0.72556	0.667359	0.68226	0.684408	0.715095	0.660344	0.702594	0.703206	0.70431	0.675504	0.728638	0.704723	0.709525	0.68289	0.695569	0.697311	0.735926	0.714716	0.731691	0.685779
oral_48	0.698606	0.683819	0.725985	0.663396	0.697703	0.741621	0.719759	0.665205	0.692548	0.71735	0.706966	0.711102	0.694047	0.698582	0.710605	0.679884	0.684359	0.695407	0.693059	0.707752	0.7164	0.724345	0.699582	0.677841	0.735148	0.712517	0.702087	0.715766	0.660526	0.700314	0.657387	0.720574	0.689374	0.705994	0.706935	0.711995	0.712598	0.70185	0.696664	0.694498	0.725	0.725604	0.734741	0.723334	0.703596	0.70325	0.703451	0	0.686328	0.669968	0.71067	0.692467	0.674384	0.71942	0.719382	0.713903	0.697961	0.711581	0.71664	0.680952	0.687843	0.708704	0.669155	0.675132	0.694298	0.717008	0.711497	0.72685	0.706377	0.693938	0.715829	0.687204	0.700065	0.642215	0.707961	0.688591	0.680292	0.691876	0.693561	0.704747	0.697823	0.711664	0.691326	0.688367	0.719992	0.707707	0.727234	0.679495	0.67714	0.690352	0.705681	0.716629	0.729684	0.680423	0.685229	0.683165	0.720636	0.707639	0.694432	0.681422
oral_49	0.694858	0.705373	0.699725	0.702909	0.684693	0.713147	0.702106	0.676455	0.682737	0.690584	0.71236	0.702687	0.69914	0.711712	0.686414	0.682677	0.683637	0.683628	0.712845	0.679097	0.722756	0.724427	0.713786	0.68463	0.693558	0.685338	0.714149	0.702884	0.719372	0.695468	0.679692	0.683749	0.690429	0.720166	0.697254	0.728519	0.728714	0.693435	0.698497	0.71864	0.688786	0.702246	0.714966	0.7188	0.653738	0.691349	0.70052	0.686328	0	0.716644	0.724226	0.684027	0.712287	0.681266	0.699746	0.732368	0.716877	0.699709	0.684346	0.696039	0.705266	0.711302	0.692114	0.718209	0.722654	0.693552	0.73174	0.693904	0.702957	0.735357	0.689661	0.676295	0.718455	0.70126	0.679892	0.696956	0.710096	0.691651	0.703406	0.685103	0.724793	0.709376	0.711946	0.69069	0.690944	0.67673	0.707337	0.719205	0.684134	0.68761	0.692996	0.692309	0.68633	0.709164	0.719948	0.681274	0.729457	0.701028	0.70914	0.669991
oral_50	0.72211	0.709588	0.713975	0.715784	0.717131	0.688215	0.728018	0.727955	0.679318	0.696222	0.702083	0.700496	0.682224	0.686497	0.695052	0.705429	0.689849	0.729004	0.703509	0.736003	0.695055	0.723972	0.694028	0.706761	0.72268	0.689821	0.68793	0.725997	0.709013	0.725349	0.707803	0.718086	0.699783	0.678478	0.715275	0.708717	0.725864	0.700561	0.726434	0.719731	0.720828	0.714057	0.709297	0.698065	0.703177	0.733143	0.715323	0.669968	0.716644	0	0.69403	0.696191	0.687243	0.701778	0.724609	0.733094	0.679558	0.696906	0.677009	0.690176	0.695144	0.723175	0.671076	0.655676	0.688001	0.710938	0.705319	0.713304	0.708982	0.692319	0.691333	0.710177	0.707469	0.675398	0.699322	0.731099	0.726967	0.69949	0.701261	0.722123	0.70489	0.719895	0.72463	0.73117	0.719993	0.710135	0.706258	0.682859	0.70204	0.718323	0.694547	0.7324	0.720289	0.70629	0.678065	0.687822	0.71781	0.747545	0.705549	0.709023
oral_51	0.677578	0.685876	0.726174	0.718381	0.733475	0.698552	0.711664	0.711514	0.704261	0.685107	0.701178	0.695803	0.723532	0.728437	0.688817	0.681575	0.728001	0.740416	0.698013	0.71305	0.732027	0.683886	0.688392	0.715319	0.706595	0.706967	0.695951	0.703076	0.680307	0.686211	0.706147	0.730828	0.70213	0.693205	0.715289	0.702061	0.703661	0.677165	0.676748	0.714778	0.670325	0.651476	0.729631	0.704236	0.686342	0.71516	0.709507	0.71067	0.724226	0.69403	0	0.651211	0.683341	0.682234	0.729137	0.696409	0.708919	0.714659	0.675659	0.671799	0.675509	0.699821	0.682847	0.706956	0.695928	0.698201	0.688453	0.71603	0.666965	0.733775	0.675482	0.672119	0.702633	0.687501	0.704207	0.735084	0.696483	0.674832	0.706935	0.700303	0.726481	0.737113	0.713455	0.727387	0.696844	0.728226	0.677978	0.672804	0.711886	0.704924	0.699056	0.693797	0.66513	0.708335	0.704019	0.698082	0.732593	0.703276	0.721844	0.725188
